SA1_7DIGITCODE_2016,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_v,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_v,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_v,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_v,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_v,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_v,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_v,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_v,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_v,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Total_OS_v,M_Tot_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_v,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_v,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_v,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_v,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_v,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_v,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_v,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_v,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_v,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Total_OS_v,F_Tot_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_v,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_v,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_v,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_v,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_v,P_45_54_yr_Tot
5100111,0,0,0,0,3,0,0,9,3,0,0,0,3,0,0,6,9,3,0,0,3,0,0,15,7,13,7,0,5,0,0,28,7,8,4,0,4,0,0,25,8,12,3,0,3,3,0,26,6,8,6,7,0,3,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37,51,16,13,19,11,4,146,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,4,6,3,3,5,0,0,16,0,7,8,5,0,3,0,18,5,4,6,5,0,3,0,18,3,14,6,4,4,3,0,30,0,0,5,7,0,0,0,18,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,15,36,25,24,15,12,3,130,5,0,0,0,4,0,0,10,6,0,0,0,4,0,0,15,9,7,3,3,8,3,0,30,7,18,12,7,3,6,0,48,10,15,10,5,4,3,0,50
5100112,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,4,0,0,0,3,0,11,10,11,0,0,4,3,3,30,3,12,6,4,3,5,0,27,6,11,0,0,5,7,0,28,0,9,3,6,0,0,0,26,0,3,3,0,0,0,0,8,0,0,0,0,0,3,0,3,23,41,17,6,13,29,4,138,3,0,0,0,3,5,0,10,0,0,0,0,0,0,3,3,0,5,0,8,0,4,0,24,0,4,7,5,0,3,0,19,3,6,7,0,0,3,3,21,0,8,6,6,0,9,0,34,0,8,3,10,0,0,3,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,41,23,27,0,21,11,140,4,0,0,0,7,5,0,16,0,3,0,0,0,4,3,11,6,8,3,8,0,10,0,34,10,9,7,5,4,9,8,47,4,20,6,4,3,9,3,46
5100113,3,0,0,0,3,0,0,10,3,0,0,0,5,0,0,6,3,0,0,0,4,0,0,4,5,6,0,0,3,0,0,13,3,6,7,0,6,0,0,20,6,11,4,0,6,3,0,32,5,3,4,3,7,3,0,25,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,25,26,17,4,32,13,3,123,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,9,0,11,6,3,3,0,0,23,3,10,5,4,9,0,0,27,0,3,6,8,3,7,0,23,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,10,26,22,19,21,11,3,108,6,0,0,0,3,0,0,13,4,0,0,0,3,0,0,13,3,0,4,0,6,0,0,17,3,4,3,4,3,0,0,19,3,17,6,3,7,3,0,45
5100114,6,0,0,0,6,0,0,21,3,0,0,0,0,0,0,3,7,7,4,0,3,0,0,20,15,22,7,6,8,6,0,54,12,9,4,6,11,3,0,48,0,7,3,0,3,0,0,15,0,10,3,3,3,0,0,16,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,3,49,50,20,12,38,16,0,189,6,0,0,0,4,5,0,20,0,3,0,0,0,0,0,8,6,12,3,0,4,0,0,28,7,25,17,22,0,3,0,69,3,14,10,0,5,3,0,38,3,11,7,3,4,0,0,23,0,7,4,3,5,0,0,15,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,25,70,44,35,25,15,0,218,16,0,0,0,12,6,0,36,4,7,0,0,0,3,0,14,11,15,6,0,8,0,3,50,17,39,22,24,5,8,0,125,16,22,8,3,16,11,0,81
5100115,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,8,0,4,0,5,0,0,15,7,10,11,0,5,0,0,37,7,6,4,0,0,0,0,23,6,12,9,3,10,0,0,34,5,11,3,0,6,0,0,26,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,3,35,45,23,3,35,10,0,153,3,0,0,0,0,0,0,9,6,0,3,0,3,0,0,11,0,5,5,3,0,0,8,17,0,6,13,6,0,3,0,25,3,8,7,5,0,0,0,26,6,14,8,4,0,0,0,35,6,5,5,6,5,0,0,29,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,28,42,41,27,16,5,9,156,3,0,0,0,3,0,0,11,6,0,0,0,3,0,0,15,6,10,3,3,5,0,3,32,11,18,22,6,3,3,0,64,12,13,12,7,5,0,0,46
5100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100202,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,3,4,0,0,0,0,0,11,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,10,8,10,3,0,5,4,0,31,12,13,4,9,10,16,0,55,3,4,3,4,9,21,0,43,40,33,16,13,36,45,0,174,4,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,3,3,3,0,0,0,0,10,0,3,0,0,0,0,0,10,0,4,3,0,0,0,0,8,3,6,4,0,3,0,0,17,3,10,10,9,11,13,0,60,3,11,10,10,18,28,0,86,0,3,3,3,21,59,0,81,17,39,36,34,46,103,3,283,7,0,0,0,3,0,3,8,6,0,0,4,0,0,0,6,3,7,3,0,0,0,0,12,4,3,0,3,0,0,0,18,3,6,4,0,3,0,0,15
5100203,9,0,0,0,5,3,0,23,4,0,0,0,3,0,0,6,5,4,0,0,4,0,0,15,6,12,4,0,4,0,0,29,12,10,3,0,6,3,0,36,11,4,0,9,3,3,0,25,3,4,4,4,4,0,0,21,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,3,55,42,9,17,33,12,0,164,13,0,0,0,0,0,0,18,3,0,0,0,4,0,0,10,0,8,3,3,0,0,0,18,3,12,10,15,0,0,3,45,3,12,9,10,0,0,0,39,0,10,4,8,0,0,0,30,3,3,7,8,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,46,34,40,8,9,4,174,20,0,0,0,6,6,0,33,7,0,0,0,6,0,0,11,5,8,3,3,4,0,0,32,12,23,11,14,7,0,5,72,16,16,14,10,8,3,0,75
5100204,8,0,0,0,9,3,0,21,4,0,0,0,3,0,0,15,5,10,0,0,5,0,0,26,3,3,0,0,9,0,0,19,15,5,0,0,4,3,0,26,4,11,3,3,5,4,0,33,3,3,0,0,3,0,0,9,0,4,0,0,6,4,0,13,0,3,3,0,0,0,0,4,47,43,8,3,43,21,0,161,10,3,0,0,3,0,0,17,3,0,0,0,0,0,0,5,0,7,0,6,3,4,0,27,3,14,0,5,4,3,0,27,3,5,6,8,3,6,0,34,3,9,5,3,0,0,0,22,0,5,3,3,4,0,0,16,3,5,3,4,3,0,0,20,0,0,0,0,0,3,0,6,23,52,26,36,23,20,0,182,20,3,0,0,13,3,0,36,11,0,0,0,3,0,0,17,11,16,0,6,11,3,0,49,10,14,0,5,8,3,0,44,16,17,9,8,8,6,0,59
5100205,12,0,0,0,0,0,0,14,3,0,0,0,7,0,0,6,5,4,0,0,3,0,0,9,8,7,3,0,0,3,0,20,14,11,3,0,4,0,0,35,5,3,5,4,0,0,0,21,0,7,3,4,3,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,43,35,14,5,19,3,0,128,10,3,0,0,3,6,0,20,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,3,7,0,0,0,22,3,17,10,9,4,3,0,45,3,4,4,3,3,0,0,22,0,3,6,3,3,0,0,17,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,23,39,30,23,18,10,0,139,25,6,0,0,6,7,0,40,7,4,0,0,7,0,0,13,5,3,0,0,3,0,0,12,8,12,7,7,0,4,0,36,15,27,12,8,7,4,0,74
5100206,5,0,0,0,3,0,0,8,4,0,0,0,3,0,0,12,3,3,0,0,3,3,0,13,6,3,3,0,3,0,0,21,4,3,4,0,4,0,0,15,7,0,0,0,6,0,0,12,4,9,0,3,8,5,0,31,3,3,0,0,8,7,0,17,4,0,0,0,8,0,0,14,38,25,14,8,42,12,0,143,0,7,0,0,3,0,0,6,3,0,0,0,3,0,0,11,3,3,3,3,3,0,0,21,3,11,8,7,4,0,0,30,3,11,0,6,3,0,0,20,3,6,3,0,7,5,0,21,4,3,7,10,14,3,0,37,3,4,6,4,9,12,0,35,4,0,0,3,9,0,0,16,25,42,26,26,54,20,0,203,5,5,0,0,4,0,0,16,10,4,3,0,7,0,0,17,3,5,4,3,9,3,0,35,9,10,9,7,11,0,0,52,8,13,3,4,9,0,0,40
5100207,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,6,5,3,6,0,4,0,0,16,8,5,4,0,3,0,0,18,4,3,0,0,3,0,0,9,5,3,4,0,4,0,0,22,0,3,3,0,3,4,0,11,0,3,0,7,5,0,0,18,0,0,0,0,0,0,0,4,37,18,15,7,24,11,0,108,0,3,0,0,3,3,0,11,0,3,0,0,0,0,0,6,0,0,3,5,5,0,0,12,3,12,3,3,0,3,0,24,0,8,3,3,0,0,0,20,6,8,7,3,6,7,0,36,0,3,7,7,3,0,0,22,4,3,0,4,6,0,0,18,0,0,0,0,3,0,0,4,17,39,26,21,24,14,0,152,4,3,0,0,3,3,0,14,4,5,0,0,3,3,0,11,10,3,6,5,10,0,0,27,10,14,7,5,3,4,0,46,8,11,3,3,4,0,0,27
5100209,3,0,0,0,3,0,0,6,6,7,0,0,7,0,0,17,11,7,3,3,14,4,0,38,7,0,3,0,5,5,0,26,9,10,0,0,6,0,0,32,6,15,8,0,5,7,0,45,8,11,6,3,9,4,0,50,0,3,3,0,3,9,0,15,0,0,0,0,0,0,0,5,55,59,16,7,57,34,3,225,9,0,0,0,0,3,3,13,7,3,0,0,0,4,0,9,5,10,3,6,0,3,0,26,4,8,5,5,0,3,0,29,12,15,6,7,4,7,0,45,3,13,9,8,3,3,0,45,4,8,13,6,7,11,0,47,0,7,7,4,6,17,0,40,0,0,0,0,3,4,0,11,42,63,41,37,32,51,4,264,14,0,0,0,3,3,3,20,13,5,0,0,7,4,0,27,13,11,4,6,16,9,0,64,12,8,6,7,5,10,0,49,16,25,9,7,15,7,0,74
5100213,4,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,7,3,0,3,0,0,0,11,8,6,0,0,3,0,0,27,4,3,0,0,7,0,0,15,3,0,3,0,3,3,0,16,3,0,0,0,3,3,0,10,3,0,0,0,0,0,0,6,35,24,4,5,22,7,4,96,3,0,0,0,3,0,0,10,3,0,0,0,0,0,0,3,7,0,0,3,0,0,0,11,3,8,4,5,3,0,0,22,3,11,4,3,3,0,0,27,0,8,3,8,4,0,0,23,0,6,0,6,3,0,0,18,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,29,39,13,21,17,5,0,123,11,0,0,0,9,0,0,21,9,3,0,0,0,0,0,11,11,0,0,3,0,0,3,15,11,12,3,5,5,0,0,35,9,20,4,8,8,0,0,53
5100214,10,3,0,0,17,3,0,31,5,3,0,3,7,0,0,19,9,9,0,0,7,0,0,31,9,16,3,0,8,0,0,38,18,18,4,0,6,0,0,48,10,13,0,0,7,0,0,22,3,10,7,8,10,0,0,34,0,4,0,7,0,0,0,9,0,0,0,0,0,0,0,3,66,73,14,16,58,6,0,229,12,3,0,0,9,0,0,18,13,3,0,0,3,0,0,22,6,8,6,15,0,0,0,38,0,12,7,14,5,0,0,48,9,23,16,10,3,0,0,61,8,14,4,5,8,0,0,34,0,4,3,9,8,0,0,28,0,3,5,4,0,3,0,11,0,0,0,0,0,0,0,4,43,75,51,62,31,6,0,261,25,3,0,0,22,3,0,52,13,4,0,3,11,0,0,34,16,17,3,15,7,3,0,65,13,31,13,19,8,3,0,85,20,41,22,10,12,0,0,106
5100216,3,3,0,0,4,3,0,13,3,0,0,0,9,0,0,10,7,4,4,0,4,0,0,18,4,11,0,0,0,4,0,20,3,3,3,4,6,4,0,28,3,12,0,0,5,6,0,25,4,7,4,0,6,4,0,26,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,9,34,41,13,10,38,16,0,156,8,3,0,0,0,0,0,12,3,0,4,0,3,0,0,7,0,9,3,0,0,3,0,19,0,11,3,6,3,0,0,30,3,14,9,7,4,7,0,37,3,4,7,14,6,0,0,34,0,5,10,0,6,5,0,25,0,3,0,3,5,3,0,23,0,0,0,0,3,3,0,10,24,50,30,36,37,25,0,195,10,3,0,0,4,3,0,27,9,3,3,0,5,0,0,22,4,7,5,0,3,3,0,34,11,21,3,5,3,4,0,52,4,18,8,9,12,7,0,62
5100217,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,0,3,3,0,0,21,7,5,3,0,5,0,0,23,3,6,0,0,3,0,0,17,7,7,3,0,5,0,0,17,0,3,3,0,5,3,0,19,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,23,32,14,3,26,6,0,117,3,0,0,0,0,0,0,11,0,5,0,0,0,0,0,4,3,3,4,8,0,0,0,16,0,3,3,0,0,0,0,13,4,8,3,4,3,0,0,24,3,6,4,3,3,0,0,23,0,0,4,8,3,0,0,20,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,5,15,35,27,27,20,7,0,127,8,0,0,0,0,3,0,13,5,3,0,0,0,0,0,7,7,14,3,9,3,0,0,37,5,10,9,3,5,3,0,38,11,19,9,4,7,3,0,44
5100218,3,0,0,0,5,0,0,6,0,0,0,0,4,0,0,10,3,3,0,0,3,0,0,13,4,9,0,0,3,0,0,14,4,6,0,4,5,0,0,16,3,7,0,0,3,0,0,14,0,0,3,3,0,0,0,10,0,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,17,36,7,12,27,5,0,103,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,9,3,4,3,0,0,0,0,14,0,11,4,4,0,0,0,18,8,3,3,0,0,0,0,12,0,12,5,0,4,0,0,17,0,3,0,5,3,0,0,11,0,3,0,3,8,0,0,15,0,0,0,0,0,0,0,0,10,38,17,12,17,3,0,103,3,0,0,0,7,0,0,16,0,4,0,0,5,0,0,16,8,12,3,0,3,0,0,25,3,13,4,5,3,0,0,33,6,7,3,0,7,0,0,29
5100219,0,0,0,0,3,3,0,5,0,3,0,0,0,0,0,3,6,3,0,0,13,0,0,22,3,4,3,3,3,0,0,16,9,7,3,0,0,0,0,21,6,6,0,0,3,0,0,28,8,8,0,3,18,3,0,39,0,0,0,0,6,3,0,13,0,0,0,0,0,3,0,3,33,35,10,7,50,15,0,160,5,0,0,0,3,0,0,8,3,4,0,0,0,0,0,10,3,5,0,7,3,0,0,24,0,8,3,3,4,0,0,17,3,15,9,3,3,0,0,29,3,10,6,4,8,0,0,31,3,6,7,15,8,6,0,45,0,0,3,3,6,3,0,18,0,0,3,0,3,3,0,10,23,50,35,39,31,11,0,194,3,0,0,3,5,3,0,21,3,5,0,0,3,0,0,11,11,16,0,9,16,0,3,49,6,8,5,8,5,0,0,33,13,18,8,8,3,0,0,53
5100220,9,0,0,0,4,0,0,11,3,7,0,0,4,0,0,19,8,5,0,0,5,0,0,21,9,12,0,0,3,3,0,30,12,4,0,0,3,0,0,19,7,14,3,0,4,3,0,34,10,11,3,4,0,0,0,29,0,3,4,3,3,0,0,18,3,7,0,3,0,0,0,12,57,59,17,7,34,13,0,195,0,3,0,0,0,0,4,11,4,0,0,0,0,3,0,11,6,14,3,4,0,7,0,31,3,10,3,6,3,0,0,21,7,12,7,0,0,0,0,26,9,19,5,5,7,3,0,51,7,6,6,11,5,3,0,37,4,3,9,10,4,3,0,33,3,6,0,0,7,7,0,26,38,70,36,40,24,31,8,243,9,3,0,0,4,0,4,22,13,7,0,0,4,5,0,31,14,17,3,4,7,10,0,58,10,19,8,7,8,3,0,50,20,16,4,0,3,3,0,47
5100222,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,8,5,4,0,0,3,0,0,8,11,9,0,0,0,0,0,24,11,9,3,3,0,0,0,28,7,13,4,4,10,4,0,36,3,8,0,5,0,0,0,17,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,52,44,13,22,17,4,0,150,11,0,0,0,7,0,0,19,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,7,11,9,0,0,0,35,0,18,16,6,0,0,0,41,0,7,5,10,4,0,0,22,0,0,3,11,0,0,0,24,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,3,21,40,43,48,16,5,3,176,14,4,0,0,13,3,0,31,10,3,0,0,0,0,0,18,8,7,0,3,3,0,0,22,16,15,17,15,0,0,0,59,13,25,19,14,6,0,0,73
5100223,3,0,0,0,3,0,0,17,4,3,0,0,0,0,0,13,0,0,0,0,3,3,0,5,4,12,3,0,0,3,0,16,5,13,3,3,0,4,0,33,3,3,3,0,0,0,0,18,0,7,3,3,3,0,0,15,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,26,42,12,6,15,12,0,118,11,0,0,0,0,0,0,17,3,0,0,0,0,3,0,4,0,3,0,3,0,0,0,12,0,7,5,5,0,0,0,18,0,13,15,3,5,9,0,42,3,0,8,5,0,0,0,13,0,0,0,4,4,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,23,32,25,11,16,0,126,16,3,0,0,3,4,0,31,9,3,0,0,0,4,0,18,0,3,0,3,3,3,0,11,4,16,8,5,0,3,0,37,8,24,16,10,7,9,0,74
5100224,9,0,0,0,6,3,0,12,8,0,0,3,3,0,0,18,4,3,0,0,3,0,0,14,3,13,5,0,4,0,0,22,7,6,3,0,3,0,0,19,8,11,0,0,3,0,0,29,6,5,0,3,3,0,0,17,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,48,35,10,9,30,4,0,141,13,0,0,0,0,3,0,20,3,3,0,0,0,4,0,6,3,0,3,3,0,0,0,12,4,10,10,7,0,3,0,35,0,6,0,3,0,0,0,16,0,8,8,6,3,0,0,31,0,0,0,4,3,0,0,9,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,27,31,27,34,11,9,0,137,17,0,0,0,5,7,0,30,12,3,0,3,3,4,0,22,8,3,3,7,3,0,0,25,8,22,12,7,4,3,0,62,9,15,3,3,3,0,0,32
5100226,9,0,0,0,3,5,0,16,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,5,7,0,3,0,0,0,17,10,12,0,0,4,0,0,31,6,8,5,0,3,0,0,26,3,5,5,3,8,0,0,29,3,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,29,38,15,19,22,12,0,141,3,0,0,0,3,6,0,11,0,9,0,0,0,0,0,8,0,3,0,5,0,0,0,7,0,4,3,5,0,3,0,22,4,12,7,3,3,0,0,27,3,7,14,10,0,0,0,39,0,9,3,7,3,4,0,20,0,0,3,0,3,6,0,17,0,0,0,0,3,0,0,3,13,50,34,30,17,15,0,156,11,3,0,0,5,10,0,27,3,10,0,0,3,0,0,14,0,8,3,5,0,0,0,16,4,15,3,4,0,3,0,38,13,23,9,3,9,3,0,59
5100227,0,0,0,0,4,0,0,7,3,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,7,0,0,0,5,0,0,10,5,3,0,0,0,0,0,12,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,0,8,0,0,45,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,3,0,3,0,0,0,4,3,4,0,0,0,0,0,15,0,0,4,0,0,0,0,9,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,16,11,10,3,3,0,45,3,0,0,0,4,0,0,10,5,0,0,0,0,0,0,3,4,0,3,3,3,0,0,10,7,3,3,3,5,0,0,18,10,6,0,0,0,0,0,27
5100229,13,4,0,0,5,0,0,19,7,0,0,0,3,0,0,7,13,9,0,0,7,3,0,32,13,8,4,3,3,0,0,32,4,11,0,0,9,7,0,32,11,11,4,0,7,0,0,35,3,6,4,3,4,3,0,26,6,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,60,61,16,11,28,11,0,191,22,3,0,0,8,0,0,31,3,4,0,0,0,0,3,12,3,5,13,5,3,0,0,32,3,6,13,12,3,0,0,47,9,15,12,4,3,3,0,41,0,13,5,5,0,0,0,30,3,6,9,3,9,3,0,32,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,46,54,54,41,25,8,3,237,32,6,0,0,9,0,3,49,6,3,0,0,3,0,3,22,13,16,15,5,6,3,0,60,18,20,17,19,5,0,0,85,15,28,8,7,9,7,0,78
