SA1_7DIGITCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5116410,4,7,11,40,57,97,0,0,0,4,13,16,0,0,0,66,84,147,0,0,0,3,0,3,3,3,5,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,8,13,0,0,0,0,0,0,4,9,12,5,4,12,0,0,0,133,172,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,132,113,250,4,0,4,0,0,0,137,119,249,31,54,86,0,0,0,306,354,661
5116411,0,0,0,21,23,39,0,0,0,0,0,0,0,0,0,33,39,76,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,12,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,64,76,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,73,81,159,0,0,0,0,0,0,78,85,163,8,22,29,3,3,3,156,184,343
5116412,3,3,6,32,26,58,0,0,0,3,3,9,0,0,0,52,77,125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,3,10,14,0,8,11,0,0,0,91,127,219,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,97,90,185,0,0,4,0,3,3,102,91,195,28,14,44,0,3,3,225,243,477
5116413,0,4,4,32,36,59,0,0,0,3,4,7,0,0,0,49,54,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,3,3,4,0,0,0,85,104,190,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,90,79,169,3,0,3,0,0,0,89,79,170,12,9,20,0,0,0,189,206,395
5116414,0,0,0,27,26,58,0,0,0,3,0,6,0,0,0,56,68,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,3,6,0,0,0,0,0,0,7,12,19,0,7,10,0,0,0,103,129,230,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,3,79,59,141,0,0,0,0,0,0,79,58,139,33,46,77,0,0,4,221,237,454
5116415,0,3,5,25,28,54,0,0,0,3,3,5,0,0,0,58,63,121,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,0,0,0,0,0,0,4,4,4,3,0,3,0,0,0,95,116,209,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,72,155,0,0,0,0,0,0,88,73,158,21,17,32,4,3,7,207,209,420
5116416,3,5,9,36,53,90,0,0,0,0,0,3,0,0,0,75,95,168,0,0,0,4,3,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,3,7,0,0,0,0,0,0,8,14,20,0,0,0,0,0,0,137,181,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,7,6,108,92,199,0,3,3,0,0,0,113,94,202,23,9,29,0,3,4,270,296,569
5116417,3,5,6,26,28,52,0,0,0,7,6,8,0,0,0,59,79,139,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,119,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,56,130,0,0,0,0,0,0,80,56,130,14,15,26,0,6,9,204,198,398
5116501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116502,8,8,9,27,32,62,0,0,0,5,3,5,0,0,0,75,86,157,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,7,6,13,4,8,6,0,0,0,113,145,254,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,144,152,298,4,0,3,0,0,5,153,155,302,27,36,65,4,3,8,307,343,649
5116503,3,3,8,60,69,126,0,0,0,0,4,6,0,0,0,69,99,169,0,3,3,7,7,15,0,0,0,0,0,0,0,3,3,0,0,0,8,4,10,0,0,3,5,15,20,0,0,0,0,0,0,3,13,13,3,9,10,0,0,0,153,232,385,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,143,133,275,0,0,0,0,0,0,148,133,280,51,46,99,15,12,25,368,427,792
5116504,0,0,0,42,62,106,0,0,0,3,3,3,0,0,0,58,67,121,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,4,9,20,4,0,9,0,0,0,119,151,268,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,0,3,3,106,123,230,0,0,0,5,3,8,115,125,242,24,22,49,10,7,14,271,319,587
5116505,4,12,18,30,36,59,0,0,0,3,0,3,0,0,0,39,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,4,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,79,80,157,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,109,199,6,0,6,0,0,0,90,111,201,22,20,44,0,3,4,206,226,431
5116506,0,0,3,29,20,50,0,0,0,0,0,0,0,0,0,21,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,3,3,0,5,6,0,0,0,55,47,106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,43,91,0,0,0,0,0,0,53,43,98,47,52,101,0,0,5,167,143,307
5116507,8,9,17,26,35,67,0,0,0,0,0,3,0,0,0,43,78,123,3,5,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,3,0,3,3,4,8,9,0,0,0,86,132,216,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,3,3,0,3,139,150,293,0,0,0,3,0,3,141,155,297,25,29,54,3,0,3,268,327,594
5116508,0,0,3,25,7,32,0,0,0,0,3,3,0,0,0,32,22,52,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,3,9,0,0,3,72,40,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,47,130,0,0,0,0,0,3,80,51,134,13,19,34,4,5,4,172,123,292
5116509,3,9,14,17,28,43,0,0,0,3,3,4,0,0,0,61,72,132,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4,7,0,0,0,94,110,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,147,152,299,4,0,4,0,3,3,151,155,305,21,23,46,4,3,8,271,313,586
5116510,6,9,12,31,25,56,0,0,0,0,0,0,0,0,0,37,55,94,0,0,0,4,3,5,3,0,3,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,4,5,0,3,6,0,0,0,87,104,184,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,4,0,0,4,113,108,226,0,0,3,3,0,3,120,110,230,71,100,163,13,15,33,300,342,641
5116511,0,3,3,14,18,35,0,0,0,3,5,7,0,0,0,30,44,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,3,3,7,0,0,0,55,80,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,111,231,3,4,7,0,0,4,121,116,241,22,20,38,8,10,17,211,233,440
5116512,0,4,4,13,25,35,0,0,0,0,3,3,0,0,0,32,41,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,4,10,0,0,0,50,84,130,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,58,124,0,0,0,0,0,4,67,59,126,50,57,109,8,6,14,178,217,390
5116513,8,7,9,44,36,78,0,0,0,3,0,3,0,0,0,69,77,147,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,3,0,3,3,3,9,16,0,0,0,0,0,0,6,7,9,0,10,12,0,0,0,131,143,270,0,0,3,0,5,10,3,3,7,0,0,0,0,0,0,0,0,3,4,0,4,148,152,297,3,9,9,0,0,0,156,155,309,148,158,307,63,116,178,506,587,1101
5116514,10,4,17,13,15,27,0,0,0,0,0,0,0,0,0,37,36,76,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,64,59,126,10,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,131,0,0,0,0,0,0,72,58,131,39,45,86,13,7,20,206,188,395
5116515,4,3,15,31,39,69,0,0,0,0,3,3,0,0,0,66,76,142,0,3,3,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19,0,0,0,0,0,0,5,3,5,4,4,4,0,0,0,110,147,252,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,129,269,3,0,5,5,0,3,146,133,275,15,17,32,3,4,11,282,309,594
5116516,4,3,3,30,41,63,0,0,0,3,0,3,0,0,0,48,48,96,0,0,0,3,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,11,0,0,0,0,0,0,3,4,9,3,3,6,0,0,0,93,105,199,5,4,4,3,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,135,264,0,3,3,0,0,4,131,140,269,46,48,98,0,0,0,280,306,589
5116517,11,8,21,19,28,49,0,0,0,0,0,0,0,0,0,60,82,147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,6,3,7,0,0,0,0,0,0,7,3,13,3,4,9,0,0,0,105,135,238,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,153,173,325,3,0,8,3,0,3,159,173,330,40,35,76,3,4,3,317,356,669
5116518,3,8,13,31,30,58,0,0,0,0,0,3,0,3,3,30,53,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,4,0,9,0,0,0,0,0,0,0,3,3,3,3,7,0,0,0,74,98,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,146,274,0,0,0,0,0,3,135,142,277,13,22,41,0,0,0,223,276,502
5116519,3,3,3,15,26,45,0,0,0,4,3,8,0,0,0,49,68,120,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,3,3,0,4,8,3,3,9,0,0,4,87,113,201,6,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,107,98,212,3,0,3,0,3,3,113,105,215,37,44,79,3,3,3,256,267,526
5116520,7,11,12,20,27,45,0,0,0,0,4,4,0,0,0,34,38,73,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,8,5,0,0,0,0,0,0,0,3,8,5,4,7,0,0,0,64,89,156,0,3,7,3,3,11,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,56,74,131,3,0,3,0,0,0,56,75,133,17,22,36,0,0,0,147,207,355
5116521,0,8,9,24,20,41,0,0,0,0,0,0,0,0,0,25,28,54,0,0,3,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,4,5,0,3,0,0,0,0,0,0,4,4,10,0,0,0,0,0,3,64,65,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80,161,0,0,0,0,0,0,86,80,164,42,17,54,9,5,10,199,167,369
5116522,6,8,8,18,18,31,0,0,0,3,0,3,0,0,0,72,59,130,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,9,0,0,0,0,0,0,5,0,8,3,0,3,0,0,0,102,87,186,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,122,121,241,4,0,4,0,0,0,126,119,248,49,38,85,4,8,7,290,261,549
5116523,0,4,3,17,23,39,0,0,0,0,3,4,0,0,0,25,33,59,0,0,0,0,3,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,6,8,0,3,3,0,0,0,46,78,125,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,83,75,154,3,7,9,0,0,0,82,81,159,26,30,56,0,0,3,163,190,361
5116524,3,0,3,25,29,55,0,0,0,0,0,0,0,0,0,33,36,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,11,4,4,9,0,0,0,65,79,143,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,80,176,3,0,3,0,0,0,103,82,180,37,26,62,0,4,4,210,194,399
5116525,0,5,3,12,23,38,0,0,0,4,3,7,0,0,0,28,13,42,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,53,52,104,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,115,0,0,0,0,0,0,68,45,112,177,159,335,11,13,23,314,278,588
5116526,4,3,10,25,31,54,0,0,0,3,3,5,0,0,0,54,60,116,0,0,0,3,0,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,10,13,15,0,0,0,97,115,220,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,117,243,0,0,0,0,0,0,122,120,245,37,37,71,0,3,3,269,278,549
5116527,4,12,13,12,16,28,0,0,0,0,3,3,0,0,0,44,66,103,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,4,0,0,0,3,0,4,6,3,7,0,0,0,76,93,168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,3,4,74,77,152,0,0,0,0,0,3,76,79,155,32,29,57,0,0,0,188,211,396
5116528,5,4,8,25,24,46,0,0,0,0,3,3,0,0,0,62,116,179,0,0,0,3,7,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,4,6,5,5,7,0,0,0,89,174,262,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,3,4,8,126,150,280,0,0,0,0,0,0,126,150,281,30,37,68,3,0,3,260,373,631
5116529,0,3,3,15,13,31,0,0,0,0,0,0,0,0,0,21,29,51,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,69,132,0,0,0,0,0,0,59,70,134,11,10,20,0,0,0,112,142,261
5116530,0,6,5,10,19,36,0,0,0,0,0,0,0,0,0,40,53,95,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,62,84,151,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,109,110,215,3,3,9,3,0,3,111,118,228,18,10,30,0,0,0,199,219,417
5116531,3,3,7,37,41,82,0,0,0,5,3,4,0,0,0,41,46,85,0,0,0,3,3,4,0,0,0,0,0,0,3,3,8,0,0,0,0,4,3,0,0,5,3,6,4,0,0,0,0,0,0,6,8,15,0,3,3,0,0,0,103,115,220,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,80,68,150,0,3,3,0,0,0,80,67,155,11,17,34,5,6,8,207,212,423
5116532,0,3,8,18,27,45,0,0,0,0,0,0,0,0,0,29,26,58,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,3,8,6,0,0,4,0,0,0,57,70,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80,166,0,0,0,0,0,0,84,84,166,20,16,38,0,0,0,163,174,339
5116601,0,0,0,5,5,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,7,3,11,12,4,23,0,0,0,27,10,39
5116602,0,3,3,8,13,20,0,0,0,0,3,5,0,0,0,27,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,3,3,9,4,0,5,0,0,0,47,56,107,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,81,69,149,0,0,3,0,0,0,87,66,152,23,19,46,0,0,0,166,153,315
5116603,8,6,14,13,30,39,0,0,0,0,3,3,0,0,0,40,45,78,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,9,14,0,0,0,61,87,155,3,3,7,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,87,0,0,0,0,0,0,47,35,87,3,9,17,4,6,11,133,156,292
5116604,5,4,12,21,17,42,0,0,0,0,4,4,0,0,0,41,57,96,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,4,12,3,0,3,72,95,174,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,70,130,0,0,0,3,3,4,58,70,137,24,24,48,0,0,0,171,205,371
5116605,0,0,3,15,15,33,0,0,0,3,3,3,0,0,0,54,67,120,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,86,97,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,122,120,244,0,4,6,0,0,0,125,127,255,20,14,36,0,0,3,242,241,483
5116606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116607,0,7,8,19,33,51,0,0,0,0,0,0,0,0,0,32,40,76,0,0,0,3,3,8,0,0,0,0,0,0,3,3,7,0,0,0,0,3,3,0,0,0,7,0,7,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,66,100,161,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,7,0,5,6,112,114,223,0,0,0,0,0,0,112,117,224,28,21,55,6,3,13,216,257,477
5116608,4,3,6,19,20,41,0,0,0,0,5,3,0,0,0,54,65,119,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,8,16,0,4,3,0,0,0,91,117,206,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,145,161,301,0,0,0,0,3,3,150,166,309,20,35,62,4,3,10,269,340,607
5116609,0,8,7,26,32,50,0,0,0,0,3,0,0,0,0,47,66,114,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,10,5,4,10,0,0,0,91,111,198,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,121,248,0,0,3,0,0,0,137,119,255,18,24,41,3,4,8,251,268,524
5116610,4,3,11,53,58,109,0,0,0,4,0,3,0,0,0,54,87,145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,8,17,0,0,0,0,0,0,11,17,27,5,13,19,0,0,0,155,179,332,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,3,0,3,3,0,3,143,109,252,7,0,5,0,0,0,146,110,260,43,26,64,11,8,19,361,330,695
5116611,0,0,3,14,25,41,0,0,0,0,0,0,0,0,0,29,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,51,68,119,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,5,0,4,5,96,97,194,0,0,0,0,0,0,96,97,194,23,24,44,0,3,3,181,198,377
5116612,3,8,9,19,14,36,0,0,0,0,0,0,0,0,0,38,51,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,9,0,0,0,0,0,0,0,3,3,3,4,5,0,0,0,66,82,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,96,179,0,0,4,0,0,0,87,93,185,17,22,42,3,3,4,177,207,381
5116613,3,3,6,23,31,54,0,0,0,0,0,0,0,0,0,58,64,127,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,4,9,3,0,3,0,0,0,93,110,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,4,139,162,307,4,4,7,0,0,0,148,169,315,29,33,60,0,6,6,277,326,599
5116614,3,4,11,25,30,51,0,0,0,3,3,10,0,0,0,73,86,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,0,0,0,0,0,0,0,5,9,14,4,7,6,0,0,0,110,134,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,113,0,0,0,0,0,0,61,51,114,13,19,29,5,4,3,200,215,411
5116615,0,0,4,19,35,53,0,0,0,0,0,0,0,0,0,33,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,3,8,9,5,9,0,0,0,67,93,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,68,0,0,0,0,0,0,45,30,70,8,18,25,3,3,4,120,140,266
5116616,0,0,3,13,19,27,0,0,0,4,3,7,0,0,0,39,58,99,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,60,87,147,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,88,0,0,0,0,0,0,45,36,88,17,24,37,0,0,0,124,155,277
5116617,0,3,3,15,33,50,0,0,0,5,6,5,0,0,0,48,63,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3,3,5,0,0,0,0,0,0,6,7,11,3,0,3,0,0,0,85,115,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,143,5,0,5,0,0,0,82,61,147,16,15,28,3,0,3,186,192,380
5116618,0,0,0,25,32,54,0,0,0,0,0,3,0,0,0,61,73,141,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,8,0,0,0,0,0,0,11,3,16,6,5,12,0,0,0,107,128,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,66,0,0,0,0,3,4,35,38,70,11,11,20,0,3,3,155,176,336
