SA1_7DIGITCODE_2016,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr,P_Yr_9_eq_Tot
5100111,0,8,10,20,9,15,17,4,0,79,0,0,0,0,7,5,0,0,0,9,0,0,9,8,11,8,3,0,0,37,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,6,15,28,25,26,26,6,0,139,0,6,13,12,14,21,12,9,0,82,0,0,0,0,3,7,0,0,0,5,0,0,0,3,3,7,0,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,3,9,16,18,18,30,17,5,0,123,3,13,19,33,22,34,31,12,0,157,0,0,0,0,6,4,0,0,0,16,0,0,9,11,14,15,5,0,0,57,0,0,0,0,4,0,0,0,0,6
5100112,0,4,5,9,9,6,10,4,0,47,0,0,3,3,0,3,3,0,0,11,3,0,0,6,7,8,8,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8,0,0,0,20,5,4,14,21,27,22,23,8,3,128,3,0,18,8,18,16,7,0,0,66,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,0,0,0,18,11,0,24,17,18,34,19,3,0,126,5,7,25,18,27,22,21,4,0,113,0,0,3,4,0,10,3,0,0,24,3,0,0,6,11,12,10,3,0,57,0,0,0,0,0,0,3,0,0,6
5100113,3,3,3,3,10,9,9,0,0,46,0,0,0,0,0,3,3,0,0,6,0,0,0,6,10,8,9,0,0,34,0,0,0,0,3,3,6,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,9,5,6,4,13,20,33,27,10,0,119,0,6,3,10,12,6,5,4,0,49,0,0,0,0,0,7,3,0,0,13,0,0,0,0,9,13,6,0,0,27,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,6,0,6,6,9,23,27,21,4,3,101,3,7,11,16,24,16,12,3,0,91,0,0,3,0,5,9,6,0,0,20,0,0,0,8,16,21,13,0,0,55,0,0,0,0,3,4,7,3,0,16
5100114,3,0,15,30,15,4,0,4,0,82,3,0,5,8,9,3,3,0,0,26,0,0,0,9,23,5,4,6,0,50,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,13,3,19,52,48,15,16,13,3,181,0,4,28,50,22,12,5,0,0,119,0,0,3,5,4,6,0,0,0,22,0,0,3,10,10,4,13,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,16,10,8,29,69,38,23,15,10,0,201,6,6,39,83,30,18,5,8,0,197,4,0,7,12,10,9,3,3,0,41,0,0,3,17,27,11,13,3,0,84,0,0,0,3,3,0,4,3,0,14
5100115,0,0,12,19,9,16,10,0,0,65,0,0,3,7,0,0,4,0,0,19,0,0,0,9,9,16,8,3,0,43,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,14,37,23,34,26,14,3,150,0,8,7,18,16,22,14,4,0,83,0,3,0,4,0,0,3,0,0,18,0,0,0,6,6,7,8,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,3,9,16,25,26,35,29,10,0,152,0,8,15,32,25,37,26,8,0,149,0,3,7,8,7,3,7,0,0,33,0,3,3,16,14,27,17,3,0,76,0,0,0,0,0,0,3,0,0,8
5100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100202,0,0,3,4,0,0,12,13,10,54,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,5,15,12,3,43,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,23,42,0,5,5,11,3,10,31,55,43,171,0,3,7,5,5,3,13,19,5,71,0,0,0,0,0,5,5,3,0,19,0,4,0,3,3,7,21,18,3,53,0,0,0,0,0,0,3,11,6,25,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,57,103,0,4,10,10,8,17,60,86,81,280,0,6,11,8,5,6,30,35,19,122,0,0,0,3,0,9,6,10,0,28,0,3,0,4,9,13,35,33,3,98,0,0,0,0,0,0,3,16,8,34
5100203,3,7,3,13,7,4,9,0,0,52,0,0,3,3,6,4,0,0,0,22,9,0,4,8,17,9,5,0,0,55,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,12,6,15,26,36,25,21,3,3,155,3,3,9,28,15,13,8,0,0,79,0,0,3,6,6,7,0,0,0,28,0,0,3,3,13,8,8,3,0,48,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,16,41,39,30,20,3,0,156,6,9,11,40,19,15,18,0,0,129,3,0,3,11,11,12,3,0,0,48,9,3,13,16,31,16,15,5,0,102,0,0,0,0,0,4,4,0,0,6
5100204,4,4,10,5,5,8,3,3,4,45,3,0,4,0,3,3,3,0,3,21,0,7,6,6,15,10,5,5,0,53,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,14,14,15,26,19,26,33,9,13,4,155,4,6,8,12,15,13,3,9,0,77,0,3,3,3,0,7,0,3,0,19,0,0,6,5,10,8,6,4,0,44,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,4,3,17,10,5,25,27,34,22,16,20,6,167,7,9,21,21,24,16,5,11,4,119,3,6,6,3,6,11,3,3,3,36,0,7,16,18,23,19,11,5,0,99,0,0,0,0,7,0,4,3,4,25
5100205,3,6,3,6,13,12,6,0,0,53,0,0,0,3,11,4,0,0,0,14,0,0,3,5,7,5,5,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,9,20,35,21,19,6,0,118,3,4,4,8,27,13,7,4,0,65,0,3,0,3,3,0,0,0,0,14,0,0,0,5,14,12,9,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,6,4,4,22,45,22,17,12,0,121,4,10,9,16,39,20,10,3,0,114,0,3,0,7,15,3,0,0,0,27,0,0,3,7,21,16,18,7,0,72,0,0,0,0,0,3,3,0,0,7
5100206,3,7,6,8,6,3,9,3,3,44,0,0,0,3,3,5,3,0,0,15,0,4,3,4,4,3,13,6,4,43,0,0,0,3,0,0,3,3,0,9,0,0,0,0,3,0,3,8,4,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,12,13,21,15,12,31,22,14,135,0,10,12,16,3,7,7,6,0,68,0,0,0,3,3,4,3,0,0,15,0,0,3,8,7,7,13,6,3,60,0,0,0,0,0,0,5,0,4,10,0,0,0,0,0,0,0,11,6,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,8,0,22,3,11,21,30,20,21,37,35,16,197,3,13,17,25,11,7,19,12,5,111,0,0,0,3,4,8,3,0,0,28,0,3,10,13,17,15,27,9,4,102,0,0,0,5,0,0,9,4,4,25
5100207,0,3,7,12,3,3,3,0,0,28,0,0,0,0,0,5,3,3,0,11,0,0,5,4,3,14,3,4,0,44,0,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,16,18,9,22,11,18,4,109,0,0,6,14,9,10,6,6,0,57,0,0,3,3,3,3,0,3,0,21,3,3,4,4,3,13,6,4,0,45,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,18,3,6,12,24,20,36,22,18,4,147,0,6,10,27,12,12,10,5,0,85,0,0,4,0,3,6,3,4,0,30,3,4,13,10,9,25,11,10,0,86,0,0,4,0,0,3,4,0,0,13
5100209,0,10,20,11,8,13,15,3,0,77,0,3,3,5,3,4,0,0,0,15,0,7,9,5,7,13,15,6,0,63,0,0,0,3,3,0,7,3,0,16,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,6,0,0,8,5,0,9,3,5,0,28,0,17,40,26,32,45,44,15,5,222,7,11,14,14,17,14,17,5,0,109,0,0,0,4,5,7,4,0,0,22,0,0,5,3,15,11,13,11,3,58,0,0,0,0,0,0,3,5,3,13,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,6,15,3,46,4,9,26,23,45,44,47,40,11,254,7,14,32,27,31,31,30,14,0,183,0,3,5,5,7,8,6,0,0,38,0,8,13,7,22,25,28,13,3,120,3,0,0,3,4,3,13,5,3,27
5100213,0,0,0,11,3,3,6,3,0,33,0,0,0,3,4,0,0,0,0,13,0,0,0,0,13,5,6,3,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,11,27,15,16,10,6,93,0,3,4,15,12,5,3,3,0,52,0,0,0,3,3,3,0,0,0,14,0,0,0,6,10,10,5,3,0,37,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,3,9,22,27,23,18,12,0,114,4,9,8,22,16,9,9,4,0,81,3,0,0,7,12,7,0,0,0,32,0,0,0,3,22,12,10,3,0,66,0,0,0,0,0,3,4,0,0,6
5100214,10,13,12,25,22,11,10,0,0,89,0,3,7,7,6,7,3,0,0,34,4,3,5,4,22,12,18,3,0,62,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,13,14,19,31,38,48,22,34,9,3,210,6,20,28,34,19,10,8,5,0,133,0,0,3,6,13,3,6,0,0,36,0,0,3,4,24,9,12,10,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,22,38,48,61,34,28,11,4,245,12,30,40,54,37,23,16,5,0,224,0,3,7,19,21,8,10,0,0,71,4,3,6,13,44,24,30,12,0,124,0,0,0,0,3,4,0,0,0,7
5100216,0,4,8,10,3,4,3,0,0,38,0,0,0,3,6,0,3,0,0,19,0,4,7,8,12,11,10,5,0,50,0,0,3,0,3,3,3,0,0,13,0,0,0,0,0,3,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,17,6,10,18,20,28,25,26,15,9,148,0,4,7,14,8,9,3,3,0,46,0,3,6,4,9,4,3,3,0,29,0,3,4,8,14,19,15,3,0,62,0,3,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,24,5,7,19,30,37,34,25,23,10,186,4,12,11,22,14,13,9,7,0,90,3,3,7,7,16,4,4,0,0,47,3,7,10,10,22,22,19,7,0,114,0,3,3,0,3,8,5,3,0,26
5100217,0,0,8,15,3,4,7,3,0,43,0,0,5,0,8,0,0,0,0,15,3,0,3,3,10,11,0,3,0,37,0,3,3,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,3,3,21,23,17,17,19,9,3,116,0,4,11,9,10,8,6,0,0,49,0,0,4,0,9,3,0,0,0,24,0,0,0,4,7,9,3,0,0,35,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,16,13,24,23,20,6,5,122,3,4,20,20,13,17,11,3,0,88,0,0,9,4,12,3,0,0,0,39,3,0,3,11,17,18,11,3,0,66,0,3,3,0,0,4,6,5,0,20
5100218,0,3,9,10,3,4,0,6,0,34,4,0,3,5,0,3,0,0,0,17,0,0,5,4,9,5,3,3,0,29,0,3,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,13,14,16,14,10,16,0,98,0,3,7,9,5,5,4,3,0,38,0,3,4,3,4,0,3,0,0,13,0,0,3,6,3,9,5,6,0,33,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,14,18,12,17,11,15,0,98,3,5,13,13,10,13,3,8,0,70,4,3,4,4,7,3,3,0,0,32,0,3,10,11,7,11,10,7,0,59,0,0,0,0,3,6,0,6,0,17
5100219,0,0,19,12,13,14,6,5,0,63,0,0,0,0,4,0,0,0,0,11,0,0,4,4,5,12,15,3,0,45,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,3,4,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,22,16,21,28,39,13,3,155,5,7,19,13,13,9,12,3,4,88,0,0,3,4,4,3,8,0,0,19,3,0,3,3,10,8,14,7,0,46,0,0,0,0,0,3,10,4,0,18,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,6,10,22,17,29,31,45,18,10,187,3,12,37,22,28,21,22,6,4,146,0,3,3,6,5,7,7,0,0,38,3,0,5,4,20,19,25,7,0,91,0,0,3,0,0,7,13,4,0,28
5100220,4,14,11,10,9,15,10,6,3,80,0,0,4,3,3,3,0,0,0,13,0,0,7,9,4,12,14,8,3,60,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,3,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,15,4,19,21,30,19,34,29,18,12,184,3,8,16,18,10,21,10,10,5,93,0,0,0,0,5,7,7,5,0,19,0,3,10,0,12,16,13,7,5,66,0,0,0,0,0,0,4,6,3,11,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,3,3,25,3,13,30,21,26,46,37,33,26,239,4,21,30,30,17,34,21,13,7,176,0,0,7,6,8,5,7,3,0,35,0,0,17,13,12,28,24,21,12,126,0,0,0,0,0,0,7,10,4,18
5100222,4,4,4,24,19,17,8,0,0,82,0,0,3,5,8,3,0,0,0,19,4,0,0,3,8,9,5,0,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,8,8,24,28,36,17,9,0,144,8,6,7,27,25,10,11,5,0,85,0,0,0,0,9,3,0,0,0,13,0,3,0,3,12,11,10,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,9,10,35,41,22,24,11,3,162,8,14,11,49,38,27,16,6,0,167,0,0,4,3,19,7,3,0,0,34,3,3,0,11,19,20,19,7,0,79,0,0,0,0,0,4,6,0,0,10
5100223,0,5,0,12,4,9,4,0,0,36,0,0,4,3,10,0,0,0,0,14,4,0,0,4,13,9,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,16,6,13,5,16,33,18,15,8,0,111,3,3,12,13,16,3,4,3,0,54,0,0,0,0,7,3,5,0,0,11,0,0,0,4,11,9,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,6,0,0,15,8,4,12,18,42,13,16,3,3,113,4,8,12,20,21,11,7,3,0,88,0,0,4,4,18,3,5,0,0,28,3,3,0,10,30,13,11,0,0,67,0,0,0,0,0,0,3,0,0,6
5100224,4,9,8,8,9,10,3,0,0,54,0,0,3,5,0,3,3,0,0,20,4,5,3,11,4,12,6,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,14,22,19,29,17,9,0,129,0,7,6,20,6,16,3,0,0,58,0,0,0,4,3,4,3,0,0,21,5,0,0,9,4,13,4,0,0,36,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,12,35,16,31,9,7,3,123,3,13,16,24,21,18,7,0,0,107,0,3,6,10,5,4,4,3,0,36,7,5,7,21,10,22,9,3,0,77,0,0,0,3,0,3,0,0,0,9
5100226,4,3,3,9,15,15,5,0,0,48,0,0,0,0,3,0,3,0,0,12,0,3,3,11,11,5,7,4,0,42,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,6,10,3,17,31,26,29,14,0,127,0,7,3,12,17,17,14,0,0,71,0,0,0,3,0,3,0,0,0,15,0,4,3,0,4,17,10,4,0,40,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,16,5,8,7,22,27,39,20,17,3,154,4,10,12,21,31,29,18,0,0,119,0,0,0,4,8,6,3,0,0,29,0,7,5,10,17,21,17,8,3,87,0,0,0,0,4,3,6,3,0,16
5100227,0,0,3,8,4,0,3,0,0,20,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,7,7,0,0,41,0,0,3,4,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,15,9,5,4,0,47,0,6,8,13,9,4,5,0,0,45,0,0,5,0,4,0,0,0,0,7,0,0,0,0,10,7,0,0,0,24,0,0,0,0,0,0,3,0,0,7
5100229,6,3,16,15,13,17,3,3,0,85,6,0,6,12,3,0,3,0,0,31,0,3,3,5,11,8,9,4,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,12,6,7,32,32,32,35,26,13,0,182,5,10,23,36,21,17,10,3,0,121,3,5,8,5,3,3,0,0,0,26,0,0,9,8,10,3,14,4,6,48,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,14,8,32,47,41,30,32,10,3,216,13,9,42,53,39,33,11,4,0,203,7,4,11,16,7,6,5,0,0,58,0,6,11,8,18,14,22,6,6,95,0,0,0,0,0,5,7,0,0,16
