SA1_7DIGITCODE_2016,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
5124208,0,0,6,6,0,4,9,12,0,3,0,5,0,3,0,8,12,0,3,15,12,3,7,23,8,0,4,11,4,0,3,5,0,0,3,3,36,14,34,87,0,0,9,9,0,4,3,9,0,4,4,6,14,3,4,15,6,3,0,13,18,0,9,24,3,0,0,3,3,0,3,7,0,0,0,0,39,14,26,82,0,0,11,11,0,8,11,19,4,6,3,20,12,3,5,23,18,3,8,23,29,3,11,48,12,4,8,16,5,0,8,12,0,0,3,4,76,32,66,173
5124209,0,0,4,3,0,3,3,4,4,0,4,9,6,3,5,12,11,3,11,28,14,5,13,32,13,4,9,23,8,0,0,8,0,0,0,0,53,18,51,123,0,0,6,6,0,3,0,3,10,0,4,8,7,4,7,13,13,6,9,28,11,0,8,15,13,3,4,15,3,0,5,9,0,0,3,4,47,14,34,101,0,0,4,4,0,7,3,10,7,0,6,20,15,9,12,32,26,4,24,55,18,6,20,45,23,4,10,40,11,0,5,13,0,0,3,3,101,37,89,220
5124210,0,0,3,4,0,0,5,4,12,5,9,27,5,0,3,9,9,0,15,28,5,3,4,15,8,0,4,9,6,0,3,5,0,0,0,3,51,10,48,112,0,0,0,0,0,4,6,8,12,3,4,16,7,4,5,15,10,8,4,17,9,3,5,16,10,0,4,12,4,0,0,10,0,0,0,0,48,17,37,101,0,0,4,7,0,3,10,16,18,11,12,38,17,4,11,25,22,8,20,47,16,3,16,35,12,0,6,21,9,0,3,17,0,0,4,9,100,25,83,208
5124211,0,0,5,5,0,0,6,6,3,3,3,11,7,4,8,22,9,0,10,24,9,5,10,17,8,0,8,18,3,0,3,10,0,0,0,0,44,13,59,109,0,0,3,3,0,0,3,5,3,0,4,16,11,5,0,16,11,3,10,23,10,0,0,12,7,0,7,17,3,0,6,5,0,0,0,0,52,7,40,98,0,0,11,13,0,0,7,13,11,9,10,24,19,5,9,34,25,0,22,51,21,5,10,32,16,0,14,32,7,0,6,11,0,0,0,0,90,23,96,210
5124212,0,0,0,0,0,0,0,0,3,3,5,11,11,3,0,13,15,0,4,19,5,0,3,10,7,0,4,9,3,0,0,3,0,0,0,3,43,10,22,68,0,0,0,0,0,0,3,4,8,3,3,13,11,3,0,13,13,0,0,12,10,0,0,11,9,0,0,7,3,0,0,3,0,0,0,0,46,10,11,62,0,0,3,3,0,0,3,4,6,5,10,24,20,3,0,22,28,3,4,33,17,0,4,21,13,0,4,19,3,0,0,3,0,0,0,3,87,16,30,130
5124213,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,7,5,0,0,10,8,0,3,7,5,0,0,5,4,0,0,4,0,0,3,3,28,4,13,41,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,3,0,0,3,9,0,0,9,7,0,3,10,0,0,0,0,0,0,0,0,29,4,5,33,0,0,0,0,0,0,0,0,4,0,3,7,7,0,0,9,10,0,0,16,15,0,3,13,11,0,3,15,4,0,0,5,0,0,3,3,51,7,19,76
5124214,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,6,4,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,11,0,4,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,3,5,0,0,5,8,0,0,7,0,0,0,0,0,0,0,0,11,0,4,13,0,0,0,0,0,0,3,3,0,0,3,3,4,0,0,7,8,0,0,10,7,0,0,11,7,0,0,10,0,0,0,0,0,0,0,0,26,0,9,33
5124301,0,0,9,9,0,0,9,13,0,4,3,12,3,0,8,14,8,0,7,18,10,3,8,18,8,0,3,12,9,0,4,9,0,0,0,0,41,9,42,96,0,0,6,6,0,0,7,7,7,4,13,26,6,4,3,18,10,3,7,17,8,0,11,25,8,0,5,11,4,0,6,5,0,0,0,0,39,12,64,119,0,0,13,13,0,0,15,21,4,8,16,33,11,4,10,23,14,3,15,32,19,3,16,42,14,0,5,20,8,0,10,17,0,0,0,0,81,24,112,212
5124302,0,0,5,5,0,0,8,9,3,3,6,16,8,3,6,14,16,8,3,27,4,3,15,18,14,0,8,20,5,0,5,10,0,0,0,3,46,14,62,125,0,0,6,6,0,3,4,7,10,3,11,25,12,4,7,27,11,0,8,20,11,0,12,20,9,3,5,14,4,0,3,5,0,0,3,4,52,19,67,131,0,0,13,13,0,3,11,18,13,11,18,41,17,9,15,45,20,10,14,44,17,0,25,42,21,3,17,35,10,0,7,18,3,0,3,6,98,34,124,258
5124303,0,0,11,11,0,0,9,10,6,3,12,21,10,3,3,14,8,0,3,13,24,0,5,27,11,0,3,13,3,0,0,3,0,0,0,0,69,8,38,120,0,0,4,4,0,0,10,10,11,3,0,19,9,3,6,23,20,0,3,26,14,6,8,24,7,0,0,9,3,0,4,4,0,0,0,0,74,9,39,120,0,0,20,20,0,0,19,15,17,6,14,34,19,9,12,40,32,3,6,41,41,8,10,54,21,0,4,30,4,0,4,10,0,0,0,0,136,21,79,238
5124304,0,0,8,8,0,0,4,9,9,3,5,18,10,0,0,6,10,3,4,9,3,0,6,10,17,0,6,22,3,0,0,8,0,0,0,0,52,5,34,89,0,0,4,4,0,0,7,7,7,3,7,12,7,0,0,12,3,3,9,17,17,0,3,19,12,0,3,15,3,0,3,12,0,0,0,0,54,4,41,97,0,0,13,13,0,0,11,13,9,7,13,32,19,0,3,22,16,8,9,26,20,0,8,29,32,0,10,38,5,0,7,19,0,0,0,0,99,14,74,191
5124305,0,0,9,9,0,3,14,14,5,3,12,20,10,3,7,20,8,4,4,15,10,3,6,17,10,0,0,8,3,0,3,3,0,0,0,0,40,14,50,104,0,0,4,3,0,0,8,9,6,4,3,14,3,0,3,8,8,0,7,21,12,0,7,18,4,0,9,11,0,0,4,10,0,0,4,4,39,13,41,91,0,0,10,9,0,3,16,22,8,9,19,31,12,6,9,31,20,4,8,29,16,3,14,35,11,0,8,20,6,0,7,15,0,0,4,3,79,24,96,192
5124306,0,0,6,6,0,3,8,10,5,0,8,9,11,3,0,14,19,0,5,28,13,7,0,25,7,0,0,8,0,0,0,3,0,0,0,0,54,13,29,96,0,0,10,10,0,0,11,6,4,3,0,9,13,0,0,20,15,5,0,25,11,3,3,21,4,0,0,4,0,0,0,0,0,0,0,0,53,10,28,97,0,0,19,19,0,5,12,13,6,0,9,17,29,7,0,35,38,5,3,45,27,6,3,39,8,0,3,10,0,0,0,4,0,0,0,4,113,22,61,196
5124307,0,0,9,6,0,0,4,8,8,3,8,16,10,0,7,16,0,0,7,5,12,3,3,20,7,0,3,13,7,0,0,7,0,0,0,3,42,7,44,86,0,0,8,12,0,0,7,8,8,0,10,13,5,0,8,13,5,4,8,18,9,0,11,21,11,0,6,14,3,0,0,3,0,0,7,7,42,7,68,120,0,3,16,14,0,6,13,14,16,4,14,30,16,0,18,29,9,4,13,29,19,3,17,38,12,0,15,30,10,0,0,14,0,0,3,6,76,18,110,204
5124308,0,0,3,3,0,0,10,10,3,5,11,19,5,0,3,10,8,3,11,23,14,0,7,18,20,3,9,28,8,0,3,7,0,0,0,0,51,12,52,123,0,0,15,15,0,3,6,6,7,3,11,21,8,0,6,14,9,7,0,16,20,3,8,26,15,0,5,22,3,0,4,7,0,0,3,3,51,14,59,124,0,0,16,16,0,3,12,17,11,8,16,41,13,3,11,26,12,9,15,34,27,5,15,46,33,3,10,45,6,0,10,15,0,0,3,5,104,32,105,248
5124309,0,0,18,18,0,0,7,7,8,3,10,20,6,3,4,9,14,9,4,25,16,9,10,37,21,4,0,21,3,0,3,10,0,0,0,0,67,25,52,140,0,0,11,11,0,0,5,5,9,8,3,16,15,0,8,24,17,9,0,20,15,9,3,28,18,0,7,30,3,0,3,8,0,0,0,0,70,28,41,145,0,0,21,21,0,0,17,17,21,10,15,43,20,3,8,32,27,19,4,45,33,10,16,60,35,7,12,55,9,0,7,14,3,0,0,3,140,46,96,286
5124310,0,0,13,14,0,0,4,4,0,0,9,11,6,6,3,8,9,0,7,19,3,3,3,8,5,0,3,7,0,0,0,3,0,0,0,0,18,11,49,80,0,0,6,6,0,0,5,3,3,0,3,9,6,5,10,21,3,0,7,16,4,0,10,14,7,0,7,15,0,0,3,3,0,0,0,0,20,10,53,87,0,3,15,21,0,0,10,9,3,3,7,16,8,8,10,28,9,3,22,31,7,3,15,25,9,0,10,25,0,0,7,7,0,0,0,3,44,20,103,165
5124311,0,0,12,12,0,0,4,4,4,0,5,11,15,3,3,18,3,0,0,6,11,0,9,19,9,3,0,16,0,0,4,3,0,0,0,0,45,11,33,92,0,0,4,4,0,0,3,5,13,3,4,20,14,3,8,23,4,3,8,18,8,0,7,17,9,0,3,8,0,0,9,10,0,0,0,0,47,12,52,106,0,0,18,18,0,0,4,8,15,5,10,31,28,3,8,41,5,4,11,21,22,3,13,36,21,3,7,25,3,0,13,14,0,0,0,5,95,19,87,196
5124312,0,0,3,3,0,3,3,8,0,3,3,5,8,0,5,12,4,0,3,6,9,0,0,13,9,3,0,11,3,0,0,9,0,0,0,0,32,12,20,66,0,0,3,3,0,3,3,8,3,4,3,13,3,3,3,7,6,0,0,7,8,0,6,19,9,0,3,14,3,0,3,6,0,0,7,7,33,9,33,77,0,0,4,11,0,7,8,15,8,8,9,17,7,3,7,23,12,0,3,15,22,3,4,29,16,3,3,19,8,0,0,15,0,0,6,7,69,24,54,148
5124313,0,0,8,8,0,0,11,15,3,3,9,11,5,5,12,23,13,0,7,24,10,3,9,25,10,3,9,25,4,0,4,12,0,0,0,0,52,15,66,135,0,0,5,5,0,0,6,5,0,3,7,16,10,3,4,19,16,3,7,26,15,3,5,28,9,3,7,14,7,0,6,10,0,0,0,0,56,14,57,122,0,0,14,14,4,0,16,17,4,7,14,27,19,9,15,42,25,3,20,50,29,7,15,51,20,7,12,42,7,0,7,21,0,0,0,3,103,33,122,257
5124314,0,0,9,9,0,4,4,12,0,3,3,7,5,4,5,15,0,0,3,11,6,0,0,5,13,0,4,16,7,0,4,11,3,0,0,6,34,6,38,80,0,0,4,9,0,0,4,7,0,5,10,12,11,3,5,20,0,0,14,17,4,0,15,21,13,0,6,20,6,0,6,13,0,0,4,3,33,6,69,113,0,0,15,16,0,4,13,20,3,6,8,20,13,4,10,30,0,0,15,23,13,0,15,25,19,0,15,36,12,0,10,26,5,0,3,7,72,16,112,199
5124315,0,0,6,6,0,0,7,9,4,3,3,8,8,0,5,13,6,0,0,10,8,3,3,18,3,0,4,4,4,0,0,4,0,0,0,3,34,10,29,76,0,0,7,11,0,0,6,8,8,6,4,13,9,0,6,17,13,0,6,18,5,3,5,19,6,0,3,8,0,0,6,10,0,0,3,3,33,14,54,104,0,0,18,15,0,3,11,12,9,8,8,26,10,0,13,25,15,3,8,32,16,6,12,35,7,0,6,13,3,0,4,12,0,0,6,10,70,24,85,178
5124316,0,0,10,10,3,0,4,9,4,6,3,13,6,3,5,10,6,3,5,11,8,0,9,12,9,0,7,13,5,0,3,14,3,0,0,5,42,11,45,100,0,0,10,10,0,3,3,8,7,6,7,20,12,3,4,21,7,0,3,12,3,0,4,13,9,0,4,9,3,0,3,4,0,0,0,0,40,12,44,101,0,0,20,20,5,4,7,17,13,10,14,36,10,9,13,30,15,4,6,25,15,3,11,27,14,0,9,25,8,0,7,18,3,0,0,4,83,28,86,196
5124317,0,0,3,3,0,3,4,7,3,3,3,5,4,4,0,6,3,0,0,5,10,0,3,14,4,0,7,13,10,0,3,9,0,0,0,0,37,6,27,67,0,0,3,3,0,0,3,8,5,4,9,15,0,3,0,9,8,0,6,9,11,0,0,15,11,0,8,16,4,0,3,8,0,0,3,9,36,11,37,83,0,0,4,4,0,3,12,10,9,7,12,23,7,9,0,18,6,0,7,15,22,0,5,28,12,0,9,25,9,0,4,15,0,0,3,9,70,18,65,148
5124318,0,0,8,8,0,0,9,8,6,0,8,15,11,0,3,14,5,3,3,14,9,0,6,13,6,0,5,13,3,0,4,9,3,0,0,0,43,6,40,91,0,0,10,10,3,0,3,8,7,4,8,15,11,3,3,15,9,4,9,23,8,0,4,15,5,0,3,8,0,0,6,5,0,0,3,3,42,8,48,104,0,0,16,16,3,3,9,18,15,5,14,35,23,4,5,33,14,7,13,35,18,0,14,30,10,0,14,25,3,0,10,13,3,0,3,6,89,21,96,196
5124319,0,0,7,3,0,0,6,11,3,0,7,7,3,0,10,11,3,0,6,15,3,4,6,19,5,0,3,11,3,0,4,6,3,0,3,3,26,11,52,94,0,0,10,7,0,0,0,4,3,3,10,16,3,3,3,11,3,4,5,14,6,0,8,15,3,3,12,20,4,0,0,4,0,0,3,3,26,15,47,95,0,0,12,12,3,0,8,11,6,8,14,21,6,4,13,21,7,6,16,27,9,3,19,30,8,8,15,29,11,0,3,10,3,0,8,7,55,30,103,182
5124320,0,0,8,8,0,0,7,4,7,5,4,22,10,7,5,19,14,3,3,21,24,3,10,35,14,0,3,21,8,0,0,6,0,0,0,0,76,14,47,139,0,0,12,12,3,0,9,13,11,7,4,25,14,0,8,20,15,6,3,23,20,0,8,29,15,0,4,18,6,0,3,9,0,0,3,3,78,13,57,153,0,0,18,18,3,0,12,19,23,16,16,48,22,8,10,44,28,5,6,43,42,3,12,60,26,0,9,36,10,0,3,19,0,0,5,8,159,25,104,291
5124321,0,0,17,17,0,0,9,9,8,5,4,20,32,3,4,38,29,0,5,33,30,4,6,39,18,0,7,33,10,0,0,11,3,0,3,3,128,17,57,204,0,0,18,18,0,0,8,9,21,7,6,32,32,0,6,41,21,3,3,28,29,3,10,47,15,0,4,18,6,0,4,15,0,0,8,9,129,17,71,217,0,0,33,33,0,0,15,14,29,8,13,55,64,7,11,81,51,7,9,67,61,5,17,82,40,0,14,54,14,0,11,27,4,0,7,10,259,32,130,419
5124322,0,0,10,10,0,0,10,10,3,4,7,16,5,4,8,24,8,3,8,12,0,3,6,7,3,0,3,6,4,0,0,8,0,0,0,0,30,14,53,98,0,0,20,20,0,0,5,5,6,9,13,22,6,3,8,19,8,4,7,22,3,3,12,16,4,0,8,10,3,0,4,10,0,0,3,3,28,20,75,119,0,0,28,28,0,0,12,18,8,9,15,35,12,5,19,39,11,6,15,31,3,7,17,28,10,0,8,19,9,0,4,14,0,0,3,3,61,30,129,221
5124323,0,0,4,4,0,0,0,3,4,0,3,11,4,3,3,7,12,0,4,15,12,0,7,22,16,0,7,29,0,0,3,5,0,0,0,0,55,5,35,94,0,0,6,6,0,0,0,4,7,3,4,11,9,3,3,14,13,0,11,24,14,0,10,23,12,0,8,20,0,0,8,8,0,0,0,0,57,7,47,114,0,0,16,16,0,3,3,10,4,5,8,20,16,5,3,23,21,0,18,42,26,3,15,42,34,0,14,47,3,0,9,10,0,0,3,3,106,16,83,209
5124324,0,0,0,0,0,0,3,3,3,0,8,7,0,3,4,7,8,0,4,9,19,0,0,21,11,3,3,23,0,0,3,3,4,0,0,6,48,8,29,82,0,0,7,7,0,0,0,0,0,0,0,7,4,3,7,10,5,0,3,9,16,3,6,22,14,0,8,19,0,0,4,6,0,0,0,3,43,8,29,85,0,0,4,4,0,0,3,3,3,0,8,13,4,6,9,20,14,0,6,24,31,0,9,38,25,0,12,38,3,0,8,13,4,0,4,5,88,17,54,162
5124325,0,0,10,10,0,3,0,3,3,7,0,9,8,3,3,12,12,3,3,16,5,0,3,11,12,0,3,16,6,0,5,8,0,0,0,0,41,12,33,86,0,0,6,6,0,3,0,3,4,3,5,14,8,4,0,16,10,0,3,13,8,4,3,16,3,0,10,12,0,0,0,3,0,0,0,0,42,18,29,84,0,0,9,9,0,3,4,7,10,8,5,19,17,8,3,27,16,3,13,27,16,4,12,29,19,3,10,33,5,0,7,10,0,0,0,0,81,28,63,171
5124326,0,0,11,11,0,0,7,7,0,0,3,7,8,3,3,10,8,4,0,8,11,0,9,15,9,0,5,18,4,0,6,6,0,0,0,0,35,9,41,79,0,0,3,3,0,0,0,0,3,0,5,13,7,3,0,8,12,0,3,10,4,0,0,9,11,0,3,14,0,0,0,3,0,0,0,0,40,5,21,66,0,0,11,11,0,0,12,12,7,0,6,14,14,6,7,18,21,3,3,23,21,0,9,26,16,0,10,31,5,0,3,10,0,0,0,0,79,9,59,146
5124327,0,0,5,5,0,0,0,0,5,0,0,5,6,0,0,8,10,3,3,18,17,0,3,14,5,0,0,9,3,0,3,7,0,0,0,0,39,3,25,72,0,0,3,3,0,0,3,3,7,0,0,7,5,0,0,5,8,0,0,11,14,0,4,15,5,0,0,6,0,0,0,0,0,0,0,0,40,3,10,55,0,0,7,7,0,0,3,3,9,0,0,13,17,0,0,13,21,3,3,28,27,0,5,33,10,0,7,17,3,0,0,6,0,0,0,0,84,9,37,127
5124328,0,0,7,7,0,0,3,3,3,3,3,7,4,0,6,10,4,5,3,12,14,3,0,19,20,0,3,22,0,0,0,5,0,0,0,0,46,7,23,85,0,0,6,6,0,0,0,3,3,0,3,4,5,0,0,10,11,3,8,19,15,0,0,15,14,0,0,16,0,0,3,3,0,0,0,0,51,7,26,81,0,0,11,11,0,0,7,5,6,3,5,17,10,0,6,14,12,9,12,35,27,3,0,32,37,0,5,40,6,0,3,9,0,0,0,0,95,22,50,168
5124329,0,0,16,16,0,0,11,14,0,0,3,7,8,4,5,13,18,8,8,30,16,0,3,20,9,0,3,9,3,0,0,3,0,0,0,0,58,13,47,114,0,0,12,17,0,0,4,4,6,5,0,12,5,7,6,19,20,3,6,31,15,0,4,21,5,0,6,13,3,0,3,8,0,0,0,0,58,20,45,121,0,0,29,27,0,0,19,20,10,3,6,15,13,12,13,34,46,9,14,64,31,7,3,46,10,0,6,21,7,0,4,13,0,0,0,0,115,31,95,241
5124330,0,0,5,5,0,0,8,8,4,7,0,7,5,3,8,15,10,3,4,18,9,4,10,25,14,0,4,18,3,0,4,8,0,0,0,0,42,12,44,96,0,0,0,0,0,0,3,3,3,6,5,10,4,3,0,13,7,3,6,21,4,0,11,20,15,0,3,22,3,0,0,3,0,0,3,3,43,13,37,93,0,0,12,12,0,0,10,12,8,11,5,23,9,4,7,26,17,8,13,33,10,6,18,40,35,0,12,39,5,0,4,13,0,0,3,3,85,32,82,194
5124331,0,0,7,7,0,0,5,5,0,0,0,7,6,4,7,18,3,0,9,16,15,3,9,23,3,0,10,16,5,0,5,9,0,0,4,4,36,8,48,98,0,0,7,7,0,3,8,10,3,10,3,14,4,0,11,19,6,0,10,19,11,0,11,26,6,0,11,14,4,0,6,13,0,0,0,0,39,15,70,119,0,0,10,10,0,8,10,14,4,7,7,19,11,3,16,38,10,6,19,35,26,3,18,49,8,0,15,31,12,0,6,21,0,0,4,4,79,28,114,218
5124332,0,0,6,6,0,0,9,9,3,0,8,9,4,3,5,11,9,3,4,21,18,0,0,23,12,0,3,18,6,0,0,7,0,0,0,0,53,12,35,101,0,0,3,3,0,0,0,0,3,0,3,7,5,9,4,20,7,0,5,12,16,0,9,27,8,0,4,14,0,0,3,3,0,0,0,0,54,18,27,101,0,0,11,11,0,0,9,9,11,0,10,20,10,14,11,31,25,8,9,36,31,4,9,45,23,0,8,30,8,0,3,12,0,0,0,0,108,28,64,193
5124333,0,0,5,5,0,0,3,3,4,3,3,9,15,0,3,21,13,3,3,22,12,3,3,19,13,3,7,25,3,0,0,5,0,0,0,0,60,16,37,109,0,0,17,17,0,0,3,3,5,9,11,23,19,0,3,18,15,3,7,25,17,3,3,25,12,3,3,15,0,0,8,8,0,0,0,0,63,20,50,130,0,0,23,23,0,0,9,9,11,13,13,28,30,3,9,38,27,6,9,45,27,8,7,43,26,3,6,37,3,0,9,8,0,0,0,0,125,30,84,242
5124334,0,0,0,0,0,3,0,3,7,0,0,7,3,3,0,14,7,3,0,11,7,5,4,11,3,0,3,3,4,0,0,4,0,0,0,0,27,17,10,55,0,0,5,5,0,0,3,6,7,3,0,7,6,3,0,7,3,3,6,11,6,4,5,7,5,0,0,5,0,0,3,4,0,0,0,0,27,16,15,56,0,0,3,3,0,5,3,10,12,3,3,18,9,4,0,17,7,12,7,21,8,7,8,19,8,0,3,14,7,0,3,6,0,0,0,0,49,32,28,108
5124335,0,0,5,5,0,0,7,7,8,3,3,20,3,4,3,8,10,4,3,15,12,8,8,30,5,3,8,12,9,0,3,16,0,0,0,0,45,24,44,116,0,0,4,4,0,3,4,3,10,4,3,17,4,3,6,11,8,5,3,23,13,11,4,28,4,9,3,15,5,0,3,7,0,0,0,0,55,28,23,106,0,0,10,10,0,3,7,7,14,13,5,29,10,7,5,23,24,11,6,34,27,20,16,57,14,10,9,26,14,0,3,26,0,0,0,3,102,51,65,220
5124401,0,0,7,7,0,3,3,3,3,3,5,14,6,0,7,13,11,4,3,16,9,3,10,19,26,0,6,36,15,0,9,24,0,0,0,0,66,17,53,135,0,0,10,10,0,0,0,3,3,5,3,11,8,3,6,17,8,3,11,18,15,3,10,32,27,0,7,33,10,0,9,20,0,0,3,3,66,15,61,149,0,0,14,14,0,4,5,8,5,12,13,24,14,3,18,34,17,4,15,36,24,5,19,50,52,0,13,68,24,0,17,41,0,0,3,3,136,28,109,279
5124402,0,0,5,5,0,0,4,3,0,3,3,13,5,0,0,13,6,0,3,13,12,7,8,26,16,3,9,29,7,0,5,15,0,0,0,0,59,12,38,111,0,0,8,8,0,4,3,7,9,3,4,15,10,0,7,12,5,3,8,18,11,4,9,29,17,3,8,30,4,0,9,17,0,0,5,5,61,19,59,136,0,0,14,14,0,5,3,11,12,6,6,27,14,0,7,26,15,5,10,32,27,6,12,54,39,4,16,60,14,0,17,25,0,0,3,5,118,29,100,248
5124403,0,0,0,0,0,0,3,8,3,0,0,8,0,0,3,5,7,0,11,16,12,0,7,14,4,0,4,12,7,0,7,9,0,0,0,5,34,9,37,79,0,0,3,3,0,3,4,8,3,3,4,14,0,0,4,6,3,0,4,11,12,3,8,19,5,0,7,12,7,0,7,13,0,0,3,3,30,11,44,87,0,0,5,5,0,4,8,14,5,8,7,21,0,0,6,13,8,3,15,22,22,3,14,38,11,0,11,29,11,0,11,24,5,0,3,8,67,16,76,165
5124404,0,0,6,6,0,0,8,7,7,4,4,16,9,4,3,13,14,3,5,21,24,3,3,35,17,10,13,36,4,0,3,8,0,0,0,0,69,19,52,145,0,0,0,0,0,0,4,5,3,3,9,19,11,3,0,13,21,3,12,38,23,7,13,45,10,8,4,21,0,0,5,11,0,0,0,0,75,24,47,148,0,0,10,10,0,5,9,12,14,7,12,31,18,8,7,26,34,3,15,58,54,6,19,74,31,15,20,60,3,0,12,15,0,0,0,0,150,38,97,290
5124405,0,0,11,11,0,0,6,7,5,0,5,5,4,3,0,5,16,10,3,28,15,5,9,24,21,0,6,24,12,0,7,21,0,0,0,0,69,18,42,134,0,0,0,0,0,0,3,7,5,0,3,14,6,0,4,9,19,3,3,30,24,4,4,32,20,0,7,24,4,0,3,7,0,0,0,0,83,15,24,123,0,0,14,14,0,0,10,13,6,3,4,15,10,6,4,19,37,14,11,54,37,8,10,57,36,0,12,51,16,0,4,23,0,0,3,3,151,29,71,251
5124406,0,0,6,6,0,0,7,7,0,3,5,11,6,8,3,17,14,5,8,26,19,4,8,31,16,0,3,19,3,0,3,8,0,0,0,0,61,18,45,122,0,0,7,7,0,4,8,9,0,3,3,9,12,4,0,12,16,0,3,23,18,3,10,29,6,0,8,12,8,0,0,5,0,0,0,0,64,20,35,115,0,0,13,13,3,4,16,19,3,5,8,19,19,15,8,32,32,5,13,47,35,9,13,56,23,0,6,27,10,0,3,13,0,0,0,0,123,35,83,235
5124407,0,0,9,9,0,0,3,3,3,3,6,10,10,3,3,21,24,5,14,40,17,3,7,30,25,0,3,33,3,0,3,7,0,0,0,0,80,15,51,153,0,0,8,8,0,0,5,10,5,0,0,5,15,10,7,26,22,7,0,33,25,4,3,36,12,0,6,16,0,0,3,5,0,0,0,0,87,21,35,145,0,0,19,19,0,0,16,12,4,6,10,17,28,12,11,49,46,16,12,79,45,9,15,65,42,0,11,48,6,0,4,7,0,0,0,0,167,37,87,299
