SA1_7DIGITCODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5118720,3,0,3,25,14,41,7,4,12,4,7,6,41,21,64,17,10,24,3,4,8,3,11,16,18,25,43,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,4,6,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,12,10,26,0,0,0,86,71,152
5118722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118723,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,11
5118724,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,11
5118725,3,0,3,19,8,24,3,3,8,6,5,10,27,18,47,12,8,20,4,0,4,10,9,19,27,19,45,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,3,5,0,3,3,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,3,0,3,0,0,0,3,0,3,3,4,5,3,7,7,64,61,123
5118726,3,0,4,17,9,29,0,3,5,3,3,6,20,20,41,12,6,16,3,0,3,3,4,5,14,10,30,0,0,3,0,3,3,0,0,0,0,7,7,0,0,0,5,7,9,3,5,11,0,0,0,3,0,0,0,0,0,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,56,56,114
5118727,0,0,0,20,9,26,4,0,4,3,0,0,22,16,34,13,9,26,0,0,3,4,3,4,15,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,3,0,3,0,0,0,3,0,5,0,0,0,9,8,17,0,0,3,0,0,0,0,0,0,3,0,3,3,10,16,0,3,3,52,54,109
5118728,0,0,0,12,15,22,3,0,7,3,3,3,16,20,33,10,7,13,3,6,6,6,3,11,15,15,30,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,5,9,3,5,12,0,3,3,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,15,19,39,0,3,3,54,76,129
5118729,0,3,7,9,14,25,3,6,5,0,0,0,11,24,32,9,14,25,9,3,12,3,4,9,20,28,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,25,0,0,0,49,67,115
5118730,3,3,10,14,15,34,3,0,4,3,4,4,23,16,41,7,12,17,3,5,7,3,0,3,16,12,28,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,3,8,7,0,12,0,0,0,0,3,3,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,51,54,106
5118731,8,3,7,11,10,25,0,3,3,3,0,3,11,17,31,4,4,7,3,6,8,0,0,4,13,10,25,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,4,14,10,16,0,0,0,40,53,94
5118732,5,3,3,12,13,26,3,0,3,7,6,14,20,19,41,14,14,22,0,0,0,7,4,9,22,17,36,0,0,0,0,0,0,3,3,3,0,0,5,0,0,0,4,4,7,9,0,10,0,3,3,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,12,18,36,0,3,4,71,75,144
5118734,10,3,13,28,16,52,11,8,16,7,12,16,48,39,81,7,18,26,7,3,11,8,4,16,25,27,51,3,4,5,0,0,0,5,0,4,3,4,7,0,0,0,6,7,14,0,3,3,0,3,3,0,4,4,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,0,0,0,99,100,197
5118735,0,0,0,3,3,7,0,13,10,4,0,3,11,12,23,0,5,5,3,3,6,4,8,9,7,15,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,21,43,63
5118736,8,3,12,19,7,28,0,3,4,0,0,0,24,15,38,8,12,24,0,0,0,4,8,10,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,0,0,0,0,0,0,0,3,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,17,0,3,3,57,56,117
5118737,0,0,3,19,15,28,3,10,9,5,0,5,26,19,42,16,17,28,7,3,6,0,3,9,22,24,45,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,7,9,0,6,10,0,4,4,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,54,73,129
5118738,9,7,14,25,14,42,3,5,13,4,5,12,35,32,68,11,7,17,6,3,9,15,3,15,30,16,46,3,0,4,0,0,0,3,0,3,0,3,7,0,0,0,8,8,11,5,7,9,0,3,3,0,0,0,0,3,5,0,0,0,4,15,17,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,3,3,6,93,86,180
5118739,3,0,3,19,12,35,0,0,0,0,0,3,21,14,35,7,16,22,3,3,7,3,3,5,17,18,37,0,0,5,0,0,0,0,4,9,3,0,3,0,0,0,5,7,7,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,15,16,28,0,3,3,61,64,124
5118740,4,0,4,12,7,23,7,0,9,10,3,18,27,11,44,15,5,21,0,5,7,9,6,17,26,21,48,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,5,0,12,3,0,3,3,0,3,0,4,3,0,4,4,0,0,0,6,12,18,0,0,0,3,3,5,0,0,0,3,3,5,9,3,15,0,0,0,86,53,141
5118801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118802,0,0,0,13,11,22,0,8,8,0,0,0,13,15,34,6,0,5,3,0,3,5,0,5,13,0,15,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,11,9,16,3,3,7,45,38,89
5118803,0,0,3,0,0,4,3,4,6,0,0,0,6,3,6,3,5,7,0,0,6,3,0,3,8,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,3,3,6,0,0,0,3,3,7,0,0,0,10,7,16,0,0,0,0,0,0,0,0,0,3,0,3,91,77,172,28,10,32,143,111,259
5118804,0,0,0,0,0,3,9,4,11,4,3,6,12,10,20,3,3,6,10,3,11,0,3,6,11,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,9,0,3,3,0,0,0,0,0,3,0,0,0,7,8,14,0,0,0,0,3,3,0,0,0,0,3,3,18,22,35,0,3,0,49,54,105
5118805,0,3,3,10,10,21,10,8,15,0,0,0,21,15,37,3,3,14,0,10,11,3,0,4,11,17,30,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,4,9,9,4,4,5,3,0,4,0,0,0,0,0,0,0,0,0,3,3,8,0,0,3,3,3,6,0,0,0,3,6,7,27,40,68,0,3,3,69,90,159
5118806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,0,0,0,11,12,23
5118807,3,0,3,4,3,10,4,4,10,0,0,0,10,5,21,3,3,6,0,3,3,3,0,4,12,8,13,4,3,9,0,7,5,0,0,0,0,0,0,0,0,0,5,7,12,3,3,10,0,0,0,0,0,0,0,6,5,0,0,0,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,17,20,36,4,0,4,55,50,109
5118808,3,3,7,12,16,32,3,0,3,4,10,13,25,27,50,6,7,17,0,4,7,0,3,4,8,14,21,0,0,0,0,6,6,5,0,5,3,3,5,0,0,0,9,8,14,3,3,8,0,3,6,0,0,0,0,7,4,0,0,0,3,16,16,0,3,3,0,0,0,0,0,0,0,5,5,18,32,51,0,0,0,68,92,158
5118809,0,3,3,11,4,16,0,3,5,4,0,3,14,11,24,3,7,12,0,0,4,0,0,0,3,9,14,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,3,5,0,4,4,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,3,3,16,20,38,3,0,3,48,51,95
5118810,5,0,4,18,28,45,3,0,3,3,0,3,24,27,54,7,10,17,3,0,3,3,0,5,14,9,24,3,0,3,0,3,3,0,0,3,0,3,3,0,0,0,6,7,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,3,3,0,0,0,0,0,0,0,3,3,13,11,21,0,0,0,61,74,129
5118811,0,3,3,10,10,19,0,0,0,0,0,0,10,5,14,4,5,11,0,0,0,0,0,0,4,5,11,3,4,11,0,0,0,0,3,3,0,4,4,0,0,0,3,13,21,3,6,10,3,0,5,0,0,0,0,0,0,0,0,0,4,11,11,0,0,0,0,3,3,0,0,0,5,3,3,24,40,61,0,5,5,50,92,140
5118812,0,0,3,4,9,8,0,0,0,0,0,3,4,4,13,3,6,13,0,0,0,0,3,3,3,7,15,4,0,4,0,0,0,3,0,3,0,3,3,0,0,0,4,3,7,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,3,4,5,0,3,3,0,0,4,0,0,0,4,5,7,8,14,24,0,0,0,29,48,75
5118813,3,0,3,10,6,14,6,3,5,0,3,3,13,8,24,0,10,7,4,4,5,4,0,5,9,13,20,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,4,5,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,16,0,0,0,36,47,83
5118814,0,3,3,7,18,24,8,4,7,0,3,3,14,19,37,9,11,22,0,3,3,0,0,0,11,14,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,3,9,12,0,0,0,0,3,4,0,0,0,0,7,7,17,25,48,0,0,0,52,84,135
5118815,3,3,6,9,12,19,3,3,6,0,0,0,19,14,27,8,9,14,5,0,10,3,0,0,17,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,3,0,3,0,0,0,0,3,3,0,0,0,4,3,9,0,0,0,0,3,3,0,0,0,0,3,3,12,11,27,0,0,0,51,46,104
5118816,0,3,3,6,0,4,0,0,0,0,0,0,6,3,10,3,0,3,3,0,5,0,3,3,6,4,9,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,26,33,58,0,0,0,38,47,91
5118817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,3,9
5118818,3,0,4,13,12,27,6,0,7,5,0,5,21,15,39,8,3,6,4,4,9,0,0,0,8,8,19,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,7,4,4,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,3,3,0,0,0,0,4,5,42,24,68,7,3,6,93,62,157
5118819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,7,27,5,34,0,0,0,30,9,39,4,0,4,0,0,4,0,0,0,4,0,4,629,117,748,0,0,0,673,125,796
5118820,0,0,0,8,5,13,6,0,6,3,0,0,8,9,18,5,5,11,5,0,5,0,0,0,5,5,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,3,3,0,0,0,0,3,3,5,9,12,0,0,0,30,27,60
5118821,3,3,5,20,18,37,5,4,13,3,3,7,30,24,48,6,8,16,10,8,14,0,3,8,15,14,34,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,8,5,12,3,3,5,0,3,4,0,0,0,0,3,3,0,0,0,6,10,16,0,0,0,0,0,3,0,0,0,5,0,3,15,21,33,3,3,5,73,83,157
5118822,3,0,7,22,12,31,0,0,0,3,0,3,21,11,34,10,8,22,0,0,0,3,3,8,13,12,24,0,0,0,0,5,6,0,0,0,0,3,3,0,0,0,4,4,9,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,3,7,9,0,3,3,0,3,3,0,0,0,0,7,9,24,17,36,3,5,9,71,60,132
5118823,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,7,7,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,38,0,4,4,22,28,53
5118824,4,0,4,13,11,21,4,9,12,0,3,3,15,17,30,3,3,13,3,4,5,0,3,4,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,4,4,0,0,0,0,4,4,9,7,16,3,0,3,38,42,83
5118825,0,5,6,17,20,29,3,8,11,5,0,6,23,30,53,16,22,32,14,9,20,4,3,6,25,37,68,0,0,3,0,0,0,3,3,3,0,5,5,0,0,0,0,11,8,4,3,7,0,0,0,0,3,3,0,4,6,0,0,0,7,15,20,3,0,3,0,0,0,0,0,0,3,0,3,10,12,25,0,0,4,74,101,180
5118826,0,4,6,18,13,31,0,3,4,0,3,7,16,20,35,9,3,13,5,0,5,3,0,3,15,8,24,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,0,0,0,4,4,3,5,8,0,0,0,6,5,15,0,0,0,0,4,4,0,0,0,0,4,4,10,14,21,0,0,0,52,58,108
5118827,0,0,0,10,5,22,4,3,9,0,5,5,17,10,26,6,5,14,0,0,0,4,3,12,10,13,26,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,3,14,14,28,0,0,0,44,52,96
5118828,8,4,9,12,12,28,3,4,7,5,0,4,20,21,42,7,9,14,11,7,22,7,5,6,27,19,45,0,4,4,0,0,0,0,3,3,0,0,3,0,0,0,0,9,7,4,3,9,0,3,3,0,0,0,0,4,4,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,67,70,134
5118829,6,0,8,10,13,14,0,0,0,4,4,11,11,17,29,5,0,4,4,4,9,0,3,3,12,8,15,0,3,6,0,0,0,3,0,3,3,3,3,0,0,0,5,6,9,0,10,12,0,0,3,0,0,0,0,3,3,0,0,0,0,10,14,0,0,0,0,0,0,3,0,3,3,0,4,43,32,73,0,3,7,77,79,157
5118830,0,3,3,7,0,11,0,3,3,0,3,4,9,6,15,0,4,6,3,0,5,0,0,0,4,11,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,3,17,21,39,3,0,3,42,47,85
5118831,4,3,6,13,3,16,3,5,11,11,0,9,22,15,36,5,7,14,8,5,14,3,0,3,15,11,28,0,0,3,5,0,5,4,0,3,4,4,8,0,0,0,9,8,16,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,10,8,0,0,0,0,3,3,0,0,0,0,3,3,21,21,43,0,0,3,83,64,151
5118832,3,3,3,5,0,5,0,3,3,0,4,7,6,3,9,3,3,3,0,7,7,3,3,8,3,15,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,5,0,4,5,0,5,5,0,0,0,0,0,0,0,0,0,3,12,9,0,0,0,0,3,3,0,0,0,0,3,3,11,23,34,4,3,6,36,61,94
5118833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6
5118834,0,0,0,16,12,24,4,3,9,0,0,0,23,14,36,8,5,12,0,0,0,0,0,0,8,10,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,3,0,3,0,0,3,0,3,5,0,0,0,3,3,9,0,0,0,0,0,6,0,0,0,0,4,7,9,13,22,0,0,0,52,46,93
5118835,3,11,12,18,11,36,9,4,19,3,3,6,30,22,55,15,14,24,15,10,27,3,4,6,30,28,61,0,3,3,0,0,0,5,0,9,0,4,4,0,0,0,5,10,13,0,3,3,0,5,9,0,0,0,0,3,7,0,0,0,0,12,14,0,0,3,0,10,9,0,0,0,3,11,13,18,21,45,3,10,14,100,114,216
5118902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6
5119001,3,3,9,15,10,28,0,0,0,5,3,9,18,19,36,6,0,9,0,0,0,0,3,3,4,3,14,0,0,0,0,0,3,0,3,5,3,0,3,0,0,0,3,4,13,0,3,3,0,4,4,0,0,0,0,3,3,0,0,0,0,9,10,0,0,0,3,3,3,0,0,0,3,3,6,7,7,13,0,0,0,39,50,91
5119002,3,3,4,19,21,41,3,0,8,3,5,10,26,29,61,7,12,22,5,7,13,3,4,6,21,21,42,0,0,3,0,0,0,7,0,7,3,0,3,0,0,0,4,4,7,6,8,12,0,0,0,0,0,0,0,3,3,0,0,0,11,7,20,0,0,0,0,4,6,0,0,0,3,4,7,11,14,24,0,0,0,79,83,163
5119003,0,3,7,17,11,28,0,0,0,3,0,4,19,8,30,14,11,25,0,0,0,4,0,5,21,12,31,6,0,3,0,0,3,6,0,4,0,3,3,0,0,0,7,3,16,0,3,3,0,0,0,0,0,0,3,6,9,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,0,3,3,64,50,114
5119004,0,0,0,14,6,20,0,0,0,0,0,0,18,6,27,13,8,19,3,0,3,3,4,3,13,11,25,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,3,3,0,3,3,0,0,0,3,0,3,0,0,0,3,6,6,3,0,3,0,0,0,0,0,0,3,0,3,21,18,40,0,0,0,61,49,111
5119005,0,0,0,7,12,22,0,0,0,0,0,3,14,16,24,4,5,8,4,0,4,0,3,5,12,12,15,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,5,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,0,0,0,3,0,3,8,7,11,0,0,0,40,37,73
5119006,3,5,3,9,3,5,0,4,6,0,3,3,9,10,16,3,3,3,4,8,11,0,3,4,3,11,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,4,3,0,3,0,0,0,0,5,5,0,0,0,5,9,15,0,0,0,0,0,5,0,0,0,0,3,3,13,10,24,0,0,0,41,45,85
5119007,6,0,6,25,13,41,0,0,0,0,0,3,24,13,39,10,11,20,0,6,8,0,4,3,12,20,30,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,4,6,8,0,0,3,0,3,3,0,0,0,0,3,6,0,0,0,3,14,12,0,0,0,0,0,0,0,0,0,0,0,0,23,22,49,0,0,0,69,81,148
5119008,4,7,7,24,11,36,3,4,9,4,0,3,28,16,42,14,4,20,3,0,3,4,6,7,22,11,31,5,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,3,13,3,0,3,0,7,7,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,3,3,21,23,45,3,0,3,81,69,158
5119009,0,0,0,7,9,17,3,3,3,0,0,0,12,12,23,0,0,3,3,4,8,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,3,3,0,0,3,0,4,9,0,0,0,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,0,0,33,33,64
5119010,3,4,6,22,12,34,3,0,4,0,4,3,24,16,44,9,3,12,0,0,0,0,3,3,10,5,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,11,17,0,0,0,55,47,97
5119011,0,0,3,17,14,28,4,0,4,8,5,16,24,23,39,4,7,13,5,7,10,0,4,4,10,16,25,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,9,11,0,3,0,0,0,0,3,0,3,0,0,0,4,8,15,0,0,0,0,0,4,0,0,0,0,0,4,8,8,16,0,0,0,52,61,111
5119012,4,3,3,7,9,20,0,0,0,3,3,3,8,11,24,9,4,14,0,0,0,0,0,0,14,9,17,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,10,0,9,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,0,0,0,0,0,11,20,33,0,0,0,49,55,101
5119013,3,3,6,5,13,14,3,0,3,3,0,7,10,14,19,4,4,5,0,3,3,0,0,0,3,10,8,0,3,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,9,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,7,3,12,0,0,0,3,3,3,0,0,0,3,3,3,17,12,27,3,0,3,44,41,89
5119014,0,0,0,6,8,13,5,0,5,0,3,3,8,4,21,0,8,9,3,4,3,0,0,0,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,0,3,0,0,0,0,3,3,0,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,31,36,64
5119015,0,4,8,7,4,19,0,3,9,3,3,3,15,15,23,7,6,18,6,5,12,8,3,9,24,14,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,3,6,7,0,0,0,0,0,0,0,3,6,0,0,0,3,8,15,0,0,0,3,0,5,0,0,0,3,0,5,18,22,33,0,0,4,62,71,131
5119016,0,0,3,5,3,11,0,0,0,3,0,3,9,4,16,3,4,5,0,0,0,0,4,3,3,6,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,23,31,54
