SA1_7DIGITCODE_2016,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5123918,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,24,40,37,43,26,3,3,195
5123919,0,0,3,0,0,4,0,0,0,5,0,0,3,0,3,0,0,0,0,10,9,30,88,36,46,66,15,7,0,296
5123920,0,0,0,3,0,0,0,0,0,12,0,0,0,3,4,3,0,0,0,19,9,9,25,45,72,47,11,3,0,229
5123921,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,13,30,23,41,23,21,11,0,173
5123922,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,3,3,16,24,31,33,20,3,0,142
5123923,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,11,0,4,20,27,29,20,9,0,0,112
5123924,0,3,3,0,0,4,0,0,0,7,0,0,5,0,0,3,0,0,0,17,6,16,49,47,52,50,8,3,0,235
5124001,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,9,5,16,52,32,37,49,11,0,0,204
5124002,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,4,13,54,32,43,38,15,3,0,201
5124003,3,0,11,0,3,3,0,0,0,14,0,0,4,0,0,0,0,0,0,5,9,17,57,21,45,39,13,0,0,200
5124004,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,14,15,26,28,23,15,0,0,125
5124005,0,0,7,0,3,4,0,0,0,14,0,0,3,0,0,4,0,0,0,6,18,35,66,55,57,51,12,3,0,296
5124006,3,3,0,4,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,9,27,38,66,55,56,47,11,0,0,288
5124007,0,4,5,0,4,0,3,0,0,12,0,0,0,0,0,3,0,0,0,4,22,29,47,48,49,47,10,0,0,252
5124008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,13,25,27,20,8,3,0,107
5124009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,22,20,13,3,0,85
5124010,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,12,30,32,44,33,14,3,0,166
5124011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,12,24,30,26,9,3,3,116
5124012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,20,11,26,7,3,0,92
5124013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,19,13,20,24,7,7,0,101
5124014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,20,11,26,26,12,0,0,101
5124101,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,13,6,3,29,24,39,25,9,0,0,141
5124102,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12,0,14,17,25,24,18,3,0,0,102
5124103,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,8,8,17,48,25,8,5,0,127
5124104,0,3,6,4,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,10,9,26,46,37,41,59,18,3,0,248
5124105,0,0,4,0,6,0,0,0,0,11,3,0,0,0,4,0,0,0,0,12,14,19,30,46,47,38,17,0,0,205
5124106,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,8,26,34,14,16,7,0,115
5124107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,4,17,33,43,21,11,7,0,131
5124108,0,3,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,13,21,50,43,47,48,15,0,0,238
5124109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,32,18,14,5,3,0,93
5124110,0,0,0,3,3,4,0,0,0,14,0,0,0,0,0,3,0,0,0,8,0,5,38,35,44,38,19,4,0,186
5124111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,9,12,33,42,26,12,4,0,130
5124112,0,0,3,4,0,3,0,0,0,11,0,0,8,3,0,3,0,0,0,17,4,18,65,44,31,30,20,7,0,215
5124113,0,0,3,0,0,0,0,0,0,5,0,0,3,0,5,3,0,0,0,7,7,20,40,38,33,21,6,3,0,159
5124114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,11,18,22,32,36,6,4,0,133
5124115,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,5,15,19,18,29,13,3,0,99
5124201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,20
5124202,0,0,3,3,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,15,111,95,117,77,7,0,0,430
5124203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,14,33,19,3,3,0,83
5124204,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,16,39,60,38,43,11,5,0,221
5124205,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,4,4,8,27,22,18,27,5,0,0,113
5124206,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,35,28,24,34,17,4,0,149
5124207,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,3,9,26,30,46,29,9,12,0,162
5124208,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,3,15,10,12,22,34,0,0,0,105
5124209,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,13,13,26,39,29,17,4,0,138
5124210,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,5,4,8,31,21,35,26,10,0,0,135
5124211,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,3,3,0,0,10,7,11,20,24,47,25,13,0,0,147
5124212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,25,28,21,7,0,0,116
5124213,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,12,47,47,39,37,11,3,0,190
5124214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,5,0,0,27
5124301,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,0,0,0,0,12,4,11,25,25,25,28,9,0,0,138
5124302,0,3,3,0,0,0,0,0,0,8,0,0,3,0,0,4,0,0,0,11,0,12,21,22,35,26,4,0,0,120
5124303,0,0,0,0,0,5,0,0,0,11,0,3,0,0,3,0,0,0,0,7,8,14,30,27,36,46,9,0,0,168
5124304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,12,23,18,17,22,11,0,0,102
5124305,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,5,17,27,21,25,19,3,0,0,111
5124306,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,9,6,12,13,30,46,33,0,0,0,139
5124307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,26,15,12,27,6,0,0,101
5124308,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,15,28,14,25,27,9,3,0,122
5124309,4,0,0,0,0,3,0,0,0,9,0,0,0,7,0,3,0,0,0,15,12,16,45,31,39,49,9,0,0,199
5124310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,10,14,17,20,11,3,0,0,80
5124311,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,12,8,3,27,32,16,31,6,0,0,133
5124312,0,3,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,13,12,17,12,28,4,0,0,94
5124313,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,12,10,32,36,27,14,0,0,138
5124314,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,6,6,14,23,12,16,0,0,0,82
5124315,0,3,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,11,5,10,24,19,26,32,0,3,0,130
5124316,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,13,11,10,31,26,22,22,8,0,0,132
5124317,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,8,14,10,11,18,3,0,0,70
5124318,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,23,21,22,12,6,0,0,91
5124319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,11,9,15,15,10,0,0,59
5124320,0,0,4,6,0,0,0,0,0,15,0,0,0,3,0,7,0,0,0,7,8,18,45,36,35,47,10,0,0,205
5124321,0,0,0,6,3,0,3,0,0,16,0,0,0,0,3,0,0,0,0,5,13,13,49,76,53,60,18,0,0,284
5124322,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,8,10,10,23,28,21,16,3,0,0,112
5124323,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,4,8,24,30,29,11,3,0,113
5124324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13,16,19,35,16,0,0,104
5124325,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,9,8,15,25,27,24,14,3,0,127
5124326,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,6,12,18,23,24,5,3,0,96
5124327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,15,25,25,5,0,0,92
5124328,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,4,14,15,27,15,6,0,0,84
5124329,0,0,0,5,0,4,0,0,0,8,0,0,0,3,3,3,0,0,0,10,12,11,14,31,58,36,4,0,0,162
5124330,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,0,6,7,8,16,18,21,25,8,0,0,110
5124331,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,6,14,22,23,17,0,0,0,91
5124332,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,5,0,0,0,13,7,6,15,27,23,35,5,0,0,115
5124333,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,14,10,7,25,26,41,34,19,3,0,163
5124334,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,6,16,18,20,21,4,0,0,82
5124335,0,0,3,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,28,15,25,27,3,3,0,111
5124401,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,6,19,25,33,34,15,9,0,137
5124402,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,7,3,15,13,20,29,17,0,0,110
5124403,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,7,15,5,26,15,4,0,0,77
5124404,0,0,0,3,4,0,3,0,0,8,0,0,3,0,4,3,0,0,0,7,0,4,26,21,36,50,15,0,0,155
5124405,0,0,0,0,0,3,0,0,0,6,0,0,0,0,7,0,0,0,0,6,10,13,13,13,45,40,13,3,0,146
5124406,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,3,13,14,30,35,34,3,0,0,140
5124407,0,0,0,0,6,3,3,0,0,15,3,0,0,0,6,3,3,0,0,14,11,8,17,35,54,32,15,3,0,182
5124408,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,10,12,24,24,9,0,0,86
5124409,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,3,0,10,8,6,9,20,50,39,18,8,0,153
5124410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,23,14,37,23,10,3,0,129
5124411,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,9,0,6,29,47,39,9,6,0,142
5124412,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,4,5,16,26,30,7,0,0,94
5124413,0,0,0,0,0,3,0,0,0,10,0,0,3,0,3,0,0,0,0,7,11,12,15,19,60,62,23,3,0,210
5124501,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,21,9,25,3,0,0,74
5124502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,15,16,25,25,10,3,0,101
5124503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,10,16,11,23,18,8,0,0,86
5124504,0,0,0,0,3,0,3,0,0,10,0,0,0,4,0,3,3,0,0,10,21,19,32,43,37,41,22,3,0,216
5124505,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,10,6,7,11,11,36,28,10,0,0,104
5124506,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,3,3,20,17,34,19,13,4,0,114
5124507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,5,17,17,21,24,13,0,0,109
5124508,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,10,6,17,14,20,34,28,7,0,0,128
5124509,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,4,0,0,0,6,4,11,12,13,28,46,16,3,0,129
5124510,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,5,0,0,8,12,4,30,32,58,58,17,3,0,222
5124511,0,0,0,0,3,6,0,0,0,8,0,0,0,0,4,0,0,0,0,3,3,3,13,20,34,31,10,3,0,124
5124512,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,9,24,18,35,44,9,0,0,142
5124513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,16,11,14,14,4,0,78
5124514,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,4,0,0,0,10,3,5,16,42,35,39,15,7,0,152
5124515,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,13,15,22,27,19,10,0,0,113
5124516,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,6,3,8,20,29,30,3,0,0,106
5124601,0,0,0,0,3,3,0,0,0,7,0,0,3,0,3,0,0,0,0,5,4,6,18,35,62,43,31,3,0,213
5124602,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,11,39,34,44,42,20,3,0,186
5124603,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,7,12,15,15,15,23,15,0,0,109
5124604,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,11,20,13,30,5,0,0,93
5124605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,20,24,40,33,7,4,0,121
5124606,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,11,22,47,65,41,14,12,0,208
5124607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,21,36,39,49,13,0,0,180
5124608,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,12,25,15,27,32,14,0,0,127
5124609,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,0,9,17,13,26,27,3,0,0,106
5124610,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,7,8,20,37,30,40,35,26,4,0,197
5124701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,9,17,10,3,0,0,62
5124702,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,3,9,31,21,22,12,7,3,0,100
5124703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,29,42,32,41,11,5,0,168
5124704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,19,22,25,12,8,4,0,87
5124705,4,6,3,3,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,5,4,15,29,35,27,16,5,0,0,135
5124706,3,0,0,3,3,0,4,0,0,13,0,3,0,0,0,3,0,0,0,9,12,8,19,29,27,29,10,0,0,124
5124707,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,7,25,23,31,32,12,3,0,132
5124708,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,6,3,16,24,27,24,13,13,0,0,117
5124709,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,6,25,36,39,35,18,6,0,167
5124710,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,5,5,30,17,40,24,12,4,0,131
5124711,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,18,28,26,25,19,3,0,112
5124712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,11,15,29,16,12,0,0,106
5124713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,13,30,31,15,14,4,0,110
5124714,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,4,0,0,12,0,8,68,73,55,48,15,14,0,284
5124715,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,7,20,14,14,22,8,3,0,85
5124716,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,16,55,53,47,49,18,0,0,241
5124717,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,23,21,23,7,3,0,96
5124718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,20,19,25,41,11,0,0,128
5124801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,19,21,43,23,14,0,0,139
5124802,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,6,3,11,23,48,59,41,9,0,0,198
5124803,4,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,13,29,52,59,41,36,8,0,0,230
5124804,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,11,20,25,16,6,3,0,79
5124806,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,17,14,7,9,4,0,58
5124807,0,0,0,0,4,0,3,0,0,12,0,0,0,3,0,0,0,0,0,11,21,18,21,29,43,41,18,0,0,185
5124808,0,4,10,4,7,3,0,0,0,30,0,0,0,0,0,0,0,3,0,5,0,31,152,140,133,70,4,3,0,536
5124809,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,8,3,9,28,38,50,26,10,4,0,170
5124901,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,8,22,30,30,17,4,0,0,111
5124902,0,5,0,3,0,0,3,0,0,15,0,3,0,0,0,3,0,0,0,11,4,28,30,33,27,39,16,0,0,183
5124903,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,3,10,4,30,18,5,0,0,72
5124904,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,7,15,28,37,26,13,3,0,129
5124905,0,0,0,3,0,0,0,0,0,9,0,0,0,6,3,0,0,0,0,10,12,20,42,43,36,43,8,3,0,200
5124906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,7,5,15,28,12,8,0,0,81
5124907,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,13,9,24,27,18,5,0,0,97
5124908,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,7,7,24,29,24,38,51,15,0,0,187
5124909,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,7,12,6,5,18,3,0,0,62
5124910,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,33,21,31,26,5,3,0,132
5124911,0,0,3,3,0,0,0,0,0,13,0,3,3,4,8,0,0,0,3,17,10,18,44,61,61,47,17,3,3,262
5124912,0,3,3,3,0,0,0,0,0,10,0,0,3,0,4,3,0,0,0,9,3,13,30,22,23,23,7,3,0,135
5124913,0,3,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,13,28,31,43,63,57,14,0,3,252
5125001,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,25,22,39,32,13,0,0,143
5125002,0,3,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,14,33,24,32,23,14,3,0,156
5125003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,15,24,14,4,5,0,73
5125004,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,3,6,9,17,14,34,26,6,0,0,116
5125005,0,0,3,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,10,13,17,21,40,39,49,15,3,0,200
5125006,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,3,16,11,14,22,33,7,0,0,109
5125007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,5,4,13,31,26,20,16,0,0,116
5125008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,21,27,19,20,8,0,0,106
5125009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,4,13,25,25,22,7,0,3,105
5125010,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,3,5,7,13,25,19,11,0,0,90
5125011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,12,31,31,48,52,8,3,0,194
5125012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,5,8,19,61,62,59,93,36,11,0,346
5125013,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,4,18,12,14,15,9,3,3,86
5125014,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,6,3,3,17,27,42,33,13,9,0,149
5125015,0,0,0,3,3,0,0,0,0,5,0,0,0,0,4,3,0,0,0,10,6,3,19,23,51,43,18,6,3,168
5125101,0,0,4,0,0,0,0,0,0,17,0,0,3,3,4,3,0,0,0,11,29,37,77,61,43,14,4,0,0,266
5125102,0,0,9,3,0,0,0,0,0,16,0,3,14,0,5,3,0,0,0,25,21,45,131,98,32,26,7,0,0,362
5125103,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,16,5,25,41,36,6,4,0,0,133
5125104,0,0,5,8,4,0,0,0,0,11,0,0,6,0,3,0,0,0,0,13,23,33,153,108,53,26,7,0,0,411
5125105,0,0,3,5,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,28,20,31,75,86,34,5,0,0,277
5125106,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,25,12,20,60,47,27,0,0,0,184
5125107,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,6,19,11,12,46,70,29,3,0,0,181
5125108,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,12,12,17,37,35,22,3,0,0,143
5125109,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,3,0,0,0,0,19,10,24,52,46,14,4,0,0,172
5125110,0,0,3,0,3,0,0,0,0,6,0,0,0,3,4,0,0,0,0,8,25,27,56,78,64,25,9,0,0,270
5125111,0,3,0,3,3,0,0,0,0,9,0,0,0,5,3,0,0,0,0,13,12,12,16,51,66,16,0,4,0,175
5125112,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,27,18,54,71,61,22,0,0,0,250
5125113,3,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,13,22,29,28,71,84,36,3,0,0,271
5125114,4,0,3,0,4,0,0,0,0,16,0,0,0,3,3,0,0,0,0,11,31,22,59,77,68,28,3,0,0,286
5125115,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,19,23,45,49,48,24,6,0,0,204
5125116,0,0,3,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,10,6,53,42,39,16,3,0,0,177
5125117,0,0,0,3,3,0,0,0,0,8,3,5,0,6,3,0,0,0,0,16,35,23,9,65,92,31,9,0,0,271
5125201,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,7,6,8,19,43,27,3,0,0,106
5125202,3,0,3,0,4,3,0,0,0,14,3,0,0,4,3,0,0,0,0,10,19,15,15,19,42,26,0,0,0,141
5125203,0,5,0,3,0,3,0,0,0,13,3,0,0,0,7,3,0,0,0,16,23,14,29,84,80,82,9,0,0,315
5125204,4,3,3,4,6,6,4,0,0,22,0,0,0,3,5,0,0,0,0,6,16,12,17,68,102,62,6,0,0,285
5125205,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,18,10,9,39,47,30,3,0,0,158
5125206,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,7,13,13,21,38,33,0,0,0,126
5125207,0,0,0,0,7,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,13,4,16,35,38,31,3,0,0,139
5125208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,10,7,7,17,35,20,9,0,0,97
5125301,0,0,0,3,0,3,0,0,0,7,0,0,6,0,3,0,0,0,0,13,17,33,60,54,61,60,28,3,0,316
5125302,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,8,10,18,34,21,46,38,8,0,0,179
5125303,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,25,33,36,33,18,4,0,0,146
5125304,0,0,0,3,0,6,0,0,0,12,0,0,0,3,4,3,0,0,0,11,13,15,41,71,97,57,19,0,0,320
5125305,0,0,3,4,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,9,4,15,36,40,32,18,3,0,0,145
5125306,0,0,0,0,7,3,0,0,0,11,0,0,0,6,3,3,0,0,0,12,8,30,53,56,64,38,11,0,0,264
5125307,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,6,30,35,32,26,0,0,0,145
5125308,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,16,18,35,41,35,38,10,3,0,195
