SA1_7DIGITCODE_2016,M_SEO_Before_2000,M_SEO_2000_2005,M_SEO_2006_2010,M_SEO_2011,M_SEO_2012,M_SEO_2013,M_SEO_2014,M_SEO_2015,M_SEO_2016,M_SEO_Yr_arr_ns,M_SEO_T,M_Sol_sp_En_Vww_B_2000,M_Sol_sp_En_Vww_2000_2005,M_Sol_sp_En_Vww_2006_2010,M_Sol_sp_En_Vww_2011,M_Sol_sp_En_Vww_2012,M_Sol_sp_En_Vww_2013,M_Sol_sp_En_Vww_2014,M_Sol_sp_En_Vww_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_T,M_Sol_sp_En_Nwna_Bef_2000,M_Sol_sp_En_Nwna_2000_2005,M_Sol_sp_En_Nwna_2006_2010,M_Sol_sp_En_Nwna_2011,M_Sol_sp_En_Nwna_2012,M_Sol_sp_En_Nwna_2013,M_Sol_sp_En_Nwna_2014,M_Sol_sp_En_Nwna_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_T,M_Sol_sp_En_Pr_En_ns_Be_2000,M_Sol_sp_En_Pr_E_ns_2000_2005,M_Sol_sp_E_Pr_En_ns_2006_2010,M_Sol_sp_En_Prof_En_ns_2011,M_Sol_sp_En_Prof_En_ns_2012,M_Sol_sp_En_Prof_En_ns_2013,M_Sol_sp_En_Prof_En_ns_2014,M_Sol_sp_En_Prof_En_ns_2015,M_Sol_sp_En_Prof_En_ns_2016,M_So_sp_En_Pro_En_ns_Yr_ar_ns,M_Sol_sp_En_Prof_En_ns_T,M_Sol_sp_En_T_B_2000,M_Sol_sp_En_T_2000_2005,M_Sol_sp_En_T_2006_2010,M_Sol_sp_En_T_2011,M_Sol_sp_En_T_2012,M_Sol_sp_En_T_2013,M_Sol_sp_En_T_2014,M_Sol_sp_En_T_2015,M_Sol_sp_En_T_2016,M_Sol_sp_En_T_Yr_arr_ns,M_Sol_sp_En_T_T,M_LanProf_En_ns_B_2000,M_LanProf_En_ns_2000_2005,M_LanProf_En_ns_2006_2010,M_LanProf_En_ns_2011,M_LanProf_En_ns_2012,M_LanProf_En_ns_2013,M_LanProf_En_ns_2014,M_LanProf_En_ns_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_T,M_T_B_2000,M_T_2000_2005,M_T_2006_2010,M_T_2011,M_T_2012,M_T_2013,M_T_2014,M_T_2015,M_T_2016,M_T_Yr_arrival_ns,M_T_T,F_SEO_B_2000,F_SEO_2000_2005,F_SEO_2006_2010,F_SEO_2011,F_SEO_2012,F_SEO_2013,F_SEO_2014,F_SEO_2015,F_SEO_2016,F_SEO_Yr_arr_ns,F_SEO_T,F_Sol_sp_En_Vww_B_2000,F_Sol_sp_En_Vww_2000_2005,F_Sol_sp_En_Vww_2006_2010,F_Sol_sp_En_Vww_2011,F_Sol_sp_En_Vww_2012,F_Sol_sp_En_Vww_2013,F_Sol_sp_En_Vww_2014,F_Sol_sp_En_Vww_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_T,F_Sol_sp_En_Nwna_Bef_2000,F_Sol_sp_En_Nwna_2000_2005,F_Sol_sp_En_Nwna_2006_2010,F_Sol_sp_En_Nwna_2011,F_Sol_sp_En_Nwna_2012,F_Sol_sp_En_Nwna_2013,F_Sol_sp_En_Nwna_2014,F_Sol_sp_En_Nwna_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_T,F_Sol_sp_En_Pr_En_ns_Be_2000,F_Sol_sp_En_Pr_E_ns_2000_2005,F_Sol_sp_E_Pr_En_ns_2006_2010,F_Sol_sp_En_Prof_En_ns_2011,F_Sol_sp_En_Prof_En_ns_2012,F_Sol_sp_En_Prof_En_ns_2013,F_Sol_sp_En_Prof_En_ns_2014,F_Sol_sp_En_Prof_En_ns_2015,F_Sol_sp_En_Prof_En_ns_2016,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_T,F_Sol_sp_En_T_B_2000,F_Sol_sp_En_T_2000_2005,F_Sol_sp_En_T_2006_2010,F_Sol_sp_En_T_2011,F_Sol_sp_En_T_2012,F_Sol_sp_En_T_2013,F_Sol_sp_En_T_2014,F_Sol_sp_En_T_2015,F_Sol_sp_En_T_2016,F_Sol_sp_En_T_Yr_arr_ns,F_Sol_sp_En_T_T,F_LanProf_En_ns_Bef_2000,F_LanProf_En_ns_2000_2005,F_LanProf_En_ns_2006_2010,F_LanProf_En_ns_2011,F_LanProf_En_ns_2012,F_LanProf_En_ns_2013,F_LanProf_En_ns_2014,F_LanProf_En_ns_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_T,F_T_B_2000,F_T_2000_2005,F_T_2006_2010,F_T_2011,F_T_2012,F_T_2013,F_T_2014,F_T_2015,F_T_2016,F_T_Yr_arrival_ns,F_T_T,P_SEO_B_2000,P_SEO_2000_2005,P_SEO_2006_2010,P_SEO_2011,P_SEO_2012,P_SEO_2013,P_SEO_2014,P_SEO_2015,P_SEO_2016,P_SEO_Yr_arr_ns,P_SEO_T,P_Sol_sp_En_Vww_B_2000,P_Sol_sp_En_Vww_2000_2005,P_Sol_sp_En_Vww_2006_2010,P_Sol_sp_En_Vww_2011,P_Sol_sp_En_Vww_2012,P_Sol_sp_En_Vww_2013,P_Sol_sp_En_Vww_2014,P_Sol_sp_En_Vww_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_T,P_Sol_sp_En_Nwna_Bef_2000,P_Sol_sp_En_Nwna_2000_2005,P_Sol_sp_En_Nwna_2006_2010,P_Sol_sp_En_Nwna_2011,P_Sol_sp_En_Nwna_2012,P_Sol_sp_En_Nwna_2013,P_Sol_sp_En_Nwna_2014,P_Sol_sp_En_Nwna_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_T,P_Sol_sp_En_Pr_En_ns_Be_2000,P_Sol_sp_En_Pr_E_ns_2000_2005,P_Sol_sp_E_Pr_En_ns_2006_2010,P_Sol_sp_En_Prof_En_ns_2011,P_Sol_sp_En_Prof_En_ns_2012,P_Sol_sp_En_Prof_En_ns_2013,P_Sol_sp_En_Prof_En_ns_2014,P_Sol_sp_En_Prof_En_ns_2015,P_Sol_sp_En_Prof_En_ns_2016,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_T,P_Sol_sp_En_T_B_2000,P_Sol_sp_En_T_2000_2005
5100111,19,0,0,3,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,0,0,0,0,0,0,32,26,3,3,6,0,0,0,0,0,0,35,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,8,4,6,0,0,0,0,0,0,42,40,9,4,7,0,0,0,0,0,0,63,0,3,3,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5100112,24,3,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,29,20,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,25,43,3,5,0,0,0,0,0,0,0,53,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5100113,18,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,6,4,0,32,21,3,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,3,0,4,32,34,5,3,0,0,0,0,0,0,3,46,8,0,0,0,0,0,0,4,3,0,15,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0
5100114,27,0,8,4,0,3,0,0,0,0,48,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,8,4,0,3,0,3,0,5,50,23,0,8,0,0,0,3,0,0,3,43,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,7,13,0,4,3,3,0,0,0,55,46,4,13,7,0,4,3,0,0,3,89,0,3,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5100115,15,0,8,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,3,8,0,0,0,0,0,0,3,33,18,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,24,3,7,0,0,0,0,0,0,4,33,33,0,7,0,0,0,0,0,0,3,47,7,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
5100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100202,35,0,0,0,0,0,0,0,0,0,39,3,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,36,0,6,0,0,0,4,0,0,3,44,50,0,0,0,0,0,4,0,0,7,63,3,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0,0,6,0,0,7,80,87,0,3,0,0,0,7,0,0,8,103,3,0,3,0,0,0,0,0,0,10,18,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0
5100203,20,7,4,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,4,0,0,0,0,0,0,3,40,18,4,11,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,11,0,0,3,0,0,0,0,35,42,10,15,0,0,3,0,0,0,4,73,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5100204,17,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,0,0,3,3,32,19,0,0,0,0,3,0,0,0,0,23,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,3,3,0,0,0,33,39,0,3,0,0,3,0,0,0,0,48,0,0,4,0,0,0,5,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100205,11,0,0,0,0,4,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,0,4,0,0,0,0,27,20,5,0,0,3,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,3,0,0,0,0,0,30,30,3,3,3,3,5,0,0,0,0,46,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0
5100206,17,0,3,3,0,0,0,0,0,0,31,4,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,5,5,3,3,0,0,0,0,0,41,39,0,0,0,3,0,0,0,0,5,47,5,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,46,0,6,0,5,0,0,0,0,8,65,56,0,3,4,3,0,0,0,0,3,70,8,4,8,0,4,0,0,0,0,0,23,4,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,8,3
5100207,19,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,3,34,21,3,0,0,0,0,3,0,0,0,32,0,3,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,26,4,3,4,5,0,3,0,0,0,40,46,3,3,0,0,0,3,0,0,0,52,7,3,0,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3
5100209,17,0,4,0,0,0,0,0,0,0,26,4,0,3,0,3,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,26,0,8,3,3,0,0,0,0,0,45,37,0,3,0,0,0,0,0,0,3,53,9,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,49,0,6,0,0,0,4,0,0,4,70,60,3,5,3,0,3,0,0,0,8,81,10,0,6,0,3,0,3,0,0,0,23,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0
5100213,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,16,16,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,29,27,5,5,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
5100214,23,0,0,0,0,0,0,0,0,0,33,3,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,40,27,0,3,0,0,0,0,0,0,0,39,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,3,3,3,3,5,0,0,0,0,48,54,3,4,3,4,0,0,0,0,0,70,5,4,0,0,4,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
5100216,24,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,28,24,4,3,0,0,0,0,0,0,0,33,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,4,9,0,0,0,0,0,0,0,37,44,5,3,0,0,0,0,0,0,0,58,3,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5100217,15,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,20,14,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,19,29,0,3,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100218,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,18,16,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100219,24,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,3,0,0,0,36,28,0,3,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,3,0,0,0,0,36,44,0,8,0,0,0,0,0,0,0,56,3,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5100220,26,3,3,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,0,0,0,4,0,3,52,31,3,0,0,0,0,0,0,0,0,35,0,0,3,0,3,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,4,0,0,3,3,0,46,56,7,5,0,0,0,0,0,0,0,68,3,0,7,0,3,0,0,5,7,4,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
5100222,16,0,9,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,30,24,3,5,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,5,3,0,0,0,0,0,0,36,39,5,12,6,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
5100223,9,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,12,12,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,24,22,3,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100224,17,3,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,28,13,4,7,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,0,0,0,0,0,0,27,27,6,10,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
5100226,21,3,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,28,25,7,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,5,37,44,7,0,0,0,0,0,0,0,3,59,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5100227,7,0,3,0,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,3,0,0,0,18,8,0,3,0,0,0,4,0,0,0,21,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,4,0,0,0,28,12,0,8,0,7,0,9,4,0,0,35,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5100229,27,12,11,0,0,3,5,0,0,0,55,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,11,14,0,0,8,5,0,0,0,67,27,12,3,0,0,3,4,0,3,0,49,9,5,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,3,4,0,3,0,65,53,17,12,0,0,5,9,0,3,0,101,7,3,4,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
