SA2_MAINCODE_2016,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_over_Mgrs,P_85_over_Profnls,P_85_over_Techs_trades_wrkrs,P_85_over_Com_psnl_serv_wrkrs,P_85_over_Cler_admin_wrkrs,P_85_over_Sales_wrkrs,P_85_over_Mach_oper_dvrs,P_85_over_Labrs,P_85_over_Inad_desc_Ns,P_85_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
507031169,5,3,32,36,9,119,9,83,5,303,34,62,125,103,65,119,48,93,11,665,203,509,374,289,356,178,206,216,34,2356,169,375,340,180,248,113,186,150,33,1790,76,138,183,126,154,77,121,119,20,1021,39,57,52,59,81,26,60,58,4,438,12,8,4,4,9,3,17,8,3,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,541,1156,1103,794,926,633,651,731,118,6650
507031170,0,0,15,13,9,62,3,38,0,138,10,22,68,46,33,51,30,48,8,306,47,88,147,67,80,54,76,79,5,643,47,85,119,62,77,54,74,73,13,604,39,71,86,61,69,59,99,110,8,600,19,40,41,49,58,21,69,56,7,366,3,10,7,4,5,3,8,15,0,63,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,165,307,491,307,321,304,360,416,46,2722
507031172,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,3,3,3,3,0,32
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9
507031174,0,0,40,26,12,99,5,64,12,262,15,20,80,57,34,66,35,63,10,391,57,119,183,125,122,92,123,117,18,957,80,89,191,104,117,68,121,135,9,922,57,88,146,108,109,84,155,145,18,912,39,45,85,85,69,40,96,89,18,564,7,5,13,6,8,6,20,21,0,90,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,259,364,751,515,470,455,559,646,87,4108
507031261,3,3,26,25,5,49,4,25,0,144,13,21,84,52,48,40,23,37,8,328,84,231,183,88,131,54,41,53,21,893,71,106,111,64,90,32,27,26,5,536,64,77,80,49,83,22,45,36,9,461,49,38,69,25,69,10,25,29,5,319,8,5,9,5,7,0,8,4,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,301,483,561,305,433,216,176,211,56,2738
507041175,0,15,12,46,18,120,9,38,0,262,26,96,61,115,60,95,9,40,8,509,119,392,96,67,109,42,23,40,17,900,222,422,76,67,125,46,11,37,11,1018,275,406,80,45,170,69,20,30,22,1115,222,336,49,50,169,66,22,26,18,962,65,104,17,13,47,32,7,5,9,294,5,19,3,0,3,8,0,4,3,45,0,0,0,0,0,4,0,0,0,4,939,1791,398,413,691,491,103,216,84,5118
507041176,3,12,3,22,4,41,3,24,0,112,7,40,28,23,23,28,6,25,3,186,22,134,40,26,31,24,20,19,3,316,54,168,33,17,36,12,16,14,7,358,84,133,40,44,68,22,13,12,3,402,46,115,33,19,47,18,12,17,0,306,12,26,8,6,18,9,3,0,0,84,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,228,623,182,166,234,155,60,110,16,1770
507041177,0,8,17,74,16,129,3,59,4,301,32,81,74,127,67,94,21,42,7,541,158,520,202,131,134,95,28,60,20,1340,262,551,164,117,171,99,41,40,21,1467,272,476,182,137,234,84,45,50,29,1511,152,332,93,74,193,72,48,44,10,1017,45,84,31,18,44,21,18,14,7,283,5,5,0,0,6,4,0,0,0,27,0,3,0,0,0,0,0,0,0,11,934,2065,764,677,852,590,203,315,102,6502
507041178,6,9,24,69,17,157,7,52,5,349,26,129,88,120,72,125,22,55,6,636,121,503,164,90,144,79,34,61,13,1202,261,567,141,100,182,63,25,41,16,1388,369,536,140,108,271,84,36,60,8,1614,199,380,72,88,194,71,33,37,14,1088,55,131,23,15,59,31,7,18,5,349,14,10,0,0,6,5,0,0,3,43,0,0,0,0,0,0,0,0,0,0,1055,2261,641,588,947,619,168,323,75,6674
507041179,0,12,17,29,12,57,3,40,3,160,12,69,27,58,33,55,13,27,3,302,62,221,64,47,67,40,28,43,10,579,99,289,78,51,92,35,27,34,5,706,132,264,80,59,109,26,27,40,8,738,98,218,68,38,104,32,18,26,6,603,31,72,17,8,37,24,7,9,5,208,0,3,0,0,3,3,0,3,0,13,0,0,0,0,3,0,0,0,0,3,430,1144,347,293,455,263,118,217,41,3312
507041180,8,3,28,75,16,121,17,63,3,326,24,102,88,83,62,134,17,61,9,572,82,352,127,68,123,62,31,67,15,920,156,363,105,83,160,52,29,43,13,1011,219,354,129,101,245,64,46,58,20,1220,198,362,128,85,254,64,61,73,7,1239,54,63,25,22,37,19,9,19,3,256,0,7,0,0,3,0,3,5,0,13,0,0,0,0,0,0,0,0,0,4,745,1602,633,514,901,510,206,388,65,5566
507041181,3,13,39,102,25,181,8,84,3,458,25,103,103,146,82,146,18,53,9,684,173,445,179,138,143,91,38,58,16,1283,379,600,170,104,267,88,42,50,24,1727,440,616,193,151,342,99,36,72,32,1967,218,362,107,89,212,65,46,60,19,1178,65,80,23,25,60,31,11,18,5,315,7,13,3,3,15,5,5,0,0,51,4,0,0,0,0,0,0,0,0,3,1312,2231,811,751,1155,706,199,390,117,7665
507041182,4,12,30,66,23,144,12,62,0,355,33,93,102,128,73,146,29,96,3,708,100,416,158,110,130,101,46,118,15,1188,125,299,133,74,137,48,36,56,12,931,186,297,134,108,235,68,51,52,15,1143,160,308,136,79,198,92,62,78,15,1128,40,60,28,18,50,28,18,24,3,263,4,3,0,0,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,638,1499,727,579,856,626,255,493,62,5739
507041183,0,0,8,14,4,27,3,17,0,87,7,32,29,34,17,26,3,21,3,166,69,191,85,61,61,15,21,35,8,547,81,159,74,56,67,20,16,31,9,507,46,100,55,45,64,16,32,40,3,407,21,49,32,23,37,12,7,32,5,227,6,5,10,0,14,0,0,11,3,52,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,235,538,294,232,266,125,90,188,33,1994
507041184,0,8,20,37,4,86,3,40,0,202,18,70,32,61,41,82,10,15,0,332,45,178,35,43,67,25,16,31,5,441,84,178,34,26,63,29,10,17,5,452,133,231,48,40,100,44,11,25,6,643,139,203,53,36,105,49,11,27,13,638,28,48,22,7,32,15,5,14,6,167,3,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,447,921,250,253,407,334,61,173,43,2889
507051185,14,15,111,118,27,324,20,219,7,859,82,131,400,268,200,259,107,173,22,1636,363,717,1010,490,642,309,411,345,56,4356,395,636,687,444,491,228,340,245,62,3538,368,437,463,355,432,189,268,201,51,2749,152,206,183,166,231,85,154,106,22,1300,15,38,22,21,39,18,25,29,8,218,0,3,0,0,0,3,6,5,3,20,0,0,0,0,0,0,0,0,3,7,1393,2175,2878,1869,2069,1420,1323,1325,241,14681
507051186,3,7,24,29,4,67,14,37,0,188,10,20,102,40,25,70,21,64,7,359,44,61,159,98,69,54,77,72,15,653,45,63,135,82,78,36,65,93,11,608,61,65,111,100,106,42,106,92,15,703,37,66,85,91,76,50,89,79,11,579,6,13,18,18,15,11,7,9,3,89,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,203,298,630,454,373,330,392,445,63,3188
507051187,0,7,49,74,17,168,10,132,11,462,27,44,119,98,59,111,36,98,11,600,82,127,254,126,152,92,87,127,26,1074,147,186,261,181,164,101,131,131,33,1327,180,197,234,217,223,113,142,144,23,1472,67,103,102,77,98,70,95,83,4,697,10,22,13,10,16,5,15,6,3,93,0,0,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,512,683,1035,795,724,653,507,721,112,5733
507051188,7,9,57,63,11,107,7,47,7,307,39,48,228,166,48,100,35,95,11,772,132,172,386,281,136,77,75,123,18,1402,149,173,281,168,131,63,93,127,30,1218,178,162,275,180,221,99,144,156,30,1436,132,133,171,149,149,76,110,140,26,1083,24,37,26,20,31,14,22,32,10,224,6,0,3,3,7,0,3,3,0,22,0,0,0,0,0,0,0,3,0,4,659,738,1434,1026,734,538,490,725,127,6469
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,4,7,26,21,12,117,4,54,4,250,15,40,106,82,37,77,11,50,5,433,80,132,197,98,84,63,58,87,7,803,102,172,180,107,102,47,70,80,11,883,125,191,179,129,145,79,92,100,18,1063,101,173,133,81,145,53,92,82,20,882,18,27,19,16,25,16,13,20,3,153,0,4,0,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,4,448,737,841,545,556,454,343,463,76,4472
507051191,7,7,112,126,25,277,19,151,12,726,36,63,218,128,89,121,51,87,19,824,153,285,441,199,218,104,124,147,23,1690,269,476,466,319,298,144,176,186,45,2373,310,404,419,267,366,180,165,130,44,2283,115,127,118,102,121,52,70,71,13,799,7,21,14,12,13,14,19,13,7,117,0,6,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,904,1395,1787,1150,1128,888,625,782,165,8833
507051192,4,11,50,48,12,121,10,62,3,329,25,34,124,81,52,75,40,82,12,530,98,139,249,129,133,79,77,118,23,1039,97,184,237,123,152,75,97,123,20,1102,120,191,238,168,175,110,139,118,16,1272,59,112,160,112,88,69,118,101,13,832,9,16,8,10,21,8,11,14,3,108,0,3,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,407,686,1070,669,640,536,498,623,95,5220
507051193,3,4,42,38,7,105,5,65,3,277,22,28,129,68,33,79,28,65,9,471,64,93,228,102,113,84,88,125,15,914,89,118,170,84,112,46,95,106,15,846,102,151,195,127,132,78,134,130,24,1080,59,80,124,70,104,49,79,70,16,653,4,14,15,13,14,7,14,15,0,86,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,345,489,901,505,516,464,439,578,96,4338
509011225,4,6,64,55,12,139,3,79,5,374,16,45,130,79,34,81,24,74,7,488,92,238,196,127,89,78,54,138,9,1019,153,248,172,145,132,78,61,131,23,1148,208,333,165,180,183,100,100,132,19,1431,199,243,121,170,167,70,66,116,10,1170,74,81,29,32,39,41,18,35,3,346,15,9,4,4,0,0,3,0,4,46,3,0,0,0,0,0,0,3,0,9,762,1214,879,790,675,588,335,706,91,6041
509011226,3,3,8,13,0,30,0,16,0,80,9,9,13,13,10,4,8,16,0,80,31,20,49,15,21,9,12,35,0,200,66,54,35,23,32,24,19,29,3,285,96,66,54,40,36,19,22,53,10,400,119,78,36,44,25,17,19,44,8,388,71,16,9,4,11,5,6,8,3,138,27,3,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,6,423,241,216,156,136,107,87,211,26,1605
509011227,0,0,17,26,4,54,4,35,0,148,6,9,36,26,17,24,17,22,4,154,26,49,76,31,45,32,27,40,9,333,47,86,62,61,63,27,30,42,11,436,64,106,65,64,64,37,33,38,5,480,52,81,42,59,66,32,29,29,3,405,9,22,3,13,9,8,6,14,0,79,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,206,352,312,272,268,220,152,222,40,2041
509011228,0,0,18,33,9,51,5,39,3,157,3,4,42,14,4,8,3,16,0,95,28,43,71,34,23,13,5,36,7,258,64,117,68,46,42,33,16,48,3,431,114,135,78,80,68,37,42,66,5,632,118,119,55,44,74,33,23,57,4,533,65,34,19,3,26,19,9,31,3,212,13,5,0,5,3,3,0,0,0,30,3,0,0,0,0,0,0,0,0,3,420,464,345,256,247,197,108,292,25,2356
509011229,8,0,8,0,0,0,5,6,0,30,18,10,15,7,12,3,11,27,0,100,95,25,49,9,30,9,15,46,0,276,121,31,45,11,28,13,18,26,0,294,145,22,36,16,27,7,25,40,3,325,150,21,16,21,20,5,25,37,4,310,56,3,9,0,7,4,10,14,3,104,12,0,0,0,3,0,0,0,3,19,3,0,0,0,0,0,0,0,0,3,603,112,176,67,125,45,113,202,17,1460
509011230,5,4,11,6,5,24,4,41,0,107,12,18,44,11,8,20,14,55,3,197,48,59,68,26,26,22,16,81,6,351,83,52,45,24,37,31,15,87,10,377,101,47,58,45,37,28,33,95,4,445,63,41,46,33,31,31,31,75,10,361,26,8,5,7,15,7,4,11,3,88,6,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,347,232,283,152,167,159,118,440,35,1946
509011231,9,0,6,5,8,5,3,19,3,57,7,4,21,5,14,5,5,32,0,100,94,41,51,20,29,16,25,48,3,328,128,37,35,29,39,12,25,40,6,355,172,26,49,35,46,21,45,54,10,453,183,29,23,24,29,5,30,51,5,386,90,10,5,6,3,5,9,20,4,156,30,0,0,0,0,0,0,3,8,39,4,0,0,0,0,0,0,3,0,3,727,162,185,129,164,79,140,265,35,1879
509011232,0,0,22,13,3,35,0,22,0,90,3,4,28,12,12,16,4,10,0,86,13,32,38,15,20,20,9,23,3,174,45,56,63,36,41,17,17,19,6,296,61,71,50,41,47,26,34,42,11,376,52,91,46,35,49,23,25,33,6,364,12,25,11,8,19,9,3,13,3,93,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,193,281,267,167,187,144,89,147,23,1490
509011233,0,3,68,48,19,150,6,88,7,396,9,19,118,69,41,60,16,70,0,413,58,101,203,113,95,107,61,127,20,879,84,135,174,145,105,77,84,117,13,939,128,113,133,167,135,97,96,145,10,1021,85,84,85,120,109,75,68,99,8,722,29,14,27,27,13,6,22,30,3,169,9,3,0,0,0,0,0,9,4,28,3,0,0,0,0,0,0,0,0,3,404,469,814,685,508,568,354,685,73,4565
509011234,3,0,30,13,5,33,5,30,0,117,14,3,26,6,13,13,10,39,0,123,45,16,48,25,23,17,22,61,4,260,76,46,62,30,47,17,29,65,4,376,124,62,55,58,60,36,47,80,3,522,105,66,44,39,58,21,44,55,8,440,80,9,13,6,13,10,14,22,0,169,22,3,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,9,472,208,266,189,222,143,160,354,22,2043
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,3,0,24,21,8,33,0,29,10,134,7,5,48,20,16,20,19,28,0,160,38,35,79,28,43,20,27,44,3,299,90,58,121,52,63,25,61,53,6,529,114,72,109,63,120,27,76,78,19,677,85,56,64,36,79,33,52,50,15,467,49,14,12,3,14,3,13,31,3,139,11,0,3,0,0,0,3,5,0,26,5,0,0,0,0,0,0,0,0,5,400,243,458,215,330,161,240,318,52,2429
509021237,4,0,13,4,10,16,4,18,3,61,14,13,24,13,13,7,3,18,0,102,55,45,50,29,24,17,19,59,0,293,89,33,36,38,27,9,22,35,0,290,128,31,55,44,32,20,30,41,4,386,109,43,32,32,29,11,38,46,3,336,40,8,13,4,4,9,18,18,6,114,17,0,0,3,0,0,3,3,3,25,0,0,0,0,0,0,0,0,0,0,461,170,225,162,136,91,135,237,17,1623
509021238,5,0,5,0,5,13,0,11,3,45,14,8,22,6,8,5,8,23,0,98,61,47,50,24,50,17,25,37,8,321,107,34,40,29,36,12,26,47,7,337,144,23,44,35,42,25,35,39,3,393,153,37,37,34,33,16,51,31,8,397,60,7,14,9,12,3,15,13,0,136,27,0,3,0,0,0,4,0,0,42,3,0,0,0,0,0,0,3,0,9,569,165,220,137,194,95,163,210,33,1781
509021239,7,0,27,12,7,28,3,45,3,135,20,3,43,21,27,13,25,92,0,245,86,59,105,44,52,32,44,218,3,649,126,60,130,48,75,36,59,113,12,656,179,84,143,57,105,45,103,131,18,865,203,86,103,40,82,37,75,125,13,766,137,22,13,6,33,15,32,37,3,290,43,0,0,3,4,0,0,8,3,64,6,0,0,0,0,0,0,0,0,4,803,314,560,234,379,206,340,766,56,3662
509021240,0,0,22,13,4,32,7,25,0,104,18,18,51,16,30,11,19,32,3,191,88,81,82,41,54,29,31,52,5,474,90,53,72,31,51,23,47,40,3,404,131,63,59,37,38,29,76,49,7,497,136,46,41,57,41,31,51,50,5,459,64,10,12,10,16,4,15,14,3,155,26,0,3,0,4,0,3,0,0,38,6,0,0,0,0,0,0,0,0,6,560,279,337,204,230,173,248,262,29,2326
509021241,0,0,13,8,3,17,4,15,0,66,17,15,37,6,21,9,12,31,3,159,97,47,67,28,44,29,34,57,5,402,143,50,65,38,47,19,57,52,0,477,203,36,60,33,55,39,44,72,6,534,146,37,45,33,46,20,58,47,5,439,88,16,13,9,12,13,17,23,0,178,36,0,0,0,6,0,3,4,0,47,0,0,0,0,0,0,0,5,0,3,724,194,311,161,233,148,232,308,22,2318
509021242,3,0,10,0,5,3,0,11,0,29,5,9,34,7,10,7,20,18,3,113,59,45,89,17,29,13,90,45,5,386,93,29,104,29,27,6,93,39,10,428,150,40,87,19,25,18,120,37,11,503,124,18,51,21,25,5,104,54,3,410,71,9,7,3,3,4,16,6,6,123,29,0,0,3,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,7,539,144,385,92,127,53,447,210,39,2040
509021243,3,6,43,28,11,82,0,44,5,222,16,31,84,32,38,46,22,65,5,343,67,115,156,84,88,48,56,100,14,722,108,134,136,105,108,49,81,94,12,832,110,130,150,116,129,49,114,114,14,924,124,126,106,128,144,69,115,124,18,942,64,21,27,21,39,15,29,32,6,248,17,3,0,3,4,4,0,7,0,29,0,0,0,0,0,0,0,0,0,6,495,573,702,513,568,364,414,582,69,4277
509021244,0,0,16,16,3,17,3,17,4,83,7,7,23,11,10,14,8,11,3,100,20,27,36,23,27,4,16,25,7,193,35,37,53,16,35,21,31,26,3,264,76,71,82,51,64,21,77,45,12,497,56,67,73,58,62,36,51,47,9,461,43,29,25,11,12,7,11,8,3,160,11,0,3,0,3,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,256,247,310,195,222,128,198,183,38,1769
509021245,0,0,12,10,0,25,3,26,0,85,12,9,27,21,5,8,4,23,0,116,40,29,53,28,35,20,24,32,0,256,79,51,57,38,44,27,26,28,3,345,96,60,83,50,58,34,45,50,4,483,104,72,53,63,53,34,45,55,13,486,53,24,17,14,22,11,17,14,3,185,14,3,0,3,3,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,406,244,297,223,226,158,172,240,23,1988
509031246,0,0,14,3,0,9,0,18,0,48,11,13,19,5,7,4,11,17,4,98,58,38,37,14,17,10,10,41,7,224,92,26,25,19,35,9,35,29,3,263,137,27,38,25,30,24,50,42,6,373,132,28,42,29,36,13,27,31,4,347,71,9,10,0,8,11,18,19,4,154,23,3,0,0,0,0,0,3,7,33,0,0,0,0,0,0,0,0,0,3,527,143,190,98,135,72,149,200,27,1549
509031247,5,0,19,4,4,3,0,12,0,44,16,17,18,10,6,8,15,30,3,116,124,56,75,22,44,19,45,58,5,456,177,51,82,20,48,22,46,57,3,507,240,39,56,26,35,19,55,60,5,541,222,33,42,28,36,7,58,40,12,482,109,5,23,7,12,6,11,23,3,200,40,0,0,0,3,0,0,5,3,54,0,0,0,0,0,0,0,0,3,6,938,197,316,127,187,88,232,282,35,2398
509031248,0,0,10,10,0,16,0,15,0,48,8,8,34,8,10,4,12,25,3,110,20,42,98,15,20,6,86,31,3,310,45,51,87,12,30,4,110,24,12,365,42,43,84,33,34,8,113,39,6,413,37,29,40,24,27,8,63,25,8,265,21,9,9,0,4,0,9,7,0,68,13,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,189,171,363,101,127,52,395,163,31,1596
509031249,0,0,22,13,3,23,0,18,0,87,7,22,52,21,16,25,10,31,0,178,27,61,68,34,39,29,20,41,0,320,45,65,53,59,37,18,18,42,4,348,62,87,61,64,50,30,27,51,8,435,58,77,55,43,45,27,26,48,3,385,25,20,14,9,11,7,18,11,3,122,3,3,5,0,0,0,0,4,0,16,0,0,3,0,0,0,0,0,3,6,228,336,317,243,206,163,123,252,30,1900
509031250,5,0,12,12,3,14,5,19,0,70,11,3,20,8,13,11,8,24,0,114,88,40,59,25,26,17,23,44,0,321,132,53,43,38,44,15,32,33,4,386,178,58,50,26,53,20,51,66,11,513,189,39,39,40,40,31,56,51,13,504,109,7,11,8,13,7,18,17,3,188,27,0,0,0,0,3,3,0,4,36,6,0,0,0,0,0,0,0,4,8,740,210,240,166,184,120,188,263,38,2149
510011262,3,3,37,48,17,101,0,54,6,278,22,61,94,112,57,74,11,55,17,504,195,492,364,295,262,112,53,174,28,1984,275,466,288,213,271,101,80,135,30,1855,336,385,230,198,286,113,103,111,42,1794,289,307,175,152,213,107,94,109,35,1487,124,67,22,28,63,33,26,37,14,419,11,8,4,0,4,7,4,4,4,45,0,0,0,0,0,0,0,0,0,4,1255,1798,1214,1046,1173,650,374,676,167,8359
510011263,0,3,12,17,7,11,0,29,0,80,7,38,31,46,17,16,5,66,16,233,51,170,83,147,73,35,28,93,15,693,70,174,72,105,66,24,21,56,9,598,64,138,73,106,71,23,21,71,28,583,117,150,60,81,75,20,32,68,19,619,48,27,20,22,14,7,13,17,8,176,3,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,3,358,710,349,523,331,126,119,394,92,2996
510011264,0,0,0,7,6,0,0,9,0,22,7,20,10,22,7,10,4,17,5,97,17,66,26,45,16,13,9,20,9,218,27,41,16,31,10,4,10,20,10,173,30,36,23,35,14,0,10,23,6,178,28,43,24,24,20,3,21,16,8,183,7,6,4,4,10,0,3,3,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,215,103,169,78,34,58,109,43,911
510011265,0,9,20,25,8,34,6,42,3,153,24,45,57,55,35,27,19,59,10,325,113,254,164,144,112,39,52,107,21,1005,147,196,140,111,114,45,51,61,17,882,152,190,150,128,118,40,79,88,16,964,175,150,104,77,117,42,75,89,23,834,52,38,24,17,24,14,15,9,9,205,7,3,4,0,4,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,677,885,662,554,528,237,298,465,94,4402
510011266,0,3,0,6,0,4,0,12,4,30,3,15,8,26,4,3,4,20,3,77,25,45,23,24,17,10,3,8,3,173,19,50,25,28,23,6,8,14,4,189,48,47,24,33,26,9,7,27,4,223,44,47,19,19,22,10,5,36,14,222,24,5,3,3,5,3,8,8,0,61,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,171,209,107,140,111,45,37,128,33,978
510021267,0,4,14,3,0,0,5,19,0,48,12,54,161,13,6,3,70,92,3,419,107,379,922,52,106,11,706,251,31,2565,141,178,648,30,62,5,765,166,41,2041,138,151,512,51,48,11,757,133,34,1832,69,86,226,24,40,8,416,77,14,959,19,14,17,3,5,0,46,19,5,126,5,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,488,872,2510,185,272,34,2776,753,124,8010
510021268,4,0,17,9,9,29,3,12,0,81,7,28,73,22,24,10,22,35,0,227,59,113,271,49,65,17,149,92,14,822,70,76,220,46,50,19,176,78,13,763,52,43,142,35,46,18,143,53,8,531,29,31,72,15,25,13,103,26,5,310,3,9,5,7,3,3,10,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,302,800,182,216,108,612,297,43,2786
510021269,0,0,17,17,3,21,4,16,0,75,7,27,71,16,28,14,10,26,4,203,98,205,298,44,106,24,110,81,29,1001,123,155,226,43,85,29,108,55,22,852,113,105,152,39,65,25,145,72,16,724,62,59,88,15,42,22,109,51,6,450,10,9,14,3,6,3,18,8,3,68,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,407,566,864,185,342,132,501,307,72,3374
510021270,3,3,22,24,10,71,9,33,4,172,6,32,112,44,58,52,42,55,13,412,90,196,485,116,161,61,169,181,38,1497,102,145,297,105,95,50,154,106,19,1067,71,106,227,76,94,50,185,109,28,952,57,60,104,48,52,25,115,51,10,530,14,7,12,12,9,4,16,4,0,73,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,3,343,553,1265,416,480,313,693,550,108,4722
