SA2_MAINCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,4,61,58,35,24,14,0,0,206,10,69,47,22,14,0,0,0,160,62,365,239,189,179,93,55,26,1215,30,207,85,68,52,26,20,6,494,0,24,26,8,10,7,0,0,73,9,77,53,29,22,11,3,0,212,7,31,43,33,36,17,9,3,173,30,234,190,137,73,51,16,7,722,23,89,59,48,36,21,6,0,282,19,51,25,12,19,3,7,0,138,7,46,31,20,13,10,5,3,127,0,0,0,0,0,3,0,3,8,0,16,13,7,4,4,3,0,47,58,129,97,79,53,42,42,43,539,261,1405,956,685,538,295,160,91,4394,19,68,54,29,17,4,0,0,193,3,8,15,11,3,3,0,0,50,7,47,29,22,11,5,10,0,130,4,23,23,16,3,4,0,0,81,6,23,9,6,3,0,0,0,45,42,314,164,109,110,61,32,7,837,21,168,117,96,103,43,23,9,579,67,411
505021089,13,25,47,62,34,49,18,3,244,10,22,73,53,17,8,0,0,182,62,190,340,281,260,239,126,30,1518,31,119,110,103,77,57,29,5,532,3,20,26,25,18,7,5,3,114,8,47,73,60,37,13,15,3,257,3,18,35,48,48,53,14,3,220,34,128,232,281,167,141,58,9,1062,23,47,82,67,67,40,19,0,344,20,34,32,20,20,9,3,0,135,7,13,23,20,20,15,3,0,103,3,0,0,0,0,0,0,0,5,0,7,13,11,7,4,0,0,48,35,42,58,59,60,46,32,37,366,259,710,1134,1080,836,687,317,101,5138,23,43,74,43,30,10,3,0,215,0,3,11,8,8,5,0,0,48,3,19,35,15,8,7,6,3,102,7,11,24,13,11,3,0,0,66,5,9,12,5,4,0,0,0,39,51,186,219,206,138,101,52,15,968,22,82,161,207,201,116,37,6,839,62,196
505021090,10,63,26,15,12,0,4,0,128,15,137,74,16,14,0,0,0,258,81,419,250,115,126,80,53,16,1141,35,182,78,43,45,29,29,3,443,3,23,9,8,4,0,0,0,53,10,76,38,20,13,10,6,0,169,3,29,15,17,18,9,3,3,97,59,395,169,80,43,25,9,3,777,30,109,75,37,33,14,9,0,298,20,69,25,15,6,0,0,0,135,22,107,58,27,14,15,7,0,242,7,9,0,3,0,0,3,0,22,6,35,23,4,7,0,4,0,85,106,243,127,94,59,43,42,23,735,391,1894,975,485,395,228,164,57,4585,10,75,38,17,9,3,0,0,154,10,51,23,3,9,0,0,0,101,7,56,24,5,3,0,11,3,116,4,21,15,3,5,0,0,0,50,4,8,5,0,0,3,0,0,21,56,272,123,70,54,39,12,3,629,21,121,88,58,42,20,6,0,361,95,497
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,8,57,56,45,32,23,7,4,227,9,35,43,19,20,0,0,0,128,78,370,226,201,164,88,42,15,1176,42,274,115,66,61,29,20,3,600,7,41,23,19,3,7,3,0,98,15,93,61,45,25,17,6,6,263,0,24,32,32,43,21,13,0,166,34,243,199,148,90,58,27,6,805,23,94,86,51,38,31,18,4,340,11,54,44,20,7,3,4,0,148,11,53,34,15,15,7,3,4,145,0,0,0,0,0,0,0,0,3,7,20,11,8,3,4,0,0,55,66,189,109,111,75,50,20,15,639,305,1540,1043,776,584,336,161,52,4791,17,83,48,25,15,8,0,0,197,0,4,19,6,4,0,0,0,36,10,40,27,9,5,4,3,3,107,8,33,22,7,5,0,0,0,81,3,19,23,11,3,0,0,0,57,47,328,157,129,103,51,29,10,853,15,145,106,107,110,61,36,3,580,67,395
505021093,11,28,29,21,24,9,3,0,132,14,59,68,32,11,6,0,0,187,66,278,174,170,152,108,50,8,1009,45,98,70,59,52,43,23,11,403,3,11,9,14,7,8,0,0,51,9,68,51,28,32,14,3,0,197,3,11,20,22,23,9,8,0,100,44,233,172,103,84,38,17,0,695,16,53,41,23,43,10,3,5,197,15,44,27,16,8,9,0,0,115,14,51,25,25,14,10,0,0,131,4,0,0,0,0,0,3,0,8,0,11,6,5,9,0,0,0,37,57,74,57,63,44,41,40,18,399,294,1023,750,588,501,302,154,41,3658,22,41,34,15,3,0,0,0,118,12,32,20,11,4,0,0,0,76,13,39,30,16,6,13,8,3,118,9,25,16,0,5,0,0,0,61,0,12,6,7,0,0,0,0,23,53,168,100,64,68,29,13,4,497,17,84,80,69,68,34,11,4,366,84,268
505021094,3,15,21,29,19,13,4,0,105,0,5,6,11,3,3,0,0,39,11,84,96,114,80,73,41,16,518,20,61,63,37,43,37,21,0,278,0,4,7,8,11,8,3,0,32,4,10,19,29,19,13,3,0,111,0,4,10,16,28,18,7,3,95,9,42,89,86,79,54,21,4,374,10,30,24,29,25,22,12,3,146,8,11,9,9,7,0,3,0,46,0,4,10,9,10,5,0,0,46,0,0,3,0,0,0,0,0,5,3,3,3,6,8,0,4,0,27,17,14,23,19,22,29,24,4,152,86,290,386,404,363,282,145,42,1986,3,24,22,8,15,0,0,0,72,0,0,4,5,3,0,0,0,9,3,15,15,10,5,0,0,3,47,0,10,10,7,3,0,0,0,30,0,6,8,3,0,0,0,0,15,22,75,71,93,68,41,27,4,392,6,33,66,79,107,54,15,8,360,14,73
505021095,11,36,39,21,6,10,0,3,125,14,82,57,16,11,0,0,0,178,55,274,173,119,66,59,35,15,801,20,112,56,33,41,22,17,6,309,6,16,15,6,10,0,0,0,62,4,65,33,29,14,3,0,0,147,0,31,18,21,23,10,6,0,118,30,239,140,80,51,23,10,3,575,18,92,61,29,23,17,5,5,257,10,65,31,14,7,5,0,0,126,14,63,36,17,15,4,0,4,155,0,0,0,3,0,0,0,0,11,0,3,9,4,3,7,0,0,31,36,107,73,33,32,25,24,19,353,217,1199,745,434,300,180,106,56,3242,18,58,31,22,8,4,0,0,152,7,24,17,6,3,0,0,0,56,13,43,29,8,6,0,3,3,114,6,19,6,4,0,0,0,0,32,0,19,6,8,3,0,0,0,33,33,215,115,62,45,42,16,5,523,14,107,49,53,59,22,16,4,329,67,352
505021096,24,32,40,53,37,29,17,6,241,9,17,43,32,17,6,0,0,121,48,103,173,182,170,107,88,21,904,19,72,48,69,48,18,30,6,313,8,10,12,18,12,6,4,0,61,8,36,65,56,30,28,18,9,245,3,14,27,44,41,39,25,9,190,43,101,191,226,128,87,74,13,860,21,34,71,52,56,37,20,3,282,12,27,25,16,8,9,3,3,98,10,12,13,12,7,3,4,0,60,0,0,0,0,0,0,3,0,6,5,4,3,14,5,3,3,0,37,41,33,26,40,32,23,34,6,232,251,494,730,791,591,392,330,78,3658,24,27,51,33,29,13,6,0,177,0,7,20,7,11,3,0,0,51,7,23,27,21,13,8,6,9,111,7,17,15,9,10,0,0,0,63,3,13,10,19,0,0,0,0,39,38,121,179,180,111,76,46,15,772,7,53,87,145,126,105,58,10,587,27,152
505021097,14,41,40,28,23,14,7,0,166,12,67,70,36,13,7,0,0,201,41,231,170,155,163,82,79,39,967,22,117,82,63,65,38,32,14,425,3,12,13,12,9,4,3,0,58,6,62,48,40,44,31,21,7,259,3,26,24,17,30,22,15,6,144,46,172,169,154,98,73,29,21,760,26,68,77,66,62,35,13,7,358,29,64,28,15,17,13,4,0,166,8,60,16,19,10,8,3,0,133,0,0,0,3,0,0,0,0,9,3,11,7,11,5,4,3,3,46,49,96,76,58,56,44,56,69,510,266,1042,813,675,595,368,269,168,4196,19,53,35,32,8,9,6,0,161,4,20,16,17,9,3,0,0,62,3,27,22,14,6,8,13,12,106,14,26,16,6,3,0,0,0,67,3,9,12,11,7,0,0,0,38,37,183,108,93,103,60,38,25,654,17,93,100,116,98,58,31,18,532,87,270
505031098,9,4,15,27,10,3,0,0,75,10,19,20,13,3,0,0,0,74,79,114,141,149,150,82,29,0,742,27,57,32,42,42,25,19,4,250,5,3,8,3,3,9,0,0,32,8,19,13,14,8,5,3,0,67,0,9,8,14,17,8,5,3,71,37,60,62,59,43,26,9,0,291,19,30,36,39,26,12,0,0,165,7,15,12,6,9,3,5,0,55,3,23,19,12,19,5,0,3,88,0,3,0,3,0,0,0,0,6,0,0,3,4,3,3,3,0,21,72,57,61,51,52,33,26,0,356,278,420,427,439,385,225,95,12,2278,8,18,12,14,7,5,0,0,67,0,4,9,0,4,3,0,0,20,8,6,23,16,11,5,3,0,72,3,4,3,3,3,0,0,0,16,0,7,3,6,0,0,0,0,16,22,51,36,49,44,25,9,3,237,16,50,41,53,45,17,8,0,233,48,120
505031099,9,13,19,13,4,0,0,3,59,24,54,56,31,4,4,0,0,166,128,300,348,303,147,135,97,27,1477,74,174,130,141,46,33,35,3,637,4,27,21,22,6,3,4,0,86,8,31,35,42,10,13,3,3,140,0,24,25,22,8,14,8,6,106,25,108,132,94,36,29,16,4,445,31,68,65,36,21,12,4,0,245,15,34,27,5,10,3,5,0,101,14,52,60,43,19,14,8,0,207,3,3,3,0,0,0,3,0,15,0,15,16,7,9,3,3,0,51,195,183,151,133,54,48,57,52,878,540,1082,1082,887,380,307,253,97,4627,10,30,26,8,4,3,0,0,84,3,16,21,11,5,0,0,0,57,9,23,14,17,3,8,5,4,81,13,8,8,7,0,3,0,0,38,3,17,12,4,0,0,0,0,31,79,167,169,135,66,46,28,11,693,31,119,180,114,34,17,16,10,523,102,307
505031100,9,18,12,13,4,4,0,0,61,22,72,55,28,13,0,0,0,188,88,282,306,262,129,69,23,0,1166,53,152,110,113,52,23,15,0,520,12,16,19,9,6,0,0,0,69,9,33,37,24,20,10,0,0,126,3,17,23,16,15,5,0,0,77,37,145,131,81,29,16,4,0,442,32,57,43,34,24,6,0,0,198,22,30,14,8,0,0,3,0,82,14,55,48,34,11,9,0,0,170,0,3,0,3,0,0,0,0,10,0,18,18,7,13,0,0,0,50,81,98,60,63,39,18,8,0,368,377,1001,892,695,349,165,55,6,3534,18,40,20,10,0,0,0,0,89,4,16,20,5,0,0,0,0,50,3,21,15,10,11,4,3,0,65,0,7,9,3,0,0,0,0,18,3,16,11,6,0,0,0,0,46,59,160,188,125,69,17,6,0,627,30,130,111,86,26,13,7,0,403,88,306
505031101,5,23,25,16,3,3,0,0,78,13,65,36,23,8,0,0,0,153,85,241,182,180,117,56,24,3,883,52,134,87,74,42,26,11,0,426,13,17,13,7,9,5,0,0,63,4,28,16,15,10,3,0,0,87,3,11,14,20,12,9,3,0,72,26,123,79,56,34,15,0,0,337,20,54,50,19,22,5,0,0,175,12,16,8,10,7,0,0,0,59,7,50,28,24,13,10,3,0,137,5,0,0,0,0,0,0,0,3,4,14,11,10,3,5,3,0,43,84,81,68,53,40,23,9,0,359,345,858,629,510,313,156,52,9,2871,13,31,16,10,5,0,0,0,74,3,14,7,7,3,3,0,0,45,3,15,12,17,7,8,3,0,65,6,11,10,4,3,0,0,0,27,3,9,3,5,4,0,0,0,26,48,133,84,76,50,18,5,0,414,20,95,72,52,21,11,3,0,278,65,240
505031102,7,10,12,6,7,4,0,0,44,8,29,21,6,4,0,0,0,72,38,101,85,72,81,59,19,6,471,27,50,41,28,25,24,14,0,209,4,7,10,3,4,8,3,0,32,3,16,15,13,3,4,0,0,56,0,6,8,4,11,6,3,0,42,14,53,40,24,13,14,0,0,164,14,25,27,17,10,8,0,0,105,3,19,10,6,3,0,0,0,45,4,34,21,14,9,4,0,0,82,0,0,0,0,0,0,0,0,5,5,4,3,3,4,0,0,0,18,40,56,44,55,33,31,23,0,286,177,413,347,263,207,165,69,18,1646,4,23,12,0,0,0,0,0,48,0,3,4,0,0,0,0,0,14,0,20,8,9,6,0,0,0,43,0,8,0,0,3,0,0,0,12,0,0,3,0,0,0,0,0,13,19,49,34,30,21,22,4,0,176,23,29,32,29,18,13,4,0,149,37,89
505031103,16,25,42,37,14,8,0,0,142,24,93,121,50,19,0,0,0,303,130,380,481,405,249,130,63,3,1846,66,166,173,123,59,45,24,8,665,7,8,14,15,14,7,5,0,68,20,63,60,43,18,10,3,0,217,8,31,34,35,21,10,4,3,143,62,255,275,224,87,53,20,5,977,34,73,75,51,39,17,7,0,292,24,32,34,11,13,3,3,0,114,21,49,58,54,27,11,4,0,216,0,0,0,3,3,0,3,0,7,3,14,20,18,9,4,0,0,69,98,81,67,75,53,47,41,19,481,511,1266,1458,1138,606,343,183,37,5544,21,53,48,27,8,7,0,0,167,3,21,33,20,0,0,0,0,77,3,33,35,28,27,8,6,0,138,9,24,11,7,4,0,0,0,59,0,9,13,9,0,0,0,0,25,76,241,192,135,79,34,12,4,763,41,175,218,147,56,35,19,3,691,119,451
505031104,5,12,15,5,10,4,0,0,56,5,36,27,11,0,0,0,0,84,51,138,128,130,118,73,29,8,677,33,67,53,35,37,29,5,0,261,4,11,7,7,9,3,0,0,41,5,12,13,9,13,3,3,0,60,0,13,3,12,12,8,3,3,54,27,63,54,39,28,17,7,0,231,10,38,22,25,19,7,3,0,117,4,7,13,14,3,3,0,0,44,8,16,22,18,13,10,3,0,93,3,0,0,0,4,0,0,0,14,0,0,8,11,7,3,0,0,31,47,41,63,55,43,33,36,40,344,214,445,427,372,302,189,90,51,2098,10,24,28,4,8,0,0,0,72,0,3,5,8,3,0,0,0,17,3,8,13,16,12,6,0,0,60,0,4,0,3,0,0,0,0,11,3,0,3,0,0,0,0,0,12,41,85,47,29,38,19,11,8,267,19,48,46,44,27,19,9,0,204,54,113
505031105,9,15,28,17,9,10,3,0,96,7,13,52,42,13,3,0,0,139,89,169,306,465,296,131,60,6,1523,80,122,175,244,98,53,17,3,789,5,12,18,17,7,3,0,3,66,4,17,30,44,38,14,3,3,158,3,11,27,24,22,13,10,0,112,36,41,108,167,63,34,13,0,466,32,27,52,61,27,19,5,0,217,27,13,21,19,11,9,0,0,109,14,25,32,34,24,9,5,0,146,4,0,0,3,0,0,0,0,7,3,5,8,25,11,3,0,0,61,86,39,57,84,51,38,32,24,409,389,521,920,1245,675,336,154,38,4279,12,20,30,25,10,4,0,0,93,0,5,30,18,13,4,0,0,70,7,11,32,20,9,7,3,0,88,7,5,4,13,0,0,0,0,33,3,8,6,12,4,0,0,0,30,56,95,177,237,104,50,21,3,744,40,73,143,182,68,37,6,4,558,72,140
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,6,7,24,10,11,9,0,0,58,15,35,58,26,7,3,0,0,137,81,184,258,209,125,91,38,15,1010,30,91,117,99,47,31,18,0,436,3,25,11,6,9,3,6,0,56,7,23,29,24,14,3,7,0,106,0,16,18,12,15,6,3,0,76,29,84,117,79,43,8,5,0,378,18,42,50,22,13,8,3,0,162,10,12,15,12,3,3,0,0,52,6,27,24,26,10,13,3,0,104,3,0,0,0,0,0,0,0,7,3,4,12,15,11,3,0,0,43,35,50,35,45,32,24,16,3,245,253,602,761,589,345,206,105,28,2879,4,26,23,7,3,0,0,0,65,3,8,14,3,0,0,0,0,30,3,13,20,12,7,3,4,0,58,0,3,10,0,3,0,0,0,13,0,8,11,6,0,0,0,0,18,26,106,135,130,61,36,16,3,520,22,84,112,67,38,24,9,4,349,56,172
505031108,10,31,31,24,9,12,0,3,122,29,77,84,23,15,5,0,0,229,150,473,411,394,366,230,78,22,2130,88,223,157,135,113,90,41,11,850,8,32,26,25,10,13,0,0,119,19,48,69,41,24,18,3,0,220,5,31,38,27,26,24,9,3,154,42,156,194,121,89,55,20,3,679,26,80,70,41,44,29,4,0,294,31,38,29,11,10,5,4,0,134,19,47,58,40,38,13,7,0,219,3,0,0,0,0,0,3,0,7,3,12,11,15,6,6,3,3,57,107,93,73,91,71,75,55,16,587,538,1336,1249,984,826,582,229,72,5815,14,53,39,27,9,5,0,0,148,3,21,27,12,3,0,0,0,61,9,36,36,20,11,6,5,0,119,8,23,7,9,3,0,3,0,57,11,18,15,10,0,0,0,0,49,68,233,189,139,149,69,21,14,892,43,173,155,143,87,49,18,3,675,114,387
505031255,3,9,7,7,3,0,0,0,37,6,36,22,6,0,0,0,0,79,57,205,136,89,41,32,7,3,570,54,136,68,50,16,6,0,0,334,3,12,13,3,0,0,0,0,32,3,30,15,12,3,4,0,0,64,4,11,11,9,3,0,0,0,36,9,93,52,32,7,9,0,0,206,9,39,32,16,6,7,0,0,112,3,19,8,3,0,0,0,0,34,11,33,20,13,7,0,0,0,82,0,0,0,0,0,0,0,0,0,3,10,12,6,0,0,0,0,27,52,82,54,36,16,13,5,0,257,227,712,443,288,104,74,19,3,1870,3,21,9,3,3,0,0,0,46,3,14,3,3,0,0,0,0,22,3,13,7,11,0,0,0,0,37,3,7,3,3,0,0,0,0,11,3,6,3,0,0,0,0,0,17,33,95,74,51,24,5,3,0,286,22,89,53,38,15,10,0,0,225,58,157
505031256,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,7,21,10,10,0,0,58,3,0,3,8,3,3,0,0,21,0,3,3,7,0,3,0,0,13,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,11,3,3,3,0,47,20,13,36,49,28,20,4,0,185,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,4,9,3,0,0,25,0,0,5,3,3,3,0,0,12,0,0
505031257,3,0,3,0,3,0,3,0,16,4,3,3,0,0,0,0,0,7,8,37,48,59,43,39,19,0,249,10,16,19,32,24,8,3,0,107,0,3,3,11,0,0,0,0,23,0,0,8,3,4,3,0,0,16,0,0,0,3,4,6,4,0,18,3,4,5,7,7,7,0,0,33,0,3,3,6,4,4,0,0,24,4,4,0,0,0,0,0,0,11,5,4,3,3,6,4,3,0,22,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,10,22,10,18,22,21,24,13,4,138,59,96,112,155,125,96,40,6,686,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,4,7,4,0,3,5,0,24,0,0,0,0,0,0,0,0,3,5,0,3,0,3,0,0,0,13,8,18,10,19,17,12,7,0,90,3,15,16,15,12,8,0,0,68,7,30
505031258,3,8,3,12,6,5,6,0,32,10,13,13,4,0,0,0,0,37,32,110,136,127,75,89,33,9,613,29,100,77,79,40,25,15,0,356,3,5,11,10,5,3,0,0,48,0,6,26,14,8,0,3,0,57,0,5,16,12,11,5,3,0,40,13,27,39,28,18,25,3,3,154,7,18,26,16,12,0,4,0,93,8,3,10,3,4,0,0,0,36,7,14,24,18,5,3,0,0,70,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0,6,0,19,49,55,44,54,32,38,49,29,356,167,362,424,379,220,194,119,34,1909,0,14,6,3,4,3,0,0,38,0,3,3,3,3,0,0,0,10,0,8,5,10,3,8,0,0,30,0,0,4,0,0,0,0,0,5,0,9,4,4,0,0,0,0,16,28,75,64,53,38,25,9,3,280,8,63,54,34,20,18,5,0,208,31,79
