SA2_MAINCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,562,16,3,0,21,0,582,62,124,0,0,124,0,190,0,10,7,0,21,0,20,0,3,0,0,3,0,3,65,140,7,0,147,0,218,0,0,0,0,0,0,0,630,159,10,0,168,0,802,385,20,0,0,18,0,408,27,75,3,0,78,0,109,0,12,5,0,22,0,18,0,3,0,0,3,0,3,26,91,9,0,103,0,128,0,0,0,0,0,0,0,411,114,11,0,120,0,536,201,10,0,0,10,0,208,11,44,0,0,46,0,62,0,3,3,0,5,0,5,0,0,0,0,0,0,0,11,47,4,0,57,0,65,0,0,0,0,0,0,0,210,54,4,0,59,0,276,128,3,0,0,3,0,136,9,32,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,0,0,32,0,43,0,0,0,0,0,0,0,138,32,0,0,36,0,179,176,4,0,0
505021089,881,42,0,0,42,0,924,89,110,7,0,117,0,200,0,3,3,0,3,0,9,3,0,0,0,0,0,3,89,115,7,0,118,0,211,0,0,0,0,0,0,0,971,154,7,0,158,0,1135,1039,19,0,0,19,0,1064,87,134,0,0,134,0,220,3,0,4,0,8,0,4,0,0,0,0,0,0,0,91,130,4,0,134,0,225,3,0,0,0,0,3,3,1135,151,4,0,155,4,1296,602,12,0,0,12,0,615,44,68,0,0,68,0,116,3,4,3,0,6,0,4,0,0,0,0,0,0,0,45,73,3,0,73,0,120,0,0,0,0,0,0,0,647,81,3,0,88,0,734,329,9,0,0,9,0,333,14,33,0,0,36,0,46,0,3,0,0,6,0,6,0,0,0,0,0,0,0,14,34,4,0,39,0,56,0,0,0,0,0,0,0,343,42,4,0,47,3,386,424,11,0,0
505021090,278,18,0,0,18,0,300,53,523,21,8,550,0,602,3,80,39,0,124,0,125,0,8,0,0,10,0,10,53,611,59,11,687,0,735,0,3,0,0,3,3,10,331,638,59,11,707,3,1042,150,6,0,0,6,4,159,28,278,15,0,301,0,328,0,45,35,0,75,0,75,0,5,0,0,3,0,3,28,326,52,3,382,0,409,0,0,0,0,0,3,3,179,335,52,3,390,7,578,79,0,0,0,0,0,76,10,111,5,0,117,0,123,0,18,20,0,35,0,35,0,3,4,0,9,0,9,10,131,27,3,160,0,168,0,0,0,0,0,0,0,86,127,27,3,155,0,246,28,3,0,0,3,0,26,9,49,4,0,57,0,59,0,11,13,0,22,0,22,0,0,0,0,3,0,3,9,55,18,0,78,0,83,0,0,0,0,0,0,0,31,57,18,0,76,0,110,55,0,0,0
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,551,17,0,0,17,0,563,41,74,0,0,77,0,121,0,3,0,0,3,0,3,0,0,0,0,0,0,0,41,79,0,0,82,0,123,0,0,0,0,0,0,0,594,95,0,0,97,0,690,338,10,0,0,10,0,346,31,53,3,0,52,0,83,0,0,0,0,7,0,7,0,4,0,0,4,0,4,31,54,3,0,57,0,89,0,0,0,0,0,0,0,361,58,3,0,66,4,431,192,3,0,0,3,0,196,12,33,0,0,33,0,48,0,3,0,0,3,0,3,0,3,0,0,3,0,3,12,39,0,0,39,0,53,0,0,0,0,0,0,0,205,44,0,0,44,3,249,89,0,0,0,3,0,90,9,16,0,0,16,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,14,0,0,21,0,26,0,0,0,0,0,0,0,99,20,0,0,21,0,121,138,4,0,0
505021093,326,41,0,0,41,0,367,49,228,6,0,237,0,283,0,18,10,0,28,0,31,0,3,3,0,7,0,7,50,248,16,0,263,0,318,0,0,0,0,0,0,0,376,293,16,0,306,0,684,327,26,0,0,26,0,352,40,187,5,0,191,0,228,0,27,9,0,30,0,30,0,0,0,0,0,0,0,40,211,11,0,223,0,267,0,3,0,0,3,0,3,366,237,11,0,247,0,619,151,9,0,0,9,0,157,19,81,3,0,86,0,102,0,5,0,0,10,0,9,3,0,0,0,0,0,4,19,87,6,0,90,0,115,0,0,0,0,0,0,0,171,99,6,0,100,0,268,88,6,0,0,6,0,91,14,62,0,0,58,0,74,0,3,5,0,7,0,7,0,0,0,0,0,0,0,14,62,10,0,69,0,81,0,0,0,0,0,0,0,96,68,10,0,80,0,176,120,3,0,0
505021094,270,12,0,0,12,0,278,15,17,0,0,17,0,30,0,0,3,0,3,0,0,0,0,0,0,0,0,0,18,17,3,0,15,0,36,0,0,0,0,0,0,0,288,25,3,0,30,0,309,301,3,0,0,3,0,307,22,19,0,0,19,0,42,3,0,3,0,3,0,3,0,0,0,0,0,0,0,23,19,3,0,25,0,52,0,0,0,0,0,0,0,330,24,3,0,25,0,356,205,7,0,0,7,0,215,9,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,15,0,0,0,0,0,0,0,213,14,0,0,16,0,228,115,7,0,0,7,0,121,6,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,7,0,16,0,0,0,0,0,0,0,116,12,0,0,16,0,135,174,3,0,0
505021095,293,17,0,0,17,0,310,44,205,3,3,215,0,261,3,16,0,0,16,0,23,0,0,0,0,0,0,0,42,227,9,3,234,0,280,0,0,0,0,0,0,0,336,244,9,3,251,4,595,155,16,0,0,16,0,167,26,132,10,0,138,0,163,0,3,8,0,10,0,10,0,0,0,0,0,0,0,26,136,16,0,150,0,172,0,0,0,0,0,0,0,178,152,16,0,166,0,342,62,4,0,0,4,0,68,5,39,9,0,44,0,51,0,8,3,0,8,0,8,0,0,0,0,0,0,0,5,46,13,0,54,0,62,0,0,0,0,0,0,0,69,51,13,0,61,0,128,43,3,0,0,3,0,46,6,25,4,0,27,0,38,0,5,0,0,5,0,5,0,0,0,0,0,0,0,6,29,4,0,35,0,38,0,0,0,0,0,0,0,48,35,4,0,36,0,84,42,3,0,0
505021096,428,22,0,0,22,0,452,30,115,3,0,122,0,147,0,8,3,0,14,0,12,0,3,0,0,3,0,3,30,133,8,0,138,0,170,0,0,0,0,0,0,0,459,150,8,0,156,0,623,582,13,0,0,13,0,602,39,159,3,3,161,0,201,0,6,4,0,12,0,12,0,3,0,0,3,0,3,39,169,10,3,176,0,218,0,0,0,0,0,0,0,627,187,10,3,191,0,817,364,5,0,0,5,3,374,17,82,4,0,82,0,104,4,3,6,0,11,0,12,0,0,0,0,0,0,0,20,87,12,0,94,0,119,0,0,0,0,0,0,0,382,93,12,0,103,3,491,243,3,0,0,3,0,244,16,44,0,0,51,0,62,0,6,0,0,6,0,5,0,0,0,0,0,0,0,21,52,0,0,53,0,71,0,0,0,0,0,0,0,259,57,0,0,53,0,317,309,15,0,0
505021097,373,40,0,0,40,0,415,60,192,9,0,201,0,264,0,18,6,0,29,0,29,0,0,0,0,0,0,0,62,212,18,0,228,0,294,0,0,0,0,0,0,0,435,257,18,0,273,0,707,351,41,0,0,41,0,387,38,143,11,0,157,0,188,0,8,5,0,13,0,13,0,0,0,0,0,0,0,38,155,13,0,164,0,202,0,0,0,0,0,0,0,389,195,13,0,206,0,593,207,8,0,0,8,0,220,24,79,3,0,80,0,104,0,3,0,0,11,0,11,0,3,0,0,3,0,3,24,85,6,0,93,0,113,0,0,0,0,0,0,0,233,93,6,0,106,0,334,117,3,0,0,3,0,120,9,41,0,0,38,0,53,0,0,8,0,11,0,11,0,3,0,0,3,0,3,9,41,8,0,51,0,60,0,0,0,0,0,0,0,131,46,8,0,57,0,186,214,14,0,0
505031098,232,10,0,0,10,0,246,28,164,10,4,181,0,205,0,58,77,0,137,0,137,0,0,0,0,0,0,0,26,227,92,4,322,0,347,0,0,0,0,0,3,3,255,236,92,4,329,3,590,279,19,0,0,19,0,291,26,160,9,3,178,0,203,0,48,91,0,143,0,143,0,0,0,0,0,0,0,26,210,109,3,317,0,347,0,0,0,0,0,0,0,307,226,109,3,336,0,636,118,10,0,0,10,0,131,10,120,10,3,131,0,139,0,23,58,0,87,0,87,0,0,0,0,4,0,4,10,139,69,0,220,0,225,0,0,0,0,0,0,0,131,153,69,0,232,0,363,95,5,0,0,5,0,95,3,53,9,0,59,0,63,0,19,32,0,43,0,43,0,0,0,0,3,0,3,3,69,37,0,110,0,114,0,0,0,0,0,0,0,94,77,37,0,115,0,209,136,5,0,0
505031099,1044,40,0,0,43,5,1095,61,174,0,3,176,0,233,3,18,7,0,27,0,33,0,0,0,4,0,0,0,60,194,11,5,205,0,272,4,0,0,0,0,0,6,1109,234,12,5,255,3,1367,912,20,0,0,20,0,932,59,182,3,0,193,0,245,3,16,11,0,21,0,27,0,0,0,0,0,0,0,61,198,15,3,217,0,276,0,0,0,0,0,3,3,974,218,15,3,233,3,1211,508,8,0,0,7,0,523,27,92,3,0,97,0,120,0,6,9,0,17,0,15,0,0,0,0,3,0,3,26,101,12,0,115,0,142,0,0,0,0,0,0,0,539,111,14,0,125,0,664,345,10,0,0,10,0,351,17,53,0,0,59,0,78,0,4,0,0,4,0,7,0,0,0,0,0,0,0,19,60,0,0,64,0,86,0,0,0,0,0,0,0,365,68,0,0,76,0,443,417,5,0,0
505031100,861,30,0,0,30,3,896,37,225,0,0,227,0,266,4,17,5,0,24,0,25,0,3,0,0,4,0,4,44,249,4,0,259,0,301,0,0,0,0,0,0,0,901,280,4,0,289,3,1194,749,26,0,0,26,3,780,43,208,0,0,206,0,244,3,14,7,0,27,0,32,0,0,0,0,3,0,3,41,223,9,0,237,0,283,0,0,0,0,0,0,0,794,244,9,0,262,3,1059,425,9,0,0,9,0,429,21,109,5,0,116,0,136,0,5,4,0,15,0,17,0,3,0,0,0,0,4,23,117,12,3,134,0,153,0,0,0,0,0,0,0,445,123,12,3,139,0,585,239,3,0,0,3,0,239,14,61,0,0,61,0,77,0,6,4,0,17,0,12,0,0,0,0,0,0,0,16,72,4,0,81,0,94,0,0,0,0,0,0,0,255,73,4,0,83,0,334,322,11,0,0
505031101,507,23,0,0,23,0,535,40,184,3,0,192,0,234,0,11,10,0,18,0,17,0,0,0,0,0,0,0,43,195,10,0,208,0,253,0,0,0,0,0,0,0,554,222,10,0,234,0,787,408,15,0,0,15,0,422,28,145,8,0,157,0,185,0,8,14,0,19,0,19,0,0,0,0,0,0,0,28,160,16,0,177,0,203,0,0,0,0,0,0,0,432,173,16,0,193,0,623,181,8,0,0,8,0,183,9,61,3,0,57,0,68,0,13,5,0,19,0,19,0,0,0,0,0,0,0,9,70,11,0,79,0,83,0,0,0,0,0,0,0,184,75,11,0,85,0,268,97,5,0,0,5,0,107,4,25,0,0,25,0,30,0,0,4,0,6,0,8,0,0,0,0,0,0,0,7,30,6,0,32,0,42,0,0,0,0,0,0,0,106,33,6,0,42,0,146,145,5,0,0
505031102,172,6,0,0,6,7,185,21,120,20,8,144,0,166,3,56,68,0,121,0,130,0,0,0,0,0,0,0,28,174,83,8,268,0,295,0,0,0,0,0,0,0,198,186,83,8,275,7,482,132,12,0,0,12,3,147,24,143,13,7,159,0,184,0,45,45,0,85,5,90,0,0,0,0,0,0,0,23,185,56,7,246,5,273,0,0,0,0,0,0,0,159,194,56,7,258,10,418,88,3,0,0,3,0,96,5,73,8,0,78,0,86,0,11,30,0,38,0,38,0,0,0,0,0,0,0,5,86,34,0,122,0,125,0,0,0,0,0,3,3,93,88,34,0,123,4,220,52,0,0,0,3,0,56,3,44,3,0,48,0,57,0,11,15,0,25,0,28,0,0,0,0,0,0,0,3,54,24,0,81,0,79,0,0,0,0,0,0,0,53,58,24,3,79,0,139,59,0,0,0
505031103,965,54,0,0,58,0,1022,94,521,21,3,550,0,643,0,46,12,0,60,0,59,0,3,0,0,5,0,5,100,564,38,9,607,0,708,0,0,0,0,0,3,3,1062,618,39,9,667,3,1731,958,54,0,0,54,3,1015,65,527,22,0,554,0,617,0,40,16,0,54,0,60,0,0,0,4,3,0,5,71,563,46,7,610,0,682,0,0,0,0,0,0,5,1032,612,46,7,663,3,1698,509,21,0,0,21,0,539,39,295,12,3,309,0,351,0,25,25,0,50,0,55,0,3,0,0,3,0,3,41,323,40,4,364,0,409,0,0,0,0,0,0,0,550,346,40,4,389,0,946,299,21,0,0,21,0,322,22,209,4,0,220,0,241,0,16,10,0,30,0,29,0,3,0,0,3,0,3,24,231,18,0,251,0,273,0,0,0,0,0,0,0,321,256,18,0,271,0,590,453,22,0,0
505031104,230,18,0,0,18,0,244,30,142,25,0,165,0,195,0,37,33,0,74,0,74,0,0,0,0,0,0,0,30,179,58,0,236,0,269,0,0,0,0,0,0,0,264,199,58,0,256,0,519,238,12,0,0,12,0,247,22,128,22,0,152,0,176,0,37,43,0,83,0,83,0,0,0,0,0,0,0,22,174,60,0,232,0,253,0,0,0,0,0,0,0,262,182,60,0,242,0,504,114,5,0,0,5,0,121,13,79,12,0,89,0,99,0,23,27,0,50,0,50,0,0,0,0,0,0,0,13,100,40,0,139,0,150,0,0,0,0,0,0,0,126,107,40,0,144,0,267,91,3,0,0,3,0,89,4,58,10,0,61,0,71,0,11,27,0,40,0,40,0,0,0,0,0,0,0,3,71,38,0,108,0,110,0,0,0,0,0,0,0,93,70,38,0,108,0,205,121,3,0,0
505031105,608,22,0,0,22,0,631,34,78,0,0,78,0,108,0,4,0,0,4,0,4,0,0,0,0,0,0,0,30,82,0,0,80,0,118,0,0,0,0,0,4,5,639,103,0,0,104,4,755,810,21,0,0,21,0,833,32,112,3,0,119,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,119,4,0,119,0,149,4,0,0,0,0,3,6,849,139,4,0,137,3,985,590,10,0,0,10,0,607,27,76,0,0,76,0,102,0,4,0,0,3,0,3,0,0,0,0,0,0,0,27,81,0,0,80,0,106,0,0,0,0,0,3,4,621,90,0,0,91,3,721,411,8,0,0,8,0,425,24,35,0,0,35,0,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,35,0,0,35,0,64,0,0,0,0,0,4,3,432,51,0,0,51,4,487,586,15,0,0
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,707,17,3,0,23,0,734,37,132,3,0,140,0,172,3,4,0,0,6,0,9,0,0,0,0,0,0,0,39,142,3,0,147,0,186,0,0,0,0,0,3,5,746,164,4,0,169,3,922,772,20,0,0,20,0,789,30,137,0,0,135,0,167,0,19,6,0,20,0,19,0,0,0,0,0,0,0,32,153,4,0,157,0,190,0,0,0,0,0,0,0,807,168,4,0,178,0,982,354,5,0,0,7,0,362,16,73,3,0,73,0,83,0,3,0,0,5,0,5,0,0,0,0,0,0,0,16,73,7,0,82,0,91,0,0,0,0,0,0,0,367,83,7,3,86,0,452,239,9,0,0,9,0,247,5,39,0,0,45,0,47,3,5,3,0,7,0,10,0,0,0,0,0,0,0,11,49,4,0,50,0,59,0,0,0,0,0,0,0,246,59,4,0,56,0,311,255,4,0,0
505031108,1207,33,0,3,37,0,1242,66,231,3,0,237,0,295,3,26,5,0,36,0,35,0,3,0,0,3,0,3,66,262,13,0,270,0,335,0,0,0,0,0,3,4,1273,296,13,3,305,3,1581,1009,25,0,0,25,0,1042,67,198,8,0,201,0,273,4,31,4,0,35,0,37,0,0,0,0,0,0,0,71,227,12,0,236,0,306,0,0,0,0,0,0,4,1083,255,12,0,261,0,1347,488,17,0,0,17,0,503,18,120,5,0,120,0,141,0,5,12,0,24,0,24,0,0,0,0,0,0,0,18,124,21,0,143,0,164,0,0,0,0,0,0,0,511,136,21,0,156,0,665,275,13,0,0,13,0,284,11,69,8,0,73,0,83,0,6,7,0,15,0,15,0,0,0,0,0,0,0,11,76,10,0,90,0,100,0,0,0,0,0,0,0,284,90,10,0,98,0,381,377,20,0,0
505031255,498,11,0,0,11,0,508,22,83,5,3,82,0,106,0,4,3,0,9,0,9,0,0,0,0,0,0,0,22,87,9,3,94,0,119,0,0,0,0,0,0,3,519,96,9,3,105,0,628,350,8,0,0,8,3,363,13,72,0,0,69,0,87,0,4,0,0,4,0,4,0,0,0,0,0,0,0,13,70,0,0,74,0,87,3,0,0,0,0,0,6,373,82,0,0,82,0,453,165,3,0,0,3,0,166,12,22,0,0,26,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,26,0,33,0,0,0,0,0,0,0,176,28,0,0,26,0,205,76,0,0,0,0,0,76,5,11,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,13,0,19,0,0,0,0,0,0,0,81,13,0,0,17,0,99,110,0,0,0
505031256,15,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,22,28,0,0,0,0,0,28,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,31,0,3,0,0,0,35,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,15,0,0,0,0,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,17,21,0,0,0
505031257,119,0,0,0,0,0,119,6,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,12,0,0,0,0,0,0,0,128,3,0,0,3,0,128,147,0,0,0,0,0,143,7,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,12,0,0,0,0,0,0,0,150,5,0,0,5,0,153,63,0,0,0,0,0,63,3,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,0,0,0,0,0,0,0,67,3,0,0,3,0,73,37,0,0,0,0,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,37,3,0,0,3,0,45,38,0,0,0
505031258,459,8,0,0,8,3,467,17,28,0,0,31,0,49,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,34,0,0,35,0,51,0,0,0,0,0,0,0,471,38,0,0,39,0,518,424,11,0,0,11,0,434,14,41,0,0,41,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,0,0,43,0,53,0,0,0,0,0,0,0,434,51,0,0,51,0,487,222,5,0,0,5,3,231,3,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,19,0,0,0,0,0,0,0,230,26,0,0,26,3,251,117,0,0,0,0,0,113,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,115,9,0,0,8,0,127,132,3,0,0
