SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_ns,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1946,Korea_Rep_South_1946_1955,Korea_Rep_South_1956_1965,Korea_Rep_South_1966_1975,Korea_Rep_South_1976_1985,Korea_Rep_South_1986_1995,Korea_Rep_South_1996_2005,Korea_Rep_South_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repblic_Sth_Yr_arr_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_ns,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_ns,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
505011081,12,24,7,5,0,3,3,141,0,8,10,3,0,0,0,5,0,0,0,3,0,4,0,38,0,0,0,0,0,5,4,4,3,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,9,6,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,18,0,0,6,3,0,4,0,0,0,0,0,0,0,37,0,0,0,16,35,50,60,47,26,29,12,3,0,10,11,293,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,15,0,0,0,0,0,12,7,6,3,4,3,8,0,4,0,49,0,0,0,0,7,6,3,0,0,0,0,3,0,0,3,26,0,0,0,11,7,4,3,10,0,3,0,0,0,0,0,42
505011082,5,11,4,0,3,0,0,134,0,31,25,14,15,3,0,0,0,0,0,0,3,0,3,89,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,8,3,8,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,8,3,0,4,8,0,6,0,0,3,0,3,51,0,0,3,16,50,39,31,8,7,10,11,0,0,0,10,193,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0,7,0,0,0,0,20,0,3,0,0,18,10,7,0,0,0,0,4,0,0,0,40,0,0,0,5,3,12,8,5,0,0,0,0,0,0,0,36
505011083,7,20,7,0,3,0,0,120,0,6,15,11,5,0,3,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,11,22,3,11,4,3,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,3,0,5,0,0,0,4,0,0,0,0,36,0,0,0,8,39,55,33,17,7,10,11,3,3,0,3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,7,0,0,3,0,0,0,4,28,0,0,0,3,13,3,3,3,0,0,5,0,0,0,0,31,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,19
505021084,27,43,24,15,10,3,6,205,0,145,223,130,18,13,8,6,0,3,16,15,9,3,22,627,0,0,0,0,0,3,18,11,0,0,0,5,0,0,0,39,0,0,0,0,0,0,3,3,0,0,0,3,0,0,8,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,17,26,8,14,4,3,0,3,6,0,4,108,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,17,7,3,0,4,3,3,0,0,3,0,0,0,0,39,0,0,4,19,41,76,54,76,28,36,13,13,0,5,18,387,0,0,0,0,0,0,3,10,5,8,4,6,4,0,0,48,0,0,0,4,15,6,8,33,9,7,23,16,11,4,4,146,0,3,0,3,12,13,4,3,0,0,0,3,0,0,0,42,0,0,0,4,9,9,10,4,0,0,0,4,0,0,4,43
505021085,10,9,5,4,6,0,4,75,0,18,36,17,11,11,7,3,4,3,6,0,0,0,7,125,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,24,0,0,0,0,0,3,7,15,0,0,3,3,3,0,0,32,0,0,0,3,4,10,9,0,0,0,0,0,0,0,0,32,0,4,0,7,30,63,26,38,8,18,27,14,12,9,33,287,0,7,3,0,3,3,0,0,0,0,0,0,0,0,0,15,0,13,18,5,4,0,3,0,0,0,0,0,0,0,0,45,0,0,0,22,45,70,75,87,41,47,29,27,21,3,23,494,0,0,0,0,0,3,13,45,14,21,23,30,20,11,8,188,0,0,0,3,20,27,26,122,30,36,36,16,18,8,7,354,0,0,3,4,46,11,8,3,5,0,3,0,0,0,3,86,0,0,3,8,8,13,12,14,0,0,0,0,0,0,5,64
505021086,38,26,17,7,4,0,3,192,3,174,265,103,25,14,19,5,0,11,3,7,6,4,31,671,0,0,0,3,3,0,22,9,0,0,0,0,5,0,0,45,0,0,0,0,4,14,11,18,12,6,4,4,3,3,0,68,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,18,0,5,12,34,58,110,63,35,9,9,11,17,20,7,12,399,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,42,5,9,4,5,0,3,0,0,0,0,0,0,0,78,0,0,5,32,48,73,59,45,17,22,28,17,16,0,19,387,0,0,0,4,7,0,13,37,11,21,11,6,15,8,0,144,0,0,0,4,20,35,25,43,15,24,10,15,19,10,9,231,0,25,16,8,28,29,3,5,3,0,0,3,0,0,0,116,0,3,0,12,16,28,31,13,0,4,0,0,0,0,3,125
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,51,71,26,16,16,4,4,301,0,47,30,19,7,0,6,4,10,9,16,3,3,0,11,176,0,0,0,0,0,13,30,23,0,0,0,13,4,8,10,89,0,0,0,0,3,0,6,7,5,4,3,3,3,0,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,24,24,20,17,9,0,4,0,0,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,3,0,0,0,4,0,0,0,0,26,0,0,8,23,76,80,70,104,28,55,26,19,23,7,15,525,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,12,0,0,0,3,8,21,9,19,0,4,3,5,5,3,0,72,0,0,3,0,22,13,5,0,0,4,3,0,3,0,3,64,0,0,0,0,9,24,44,18,0,10,0,4,0,0,0,114
505021089,11,11,11,6,10,3,7,202,3,58,55,32,6,5,12,7,0,7,0,4,5,0,12,199,0,0,0,0,3,15,13,8,0,3,0,0,0,0,11,47,0,0,0,0,3,4,3,9,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,10,28,30,47,17,22,12,3,0,7,0,0,3,182,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,34,9,15,10,3,3,5,3,5,0,0,3,0,0,98,4,0,3,44,77,105,63,39,34,13,13,4,9,0,10,423,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,3,6,4,3,12,3,0,5,3,0,3,0,53,0,7,3,4,10,4,9,6,0,0,0,0,0,0,0,38,0,3,3,7,18,17,34,8,0,0,3,0,0,3,0,89
505021090,69,44,50,25,8,3,0,297,0,51,75,45,11,7,21,8,0,13,16,20,11,6,8,286,0,0,0,0,0,15,14,12,0,4,0,8,0,0,0,62,0,0,0,0,8,0,8,30,4,4,3,5,3,6,13,92,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,15,0,0,3,11,23,47,45,62,7,12,6,18,36,10,8,290,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,16,10,3,0,0,0,0,0,0,0,0,0,0,0,33,0,4,3,13,51,59,67,93,31,58,47,20,6,6,17,492,0,0,0,0,0,0,14,39,10,25,19,25,29,9,4,163,0,0,0,4,9,35,30,112,38,52,53,29,36,11,6,414,0,6,0,0,26,17,16,5,5,0,3,0,5,0,0,86,0,0,0,12,7,10,34,11,0,4,0,0,4,0,0,93
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,59,49,37,8,11,4,4,320,0,15,8,6,6,3,7,24,3,7,16,22,15,3,4,146,0,0,0,0,0,10,15,16,5,7,0,0,3,0,0,57,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,9,21,13,9,3,8,5,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,6,8,3,0,4,7,0,0,0,5,0,0,0,56,0,0,12,38,62,77,94,99,61,73,36,25,29,8,16,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,3,17,8,0,0,0,0,3,0,3,45,0,3,0,0,12,5,0,0,0,4,3,0,3,0,3,40,0,3,0,5,10,7,17,6,0,0,0,0,4,3,5,60
505021093,32,29,19,7,7,0,4,165,4,169,222,140,22,7,10,13,8,6,5,10,3,0,20,639,0,0,0,0,0,6,23,10,0,0,0,0,0,3,0,43,0,0,0,0,0,4,3,4,6,0,0,6,3,4,0,31,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,14,0,0,0,13,28,78,42,50,3,7,3,0,7,4,12,259,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,0,0,3,0,0,0,0,4,0,0,0,0,28,0,0,3,25,24,59,52,38,27,20,10,6,9,0,3,278,0,0,0,0,0,3,8,10,0,4,10,3,5,7,0,52,0,0,0,0,9,17,10,31,13,3,3,8,4,3,0,99,0,4,3,3,29,16,5,0,3,0,0,0,0,0,0,67,0,0,0,6,16,25,37,11,3,3,0,0,4,0,3,107
505021094,0,3,3,0,0,0,0,55,4,16,14,7,5,0,0,3,0,0,3,0,3,0,0,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,3,0,3,0,0,0,5,0,0,0,35,0,0,3,20,20,36,24,32,7,13,8,12,3,0,5,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,14,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,13,0,0,3,0,4,0,7,0,0,0,0,0,3,0,0,22
505021095,44,47,26,5,15,0,3,238,3,106,127,61,10,4,8,6,3,4,10,10,9,8,8,377,0,0,0,0,0,3,20,12,3,3,3,3,0,0,0,55,0,0,0,0,0,4,3,3,3,0,6,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,24,44,29,19,4,3,0,8,16,3,7,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,3,0,0,3,0,0,0,0,0,22,0,0,0,18,37,55,46,51,14,22,6,9,5,13,10,279,0,0,0,0,0,0,0,14,3,0,13,12,4,3,0,52,0,0,0,0,5,7,13,20,3,4,8,5,10,7,9,108,0,3,0,0,13,14,3,5,0,0,0,0,0,0,0,47,0,0,3,5,7,11,10,4,0,0,0,5,0,0,0,54
505021096,9,11,0,0,0,0,6,110,4,31,22,4,0,3,3,6,4,5,7,3,0,0,9,103,0,0,0,0,3,7,21,12,0,0,0,0,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,31,60,54,48,7,7,16,3,5,3,4,260,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,5,4,3,10,13,4,0,0,0,4,3,0,0,64,0,3,5,18,40,43,33,39,10,7,8,0,0,3,3,225,0,0,0,0,3,3,3,3,0,0,0,6,3,0,0,21,0,0,0,3,7,5,9,5,0,0,5,3,0,0,3,48,0,3,0,0,12,10,0,0,0,0,0,0,0,0,0,37,0,0,3,6,23,29,56,24,4,0,0,4,5,0,3,154
505021097,44,34,27,14,8,12,11,286,7,129,127,59,11,4,3,12,7,12,8,3,4,0,15,397,0,0,0,0,4,3,10,6,3,7,0,3,0,4,0,38,0,0,0,0,4,3,13,14,6,3,3,6,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,22,25,41,27,15,4,7,8,5,3,11,8,181,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,5,8,0,3,0,0,0,0,0,0,0,0,0,45,0,3,3,29,62,52,53,46,17,13,10,9,10,4,13,309,0,0,0,0,0,3,0,3,4,4,4,3,3,9,0,40,0,0,0,0,7,7,9,12,12,10,3,4,8,0,0,76,6,12,3,5,18,23,4,5,0,0,9,3,0,0,0,80,0,0,10,10,17,18,11,8,3,0,4,0,3,0,0,88
505031098,3,7,3,0,0,0,4,66,0,18,21,36,4,0,0,3,0,0,0,4,0,0,0,91,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,21,0,0,5,4,20,35,17,18,3,4,4,10,3,0,11,143,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,9,4,0,0,3,3,0,0,0,0,0,0,0,30,0,0,3,10,41,49,28,40,16,17,11,10,9,0,7,242,0,0,0,3,0,7,15,16,3,0,0,0,0,3,3,42,0,0,0,0,8,28,5,31,7,10,3,3,6,3,4,119,0,0,3,3,16,11,0,0,0,0,0,3,9,0,0,43,0,0,0,4,7,10,0,4,0,3,0,0,0,0,0,38
505031099,16,15,3,3,3,0,11,186,0,10,0,14,3,0,3,3,0,5,3,0,4,0,3,51,0,0,0,0,0,3,11,5,3,3,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,11,9,28,6,7,8,0,9,5,4,111,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,22,10,4,7,3,10,6,0,3,0,0,0,0,4,77,0,0,3,20,66,168,260,295,76,143,83,26,35,8,54,1234,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,23,0,0,0,0,11,19,34,84,18,32,17,11,4,7,10,232,0,4,3,0,6,12,7,0,0,0,5,0,0,0,0,41,0,0,0,5,5,7,20,12,3,0,0,3,3,0,3,64
505031100,23,22,6,10,3,0,0,171,0,7,6,3,0,0,0,8,0,4,0,0,0,0,0,30,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,22,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,28,20,0,0,4,0,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,7,3,3,3,0,0,0,0,0,0,0,0,26,0,0,0,11,51,94,156,157,40,55,32,13,18,18,21,658,0,0,0,0,0,8,11,3,3,0,0,0,5,0,4,27,0,0,0,0,3,18,29,169,53,47,18,14,11,23,11,395,0,0,0,0,4,7,4,9,9,0,0,0,0,0,0,42,0,0,0,0,9,4,21,26,8,0,0,0,5,0,0,78
505031101,9,25,10,0,3,0,3,132,0,0,4,8,0,0,6,10,0,8,0,0,0,0,0,39,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,17,0,0,0,0,0,3,3,17,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,11,20,3,3,0,0,0,0,4,82,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,3,14,45,100,151,173,61,52,15,18,18,11,11,662,0,0,0,0,0,3,5,9,3,0,0,0,0,0,0,29,0,0,0,0,11,17,17,82,24,24,20,17,15,4,5,227,0,0,0,0,14,32,4,10,3,3,7,9,0,0,0,70,0,0,0,7,4,22,20,19,0,0,7,3,0,0,0,79
505031102,0,0,0,0,0,0,0,14,0,4,14,21,0,3,0,0,0,0,0,5,0,0,3,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,17,3,9,5,0,14,7,3,6,6,81,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,3,4,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,9,25,48,31,39,10,7,19,6,0,0,9,215,0,0,0,0,0,0,4,13,0,5,9,3,0,3,0,40,0,0,0,0,3,12,16,108,16,21,3,14,26,10,0,236,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,19,0,0,0,3,9,3,4,10,0,0,0,0,0,0,0,34
505031103,9,15,4,0,0,0,0,110,0,41,54,50,13,4,3,4,0,0,4,0,0,0,13,204,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,20,3,0,0,0,0,0,0,35,0,0,0,3,4,13,3,0,0,0,0,3,0,3,0,35,0,0,0,11,31,73,68,57,7,4,7,4,0,0,4,274,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,23,3,0,4,0,0,10,3,0,0,0,0,0,3,48,0,3,0,20,59,108,119,120,50,48,17,9,15,7,27,596,0,0,0,0,0,11,15,17,3,0,3,6,3,0,3,65,0,0,0,0,8,55,33,62,9,12,15,7,4,0,3,222,0,4,0,3,34,21,14,3,0,0,0,0,0,0,0,84,0,0,0,3,25,26,54,31,5,5,0,4,0,0,4,156
505031104,3,5,5,0,0,0,0,33,4,39,48,47,5,0,3,8,0,0,4,0,0,0,49,201,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,16,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,9,0,0,3,3,14,33,12,17,0,0,0,3,0,3,6,96,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,7,3,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,6,38,41,41,63,21,13,3,7,4,0,12,253,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,12,32,23,50,3,7,8,0,7,4,3,155,0,0,0,0,9,15,6,0,0,3,0,0,0,0,0,40,0,0,3,6,7,5,11,5,0,3,0,0,3,0,0,43
505031105,21,35,8,10,3,0,3,220,0,13,11,9,5,0,0,0,0,0,0,0,5,0,3,47,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,5,6,9,16,16,12,3,10,0,0,0,0,0,72,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,14,0,17,10,0,7,0,8,9,0,0,0,0,0,0,0,45,0,0,3,14,90,109,107,109,19,32,31,20,6,10,25,584,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,15,10,6,0,0,3,0,0,0,3,45,0,0,0,0,18,14,3,0,0,3,0,3,0,0,3,52,0,0,0,5,6,13,19,4,0,0,4,0,0,0,0,54
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,27,17,4,0,0,0,0,180,0,3,12,10,0,0,0,3,0,3,0,0,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,13,6,13,0,0,3,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,6,0,5,3,0,0,0,4,0,0,0,37,0,0,0,8,56,47,116,73,24,32,24,3,11,4,15,413,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,0,0,0,0,8,10,15,17,3,3,0,5,3,0,0,74,0,0,0,0,17,7,5,4,0,0,0,0,0,0,0,31,0,0,3,3,6,5,20,15,0,3,5,0,4,3,0,64
505031108,35,11,4,0,3,0,3,255,0,45,43,30,5,3,4,3,7,0,0,0,0,0,12,156,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,21,0,0,0,0,3,0,15,13,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,25,18,26,0,16,0,15,7,9,19,160,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,49,19,7,6,3,14,5,0,0,0,0,0,0,3,105,0,0,3,37,132,214,182,161,64,43,47,29,15,19,23,968,0,0,0,0,0,4,0,11,0,0,0,0,3,0,0,21,0,0,0,0,11,30,25,103,8,19,23,25,10,14,4,279,0,3,3,0,33,21,6,4,0,0,0,0,3,0,0,76,0,0,0,3,9,13,33,16,3,3,3,0,0,0,0,99
505031255,18,7,12,0,0,0,0,89,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,17,0,4,0,0,4,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,14,51,58,109,26,44,28,19,14,10,13,375,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,3,8,51,3,8,3,3,5,3,0,85,0,0,0,0,0,8,0,3,0,0,0,0,8,0,0,23,0,0,0,0,0,0,8,4,3,0,0,0,0,4,0,21
