SA2_MAINCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
510021269,5,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,8,0,0,0,0,8,13,0,0,0,0,11,10,0,0,0,0,10,25,0,0,0,0,21,32,0,0,0,0,35,6,0,0,0,0,6,99,4,7,3,0,115
510021270,7,0,0,0,0,7,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,13,26,3,0,0,0,29,24,3,0,0,0,29,49,0,3,0,0,53,26,0,0,0,0,32,73,3,0,0,0,76,46,0,0,0,0,43,11,0,0,0,0,13,282,17,3,3,0,304
510031271,6,0,0,3,0,10,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,5,3,0,0,6,0,10,5,0,0,6,0,13,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,12,3,0,0,3,0,4,50,0,4,20,3,77
510031272,17,3,0,0,0,23,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,8,8,7,0,0,0,14,42,6,0,0,0,53,70,7,0,0,0,74,144,7,0,0,0,151,91,5,0,0,0,92,139,5,0,0,0,150,128,6,0,0,0,134,26,3,0,0,0,28,683,55,8,3,3,747
510031273,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,4,0,12,16,0,0,0,0,13,25,0,0,4,0,24,23,0,0,0,0,21,34,0,0,0,0,33,46,0,0,0,0,47,7,0,0,0,0,9,165,0,3,7,0,181
511011274,57,0,0,3,0,61,27,0,0,0,0,33,30,0,0,3,0,36,47,0,0,0,0,51,91,0,0,0,0,94,220,3,3,4,0,227,210,3,3,0,3,223,299,3,0,3,0,310,130,0,0,0,0,128,102,0,0,0,0,103,39,0,0,0,0,41,63,0,0,0,0,64,1329,16,7,15,13,1375
511011275,58,0,0,0,0,60,6,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,13,13,0,0,0,0,13,39,0,0,0,3,44,20,0,0,0,0,19,20,0,0,3,0,22,14,0,0,0,0,12,12,0,0,0,0,12,6,0,0,0,3,8,19,0,0,0,0,19,214,0,0,3,8,228
511021276,19,0,0,0,3,21,3,0,0,0,0,3,12,0,0,0,0,15,20,0,0,0,0,26,20,0,0,0,0,20,73,0,0,3,4,85,63,0,0,3,0,67,60,0,0,0,0,62,27,0,0,0,0,24,42,0,0,0,0,39,23,0,0,0,0,24,29,0,0,3,0,32,379,5,5,9,7,412
511021277,12,0,0,14,0,32,7,0,0,8,0,15,8,0,0,5,0,9,7,0,0,5,0,8,16,0,0,5,0,23,36,0,0,10,0,49,38,0,0,6,3,51,74,3,0,10,0,85,44,0,0,3,0,48,50,0,0,0,4,54,16,0,0,3,0,18,16,0,0,9,0,25,326,5,0,80,8,414
511031278,22,0,0,0,0,26,18,0,0,0,0,14,22,3,0,0,0,22,45,3,0,0,0,48,65,6,0,0,0,77,196,18,0,5,0,221,234,15,0,0,0,247,197,8,0,0,0,211,68,7,0,0,0,75,30,0,0,0,0,31,15,0,0,0,0,13,34,7,0,0,0,39,947,61,3,10,4,1025
511031279,29,4,0,0,0,35,9,0,0,0,0,10,22,0,0,0,0,22,42,6,0,0,0,47,61,8,0,0,0,73,258,31,3,0,0,293,279,37,3,0,0,322,463,27,3,0,0,495,204,15,0,0,0,220,185,0,0,0,0,187,72,0,0,0,0,78,73,3,0,0,0,75,1705,137,8,3,0,1848
511031280,31,0,0,0,0,31,6,0,0,0,0,7,14,0,0,0,0,14,21,3,0,0,0,24,31,3,0,0,0,38,160,12,0,0,0,171,213,9,0,0,0,224,405,12,0,0,0,426,167,3,0,0,0,169,101,0,0,0,0,103,48,0,0,0,0,47,45,0,0,0,0,49,1245,48,3,0,0,1297
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,21,0,0,0,0,20,22,3,0,0,0,27,34,3,0,0,0,42,52,0,0,0,0,52,65,0,0,0,0,66,139,3,0,0,0,145,71,0,0,0,0,75,32,0,0,0,0,33,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,4,27,0,0,0,0,29,481,8,0,5,3,506
511031283,9,0,0,0,0,6,0,0,0,0,0,3,7,0,0,0,0,7,9,0,0,3,0,8,3,0,0,0,0,3,3,0,0,6,0,3,6,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,50
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,38,0,0,0,0,41,31,0,0,0,0,34,33,0,0,0,0,36,52,0,0,0,0,54,77,9,0,0,0,88,201,12,0,0,3,211,236,17,0,0,0,256,191,3,0,0,0,194,76,0,0,0,0,77,49,0,3,0,0,55,36,3,0,0,0,41,38,3,0,0,0,42,1060,50,7,4,3,1128
511041286,40,0,0,0,0,40,35,0,0,0,0,35,35,0,0,0,0,33,65,4,0,3,0,67,80,3,0,3,0,90,197,0,0,7,0,203,155,0,0,0,0,155,194,0,0,6,0,200,116,0,0,5,0,125,94,0,0,3,0,94,37,0,0,4,0,39,40,0,0,0,0,45,1089,10,0,34,0,1128
511041287,39,0,0,0,0,47,13,0,0,0,0,18,7,0,0,0,0,11,29,0,0,0,0,32,37,0,0,0,0,43,145,0,0,3,0,147,199,0,0,0,0,202,292,0,0,0,0,292,162,0,0,0,0,158,96,0,0,0,0,96,38,0,0,0,0,38,34,0,0,0,0,34,1100,3,0,10,0,1109
511041288,34,7,0,0,0,46,25,4,0,0,0,32,19,3,0,0,0,22,33,0,0,0,0,40,60,5,0,0,0,65,148,18,0,0,0,167,225,19,3,0,0,242,335,21,0,0,0,356,183,11,0,0,0,192,98,7,0,0,0,105,34,4,0,0,0,44,40,3,0,0,0,41,1244,113,4,0,0,1356
511041289,24,0,0,0,0,24,10,0,0,0,0,10,7,0,0,0,0,9,19,0,0,0,0,19,25,0,0,0,0,25,59,0,0,0,0,59,62,0,0,0,0,65,90,0,3,0,0,92,35,0,0,0,0,33,28,0,0,0,0,28,18,0,0,0,0,19,24,0,0,0,0,24,397,0,4,8,3,411
511041290,15,0,0,0,0,16,16,0,0,0,0,15,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,3,0,8,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,5,3,0,0,4,0,3,63,0,0,10,3,71
511041291,57,0,0,3,0,57,20,0,0,0,0,20,25,0,0,0,0,25,25,0,0,0,0,25,24,0,0,0,3,31,42,0,0,0,0,42,22,0,0,0,0,20,19,0,0,0,0,20,13,0,0,0,0,13,7,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,3,16,274,0,0,10,3,285
511041292,54,0,0,3,0,58,15,0,0,0,0,15,12,0,0,0,0,19,27,0,0,0,0,32,42,0,0,3,0,41,89,0,0,0,0,94,83,0,0,0,0,84,93,0,3,5,0,98,42,0,0,6,0,41,33,0,0,0,0,37,26,0,0,0,0,29,28,0,0,0,0,30,548,3,3,18,0,574
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
